0	Index      	 *	Score 	Summary	Detail	
1	21213 16434	 * 	196.09	ACR|4VULN|2DMG|1AART	1AART|257aVULN|3DLOT|4RCR|6LHND|8aLWND|9aDMG|aBPWR
658	21213 41551	   	168.44	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	1AART|259VULN|3DLOT|4RCR|6ZMB|7SELL|8CDMG|aTLV
659	21213 41552	   	168.44	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	1AART|259VULN|3DLOT|4RCR|6ZMB|7SELL|8CDMG|aERES
660	21414 16428	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|8CGEN|9RCR
661	21414 16832	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	18AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|9RCR|aRPLT
662	21414 16833	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	18AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|9RCR|aRCVC
663	21215 52125	   	168.42	ACR|2AART|2VULN|3ZMB	18AART|2aVULN|3DLOT|4RCR|57aZMB|6MBVNT|9aLWND|aBPWR
664	21216 64131	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1AART|27VULN|3DLOT|4RCR|5DUST|69CDMG|8DMG|aRPLT
665	21216 64132	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1AART|27VULN|3DLOT|4RCR|5DUST|69CDMG|8DMG|aFEWX
666	21216 64133	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1AART|27VULN|3DLOT|4RCR|5DUST|69CDMG|8DMG|aMGNLIT
667	21431 53331	   	168.37	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|235VULN|3BPWR|4RCVC|6LIT|7RCR|8DUST|9ZMB|aCDMG
668	43136 63232	   	168.35	DCR|2VULN|2DMG|1AART|1DUR	1LWND|2ERES|3DUR|4aVULN|56DMG|7RCR|8AART|9TLV
669	21414 16831	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	18AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|9RCR|aBASHEA
670	21414 16834	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	18AART|23VULN|3BPWR|4MBVNT|5RMIN|6CDMG|7DMG|9RCR|aDUST
671	21413 68413	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|236VULN|3BPWR|4MBVNT|5BELT|7DMG|8RCR|9DUR|aRCVC
672	21413 68414	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|236VULN|3BPWR|4MBVNT|5BELT|7DMG|8RCR|9DUR|aFEWX
673	21433 25152	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|23aVULN|3BPWR|4RCVC|5LEGI|6LHND|7DUR|8RCR|9DMG
674	21521 55123	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|257VULN|3BEXP|4LHND|6DUST|8RCR|9DUR|aDMG
675	33311 55151	   	168.25	DCR|2VULN|2DMG|1AART|1DUR	16DUST|25VULN|3LEGI|4AART|7DUR|8RCR|9aDMG
676	21321 31332	   	168.25	DCR|5VULN|1AART	1AART|2567aVULN|3ERES|4LIT|8RCR|9RPLT
677	21165 13163	   	168.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|25VULN|38ASPD|49LHND|6CDMG|7DMG|aRCR
678	21413 68411	   	168.22	DCR|3VULN|1AART|1DMG|1DUR	1AART|236VULN|3BPWR|4MBVNT|5BELT|7DMG|8RCR|9DUR|aDUST
679	21436 35313	   	168.21	DCR|2VULN|2DMG|1AART	1AART|23VULN|3BPWR|4RCVC|5FEWX|6RCR|7BEXP|8RPLT|9aDMG
680	21133 25142	   	168.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|289VULN|3ASPD|4ZMB|5BELT|6RMIN|7CDMG|aRCR
681	43136 63223	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2ERES|3DUR|4aVULN|56DMG|7RCR|8AART|9SELL
682	21242 11242	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	19AART|2VULN|3DLOT|4ZMB|5aDMG|6LHND|7FEWX|8RCR
683	21242 61242	   	168.18	DCR|2AART|2DMG|1VULN|1ZMB	19AART|2VULN|3DLOT|4ZMB|5aDMG|6LWND|7FEWX|8RCR
684	21436 34313	   	168.11	DCR|2VULN|2DMG|1AART	1AART|23VULN|3BPWR|4RCVC|5FEWX|6RCR|7LEGI|8RPLT|9aDMG
685	21133 52142	   	168.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|269VULN|3ASPD|4ZMB|5BELT|7ERES|8CDMG|aRCR
686	21153 36142	   	168.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|269VULN|3ASPD|4ERES|5BELT|7ZMB|8CDMG|aRCR
687	21333 22342	   	168.11	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|279VULN|3ERES|4ZMB|5BELT|6CDMG|8ASPD|aRCR
688	21133 66361	   	168.08	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|28VULN|38ASPD|4ZMB|5BELT|6LWND|78CDMG|8BPWR|9RCR|aFEWX
689	21133 66362	   	168.08	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|28VULN|38ASPD|4ZMB|5BELT|6LWND|78CDMG|8BPWR|9RCR|aLIT
690	21133 66363	   	168.08	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1AART|28VULN|38ASPD|4ZMB|5BELT|6LWND|78CDMG|8BPWR|9RCR|aLHND
691	21242 13242	   	168.08	DCR|2AART|2DMG|1VULN|1ZMB	19AART|2VULN|3DLOT|4ZMB|5aDMG|6LHND|7DUST|8RCR
692	21242 63242	   	168.08	DCR|2AART|2DMG|1VULN|1ZMB	19AART|2VULN|3DLOT|4ZMB|5aDMG|6LWND|7DUST|8RCR
693	21641 11611	   	168.03	DCR|3VULN|2AART|1DMG	19AART|267VULN|3CANHEL|4DMSP|5CGEN|8DMG|aRCR
694	21651 11611	   	168.03	DCR|3VULN|2AART|1DMG	19AART|267VULN|3CANHEL|45RMIN|8DMG|aRCR
695	25241 11611	   	168.03	DCR|3VULN|2AART|1DMG	19AART|2BASHEA|367VULN|4DMSP|5CGEN|8DMG|aRCR
696	25251 11611	   	168.03	DCR|3VULN|2AART|1DMG	19AART|2BASHEA|367VULN|45RMIN|8DMG|aRCR
697	21335 15512	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8CGEN|9RCR|aRPLT
698	21335 15513	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8CGEN|9RCR|aRCVC
699	21335 15612	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8MLV|9RCR|aRPLT
700	21335 15613	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8MLV|9RCR|aRCVC
701	21245 52132	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LHND|78DMG|9RCR|aBELT
702	21245 52133	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LHND|78DMG|9RCR|aMLV
703	24245 22132	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LWND|3DLOT|4ZMB|5CDMG|6VULN|78DMG|9RCR|aBELT
704	24245 22133	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LWND|3DLOT|4ZMB|5CDMG|6VULN|78DMG|9RCR|aMLV
705	26245 22132	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LHND|3DLOT|4ZMB|5CDMG|6VULN|78DMG|9RCR|aBELT
706	26245 22133	   	167.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2LHND|3DLOT|4ZMB|5CDMG|6VULN|78DMG|9RCR|aMLV
707	21643 11611	   	167.93	DCR|3VULN|2AART|1DMG	19AART|267VULN|3CANHEL|4DMSP|5ERES|8DMG|aRCR
708	25243 11611	   	167.93	DCR|3VULN|2AART|1DMG	19AART|2BASHEA|367VULN|4DMSP|5ERES|8DMG|aRCR
709	21353 21156	   	167.91	DCR|2VULN|2DMG|1AART	1AART|2aVULN|348ERES|5LIT|6RCR|7aDUST|9aDMG|aBPWR
710	21245 12132	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LEGI|78DMG|9RCR|aBELT
711	21245 12133	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LEGI|78DMG|9RCR|aMLV
712	21245 12134	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LEGI|78DMG|9RCR|aLWND
713	21245 12135	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3DLOT|4ZMB|5CDMG|6LEGI|78DMG|9RCR|aLHND
714	21332 41323	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ERES|4ZMB|5CGEN|6MBVNT|8CDMG|9RCR|aDMG
715	21335 15511	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8CGEN|9RCR|aAIRHEA
716	21335 15611	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|57DMG|6CDMG|8MLV|9RCR|aAIRHEA
717	21335 41322	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ERES|4ZMB|5DMG|6MBVNT|8CDMG|9RCR|aLWND
718	21335 41328	   	167.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3ERES|4ZMB|5DMG|6MBVNT|8CDMG|9RCR|aCGEN
719	21335 42323	   	167.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2VULN|3ERES|4ZMB|5aDMG|6MBVNT|7RCVC|8CDMG|9RCR
720	22236 53235	   	167.83	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1AART|2CGEN|3SELL|4aVULN|5CDMG|6LIT|7DMG|8ZMB|9RCR
721	21351 11611	   	167.83	DCR|3VULN|2AART|1DMG	19AART|267VULN|34ERES|5BASICY|8DMG|aRCR
722	21213 26422	   	167.82	ACR|3VULN|2AART|2DUR	1aAART|257VULN|3DLOT|4RCR|69DUR|8LWND
723	21111 13563	   	167.81	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1DUR|1MSE	1AART|29VULN|3ASPD|4MSE|5RCR|6CDMG|7aDMG|8DUR
724	21335 41324	   	167.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|27VULN|3aERES|4ZMB|5DMG|6MBVNT|8CDMG|9RCR
725	21161 23321	   	167.63	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	16AART|2VULN|3ASPD|4LHND|5RCR|7CDMG|8FEWX|9DMG|aDUR
726	21161 23621	   	167.63	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	16AART|2VULN|3ASPD|4LHND|5RCR|7CDMG|8LWND|9DMG|aDUR
727	24161 21321	   	167.63	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	16AART|2LWND|3ASPD|4LHND|5RCR|7VULN|8CDMG|9DMG|aDUR
728	21161 24321	   	167.63	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	16AART|2VULN|3ASPD|4LHND|5RCR|7FEWX|8CDMG|9DMG|aDUR
729	21531 43351	   	167.62	ACR|3VULN|1AART|1CDMG|2DUR	1AART|289VULN|3BEXP|478ERES|5RCR|68DUR|8BPWR|aCDMG
730	21215 11214	   	167.57	ACR|3VULN|1AART|2DUR|1ZMB	1AART|28aVULN|3DLOT|4RCR|5ZMB|67aLHND|9aDUR|aBPWR
731	26215 12214	   	167.57	ACR|3VULN|1AART|2DUR|1ZMB	1AART|26aLHND|3DLOT|4RCR|5ZMB|78aVULN|9aDUR|aBPWR
732	21322 12632	   	167.48	ACR|4VULN|2AART	1aAART|2689VULN|3ERES|49LIT|5RCR|79LHND|9BPWR
733	21222 42635	   	167.48	DCR|3VULN|1AART|1DMG|1ZMB	1AART|278VULN|3DLOT|4ERES|5DMG|6ZMB|9RPLT|aRCR
734	21551 21223	   	167.38	ACR|4VULN|2AART	16AART|279aVULN|3BEXP|4CGEN|5RCR|8BELT
735	33614 62121	 * 	167.37	DCR|4VULN|1DMG|1CDMG|1DUR	1DUST|2459VULN|3BASICY|6CDMG|7DUR|8RCR|aDMG
736	21161 13434	 * 	167.31	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	19AART|2VULN|3aASPD|4LHND|5RCR|6CDMG|7DMG|8MLV
737	21161 13626	   	167.31	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	1aAART|2VULN|39ASPD|4LHND|5RCR|6CDMG|7DMG|8LIT
738	21531 21223	   	167.28	ACR|4VULN|2AART	16AART|279aVULN|3BEXP|4ERES|5RCR|8BELT
739	21215 33434	   	167.27	ACR|3VULN|1AART|2DUR|1ZMB	1AART|27aVULN|3DLOT|4RCR|5ZMB|6aDUR|89aDUST|aBPWR
740	21451 36223	   	167.26	DCR|4VULN|1AART|1ASPD	1AART|239aVULN|3BPWR|4RMIN|5MLV|6RCR|7ASPD|8BELT
741	21552 23523	   	167.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	16AART|2VULN|3BEXP|4CGEN|5DUR|7CDMG|8RCR|9ASPD|aDMG
742	21161 13134	   	167.21	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	19AART|2VULN|3aASPD|4LHND|5RCR|6CDMG|7DMG|8ERES
743	21161 11421	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7ZMB|8MLV|9DMG|aDUR
744	21161 13451	   	167.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8MLV|9ZMB|aDUR
745	21361 21223	   	167.18	ACR|4VULN|2AART	16AART|279aVULN|3ERES|4DUST|5RCR|8BELT
746	33136 22162	   	167.16	ACR|3VULN|1AART|1DMG|1ZMB|1SELL	1DUST|248VULN|3CGEN|5RCR|6SELL|7ZMB|9DMG|aAART
747	21321 22612	   	167.16	DCR|4VULN|1AART|1DUR	1AART|258aVULN|3ERES|4LIT|6RCR|7LHND|9DUR
748	21418 42381	   	167.16	DCR|4VULN|1AART|1DUR	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7LWND|8RPLT|9DUR
749	21418 42821	   	167.16	DCR|4VULN|1AART|1DUR	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9DUR|aLIT
750	21418 42823	   	167.16	DCR|4VULN|1AART|1DUR	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9DUR|aLHND
751	21418 42824	   	167.16	DCR|4VULN|1AART|1DUR	1AART|2358VULN|3BPWR|4MBVNT|6RCR|7LWND|9DUR|aBEXP
752	21418 44381	   	167.16	DCR|4VULN|1AART|1DUR	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7LHND|8RPLT|9DUR
753	21418 47122	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ASPD|8LWND|aCGEN
754	21418 47123	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ASPD|8LWND|aMLV
755	21418 47134	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7ASPD|89LWND
756	21418 47221	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ASPD|8BELT|aFEWX
757	21418 47222	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ASPD|8BELT|aDMSP
758	21418 47224	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ASPD|8BELT|aLIT
759	21121 12362	   	167.16	DCR|4VULN|1AART|1ASPD	1AART|259aVULN|3ASPD|4LIT|6RCR|7LHND|8DUST
760	21532 23523	   	167.11	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	16AART|2VULN|3BEXP|4ERES|5DUR|7CDMG|8RCR|9ASPD|aDMG
761	21161 11121	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7ZMB|8ERES|9DMG|aDUR
762	21161 13151	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8ERES|9ZMB|aDUR
763	26215 32352	   	167.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	19AART|2LHND|3DLOT|4RCR|5ZMB|6CDMG|7DMG|8RPLT|aVULN
764	21321 26335	   	167.06	DCR|4VULN|1AART|1ASPD	1AART|259aVULN|3ERES|4LIT|6RCR|7ASPD|8DUST
765	21321 21616	   	167.06	DCR|4VULN|1AART|1DUR	1AART|258aVULN|3ERES|4LIT|6RCR|7DUST|9DUR
766	21418 41224	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7TLV|8BELT|aDUR
767	21418 41822	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|aCGEN
768	21418 41824	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|aRMIN
769	21418 43224	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8BELT|aDUR
770	21418 43228	   	167.06	DCR|4VULN|1AART|1ASPD	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8BELT|aASPD
771	21418 43822	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|aCGEN
772	21418 43824	   	167.06	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|aRMIN
773	21121 11135	   	167.06	DCR|4VULN|1AART|1ASPD	1AART|259aVULN|3ASPD|4LIT|6RCR|7DUST|8ERES
774	21322 12634	   	167.04	ACR|4VULN|1AART|1ZMB	1AART|2689VULN|3ERES|49LIT|5RCR|79LHND|9BPWR|aZMB
775	21322 52631	   	167.03	ACR|3VULN|2AART|1CDMG	16AART|289VULN|3ERES|49LIT|5RCR|79LHND|9BPWR|aCDMG
776	23225 52231	 * 	167.03	DCR|2VULN|1AART|3CDMG|3ASPD	1AART|259ASPD|356CDMG|4LEGI|59BPWR|79VULN|89FEWX|aRCR
777	23225 52331	   	167.03	DCR|2VULN|1AART|3CDMG|3ASPD	1AART|259ASPD|356CDMG|4LEGI|59BPWR|79VULN|89BEXP|aRCR
778	21213 43625	   	167.01	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|25VULN|3DLOT|4RCR|6ZMB|7LHND|8ASPD|9DUR|aCDMG
779	21215 33635	   	167.01	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|27VULN|3DLOT|4RCR|5ZMB|6DUR|8ASPD|9LWND|aCDMG
780	21161 13433	   	167.01	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	19AART|2VULN|3ASPD|4LHND|5RCR|6aCDMG|7DMG|8MLV
781	21418 41823	   	166.96	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|aBASHEA
782	21418 41842	   	166.96	DCR|4VULN|1AART|1DUR	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7TLV|8DUR|9BASHEA
783	21418 43823	   	166.96	DCR|4VULN|1AART|1DUR	1AART|2359VULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|aBASHEA
784	21418 43842	   	166.96	DCR|4VULN|1AART|1DUR	1AART|235aVULN|3BPWR|4MBVNT|6RCR|7ERES|8DUR|9BASHEA
785	21161 41313	   	166.93	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|28VULN|38ASPD|4LHND|5RCR|6DUR|78FEWX|8BPWR|9RMIN|aDMG
786	21531 25631	   	166.93	ACR|3VULN|2AART|1CDMG	16AART|289VULN|3BEXP|49ERES|5RCR|79LIT|9BPWR|aCDMG
787	21211 53226	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	17AART|29VULN|3DLOT|4RCR|5RPLT|6DMG|8LIT|aASPD
788	21211 23362	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	1aAART|29VULN|3DLOT|4RCR|5RPLT|6DUR|7DMG|8CGEN
789	21211 51162	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	1aAART|29VULN|3DLOT|4RCR|5RPLT|6DMG|7MLV|8DUR
790	21211 53263	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	17AART|2aVULN|3DLOT|4RCR|5RPLT|6DMG|8LIT|9ASPD
791	21211 53352	   	166.93	ACR|2AART|2DMG|1VULN|1DUR	17AART|2VULN|3DLOT|4RCR|5RPLT|69DMG|8DUR|aFEWX
792	21211 53353	   	166.93	ACR|2AART|2DMG|1VULN|1DUR	17AART|2VULN|3DLOT|4RCR|5RPLT|69DMG|8DUR|aLHND
793	21213 54352	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	1aAART|25VULN|3DLOT|4RCR|6CGEN|7RPLT|8DUR|9DMG
794	21213 64352	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	1aAART|25VULN|3DLOT|4RCR|6RMIN|7RPLT|8DUR|9DMG
795	26213 25362	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	18AART|2LHND|3DLOT|4RCR|59VULN|6FEWX|7DUR|aDMG
796	21161 13133	   	166.91	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	19AART|2VULN|3ASPD|4LHND|5RCR|6aCDMG|7DMG|8ERES
797	21161 23223	   	166.91	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	16AART|2VULN|3ASPD|4LHND|5RCR|79CDMG|8DUST|aDMG
798	23161 21323	   	166.91	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	16AART|2ASPD|3DUST|4LHND|5RCR|7VULN|89CDMG|aDMG
799	21321 31364	   	166.87	DCR|4VULN|2AART	1aAART|2567VULN|3ERES|4LIT|8RCR|9BELT
800	61315 12341	 * 	166.87	DCR|4VULN|2DMG	169ERES|2SNIHEL|3RMIN|49DMG|5689VULN|69BPWR|7RCR|aLHND
801	61315 12342	   	166.87	DCR|4VULN|2DMG	169ERES|2SNIHEL|3RMIN|49DMG|5689VULN|69BPWR|7RCR|aMLV
802	21161 12353	   	166.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1AART|2VULN|37ASPD|4LHND|5RCR|6CDMG|8FEWX|9ZMB|aDMG
803	21161 12653	   	166.86	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1ZMB	1AART|2VULN|37ASPD|4LHND|5RCR|6CDMG|8LWND|9ZMB|aDMG
804	21322 11634	   	166.84	ACR|4VULN|1AART|1ZMB	1AART|2689VULN|3ERES|49LIT|5RCR|79DUST|9BPWR|aZMB
805	21322 12625	   	166.84	ACR|4VULN|1AART|1ZMB	1AART|268aVULN|3ERES|4LIT|5RCR|7LHND|9ZMB
806	21122 35262	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aVULN|3ASPD|4LIT|5RCR|6MLV|7DMG|8CDMG|9RCVC
807	21161 13221	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|48LHND|5RCR|6CDMG|7aDMG|9RPLT
808	21161 13222	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aVULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|9RPLT
809	21161 13262	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|aRPLT
810	21161 13263	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|aRCVC
811	21161 13264	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48LHND|5RCR|6CDMG|7DMG|aCGEN
812	21161 13265	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|48aLHND|5RCR|6CDMG|7DMG
813	21161 13321	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|7aDMG|8RCVC|9RPLT
814	21161 13322	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aVULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8RCVC|9RPLT
815	21161 13362	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8RCVC|aRPLT
816	21161 13363	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8aRCVC
817	21161 13364	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4LHND|5RCR|6CDMG|7DMG|8RCVC|aCGEN
818	21161 13365	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|29VULN|3ASPD|4aLHND|5RCR|6CDMG|7DMG|8RCVC
819	21161 13422	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4LHND|5RCR|6CDMG|79DMG|8MLV|aCGEN
820	21161 13425	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2VULN|3ASPD|4aLHND|5RCR|6CDMG|79DMG|8MLV
821	21161 14121	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8MLV|9RPLT|aDMG
822	21161 14133	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8MLV|9RMIN|aDMG
823	21161 14322	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8FEWX|9DMG|aMLV
824	21161 14324	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3ASPD|4LHND|5RCR|6CDMG|8FEWX|9DMG|aCGEN
