0	Index      	 *	Score 	Summary	Detail	
1	12234 34324	 * 	205.48	ACR|3VULN|1AART|1DMG|2ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|478VULN|57ASPD|6AART|7BPWR|9LWND|aDMG
654	12236 42163	   	177.63	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCR|25DUR|36ZMB|46VULN|6BPWR|7RMIN|8DMG|9LHND|aAART
655	13224 34225	   	177.60	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RCR|27FEWX|3ZMB|47VULN|57ASPD|6AART|7BPWR|8CGEN|9RPLT|aDMG
656	13211 32341	   	177.59	ACR|4VULN|1AART|2ZMB	1RCR|29FEWX|39ZMB|4RCVC|5789VULN|6AART|9BPWR|aRMIN
657	13211 32345	   	177.59	ACR|4VULN|1AART|2ZMB	1RCR|29FEWX|39ZMB|4RCVC|5789VULN|6AART|9BPWR|aDMSP
658	12236 42153	   	177.53	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1RCR|25DUR|36ZMB|46VULN|6BPWR|7RMIN|8DMG|9LEGI|aAART
659	12234 35123	   	177.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|4aVULN|5ASPD|6AART|7DUST|8DMG|9ERES
660	32413 42115	   	177.51	DCR|4VULN|1AART|1CDMG|1ZMB|1ASPD	1268VULN|2BPWR|3ZMB|4ASPD|5LWND|7CDMG|9AART|aRCR
661	15363 32312	   	177.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2ERES|3DUR|4CDMG|5ZMB|6AIRHEL|7aAART|8VULN|9DMG
662	12122 14641	   	177.49	ACR|4VULN|1DMG|1CDMG|1DUR	1RCR|2DUR|3CGEN|4689VULN|5ERES|7CDMG|aDMG
663	32264 15323	 * 	177.48	DCR|3VULN|1DMG|2CDMG|2ZMB|2DUR|1SELL	128VULN|28BPWR|3SELL|47DUR|58CDMG|68ZMB|9RCR|aDMG
664	45252 13123	   	177.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2RCR|3CGEN|467VULN|5DUST|8DMG|9DUR|aAART
665	13424 32126	   	177.47	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2aFEWX|3NUKE|4aVULN|5ASPD|6AART|7LHND|8aDMG|9RPLT|aBPWR
666	43321 26323	 * 	177.47	DCR|3VULN|3DMG|2ASPD	18ASPD|2CGEN|358VULN|48aDMG|6RMIN|7RCVC|8BPWR|9RCR
667	13222 31264	   	177.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|28FEWX|3ZMB|48VULN|578ERES|6AART|8BPWR|9DMG|aCDMG
668	12331 43651	   	177.38	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB|1ASPD	1RCR|25DUR|39CDMG|4ASPD|67VULN|8ZMB|aDMG
669	12342 43613	   	177.35	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2DUR|38CDMG|4VULN|5CGEN|69DMG|7RPLT|aAART
670	12162 12313	   	177.35	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2DUR|3CGEN|47CDMG|5RPLT|6VULN|89DMG|aAART
671	36122 33136	   	177.33	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1VULN|2AART|3RMIN|4LHND|5BEXP|6RCR|78DMG|9FLTHEA|aCDMG
672	36232 33136	   	177.33	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1VULN|2AART|3LWND|4RMIN|5BEXP|6RCR|78DMG|9FLTHEA|aCDMG
673	12234 13116	   	177.32	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|58ASPD|7AART|9CGEN|aCDMG
674	13224 13632	   	177.32	ACR|2VULN|1AART|1FLTHEA|2ASPD|1ZMB|1DUR	1RCR|2FEWX|3ZMB|46VULN|5aASPD|7AART|8DUR|9FLTHEA
675	56323 22363	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2CDMG|3ZMB|4TLV|59DMG|6DUR|7FEWX|8RCR|aVULN
676	12323 12213	   	177.25	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1RCR|2DUR|37CDMG|4RPLT|59DMG|6VULN|8TLV|aAART
677	12341 22314	   	177.23	ACR|2AART|2VULN|2CDMG|2DUR	1RCR|29DUR|37CDMG|49VULN|5aAART|689LIT|9BPWR
678	12121 52242	   	177.23	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|3CGEN|4aVULN|5LWND|6RMIN|79CDMG|8aDMG|aBPWR
679	12234 13156	   	177.22	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|46VULN|58ASPD|7AART|9ERES|aCDMG
680	13341 24211	   	177.19	ACR|4VULN|1AART|1CDMG	1RCR|289FEWX|3CDMG|4789VULN|5AART|689LIT|89BPWR|aLHND
681	13341 24213	   	177.19	ACR|4VULN|1AART|1CDMG	1RCR|289FEWX|3CDMG|4789VULN|5AART|689LIT|89BPWR|aRCVC
682	11422 44451	 * 	177.16	ACR|4VULN|3ASPD|1DMG	1RCR|279LIT|379ASPD|4579VULN|6MBVNT|79BPWR|8RPLT|aDMG
683	13211 32142	   	177.14	ACR|3VULN|1AART|2ZMB|1CDMG	1RCR|29FEWX|39ZMB|48RCVC|579VULN|6AART|9BPWR|aCDMG
684	16511 52232	   	177.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2VENICY|3AART|4DMG|57aVULN|6DMSP|8LWND|9ASPD
685	16511 52213	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2VENICY|3AART|4DMG|579VULN|6DMSP|8LWND|aDUR
686	11441 21253	   	177.13	ACR|3VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1RCR|2LIT|3ASPD|4CDMG|5DMG|6LWND|7FLTHEA|89aVULN
687	12234 13225	   	177.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ZMB|46VULN|5ASPD|7AART|8CGEN|9RPLT|aDMG
688	12234 13254	   	177.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46VULN|5ASPD|7AART|8CGEN|9MLV|aDMG
689	12234 13425	   	177.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ZMB|46VULN|5ASPD|7AART|8RMIN|9RPLT|aDMG
690	12643 23341	   	177.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8VULN|9ZMB|aDMSP
691	12643 23342	   	177.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8VULN|9ZMB|aRMIN
692	12643 23531	   	177.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8ZMB|9VULN|aDMSP
693	12643 23532	   	177.13	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8ZMB|9VULN|aRMIN
694	12343 35242	   	177.13	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|39CDMG|4aVULN|5LWND|6CGEN|7NUKE|8aDMG|aBPWR
695	36632 11211	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1479VULN|2AART|3DMSP|5LWND|6DMG|8DUR|aRCR
696	36635 11211	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1479VULN|2AART|3DMSP|5LHND|6DMG|8DUR|aRCR
697	11163 31462	   	177.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|28LIT|3RCVC|4ZMB|578VULN|68TLV|8BPWR|9DMG|aAART
698	13341 24212	   	177.09	ACR|4VULN|1AART|1CDMG	1RCR|289FEWX|3CDMG|4789VULN|5AART|689LIT|89BPWR|aERES
699	13341 24215	   	177.09	ACR|4VULN|1AART|1CDMG	1RCR|289FEWX|3CDMG|4789VULN|5AART|689LIT|89BPWR|aTLV
700	12232 36134	   	177.07	ACR|3VULN|1AART|2ZMB|1DUR|1ASPD	1RCR|2DUR|37ZMB|49aVULN|5ERES|6AART|8ASPD
701	13224 34361	   	177.04	ACR|3VULN|1AART|2ZMB|2ASPD	1RCR|27FEWX|39ZMB|478VULN|57ASPD|6AART|7BPWR|aLIT
702	13224 34363	   	177.04	ACR|3VULN|1AART|2ZMB|2ASPD	1RCR|27FEWX|39ZMB|478VULN|57ASPD|6AART|7BPWR|aRCVC
703	16511 34322	   	177.04	ACR|3DMG|1AART|1VULN|1DUR	1RCR|2VENICY|3AART|468DMG|5VULN|7CGEN|9DUST|aDUR
704	12643 23343	   	177.03	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8VULN|9ZMB|aDUST
705	12643 23533	   	177.03	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCR|2DUR|3ASPD|4LWND|56DMG|7AART|8ZMB|9VULN|aDUST
706	12342 25242	   	177.03	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|39CDMG|4aVULN|5CGEN|6DUST|7NUKE|8aDMG|aBPWR
707	12343 25242	   	177.03	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|39CDMG|4aVULN|5LWND|6ERES|7NUKE|8aDMG|aBPWR
708	12345 22242	   	177.03	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|39CDMG|4aVULN|5NUKE|6DUST|7CGEN|8aDMG|aBPWR
709	12236 42136	   	177.02	ACR|3VULN|1DMG|2ZMB|2DUR|1ASPD	1RCR|25DUR|36ZMB|469VULN|6BPWR|7RMIN|8DMG|aASPD
710	13222 11365	   	177.00	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2FEWX|3ZMB|469VULN|5ERES|7LHND|8DMG|aAART
711	13222 16365	   	177.00	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2FEWX|3ZMB|469VULN|5ERES|7BEXP|8DMG|aAART
712	16511 42112	   	177.00	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|2VENICY|36AART|4DMG|57VULN|8LIT|9ZMB|aCGEN
713	16511 42113	   	177.00	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|2VENICY|36AART|4DMG|57VULN|8LIT|9ZMB|aBELT
714	16515 23112	   	177.00	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7VULN|8LIT|9ZMB|aCGEN
715	16515 23113	   	177.00	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7VULN|8LIT|9ZMB|aBELT
716	13341 24261	   	176.99	ACR|4VULN|1AART|1CDMG	1RCR|28FEWX|3CDMG|4789VULN|5AART|68LIT|8BPWR|aBEXP
717	13341 24263	   	176.99	ACR|4VULN|1AART|1CDMG	1RCR|28aFEWX|3CDMG|4789VULN|5AART|68LIT|8BPWR
718	13224 13336	   	176.98	ACR|3VULN|2AART|1ZMB|1ASPD|1SELL	1RCR|2FEWX|3ZMB|468VULN|5ASPD|7aAART|9SELL
719	12236 44133	 * 	176.95	ACR|5VULN|2ZMB|2DUR	1RCR|25DUR|36ZMB|4689aVULN|6BPWR|7DMSP
720	12236 45133	   	176.95	ACR|5VULN|2ZMB|2DUR	1RCR|25DUR|36ZMB|4689aVULN|6BPWR|7RCVC
721	45143 23121	   	176.95	ACR|3DMG|2AART|3ASPD	189ASPD|2RCR|3FEWX|49LWND|569DMG|7aAART|9BPWR
722	13224 34362	   	176.94	ACR|3VULN|1AART|2ZMB|2ASPD	1RCR|27FEWX|39ZMB|478VULN|57ASPD|6AART|7BPWR|aERES
723	12345 21242	   	176.93	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2aDUR|39CDMG|4aVULN|5NUKE|6DUST|7ERES|8aDMG|aBPWR
724	13222 12365	   	176.90	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2FEWX|3ZMB|469VULN|5ERES|7DUST|8DMG|aAART
725	16511 42223	   	176.90	ACR|2AART|2VULN|1DMG|1ZMB	1RCR|2VENICY|36AART|4DMG|57VULN|8LWND|9ERES|aZMB
726	16515 22111	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9MBVNT|aCGEN
727	16515 22113	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9MBVNT|aRMIN
728	16515 22121	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9LSRHEA|aFEWX
729	16515 22122	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9LSRHEA|aRPLT
730	16515 22131	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9ERES|aDMSP
731	16515 22132	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9ERES|aRCVC
732	16515 22212	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8LWND|9MBVNT|aVULN
733	16515 23223	   	176.90	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7VULN|8LWND|9ERES|aZMB
734	12234 33624	   	176.88	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RCR|28DUR|3ZMB|4VULN|5ASPD|67AART|9LWND|aDMG
735	12335 22256	   	176.83	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|278DUR|3CDMG|47ASPD|5AART|67LWND|7BPWR|9aVULN
736	12321 13166	 * 	176.81	ACR|3CDMG|1AART|1VULN|1DMG|3DUR	1RCR|256DUR|35aCDMG|4RPLT|5BPWR|7AART|8VULN|9DMG
737	13224 13124	   	176.80	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RCR|2FEWX|3ZMB|46VULN|58ASPD|7AART|9LWND|aDMG
738	16515 22114	   	176.80	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9MBVNT|aDUST
739	16515 22123	   	176.80	ACR|2AART|2DMG|1VULN|1ZMB	1RCR|2VENICY|36AART|45DMG|7ZMB|8VULN|9LSRHEA|aMBVNT
740	11143 11264	   	176.79	ACR|4VULN|1AART|1CDMG	1RCR|28LIT|3RCVC|4CDMG|5AART|68DUST|789aVULN|8BPWR
741	12341 22116	   	176.78	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1RCR|29DUR|37CDMG|49VULN|5AART|69LIT|8RCVC|9BPWR|aZMB
742	12553 33224	   	176.73	ACR|2VULN|2AART|1DMG|2DUR	1RCR|28DUR|3RCVC|48VULN|58BEXP|67AART|8BPWR|9LWND|aDMG
743	43353 53313	   	176.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ASPD|2CGEN|34VULN|5LWND|6RCR|7DUR|89DMG|aAART
744	33221 66323	   	176.67	DCR|3VULN|2DMG|2ZMB|2ASPD	158VULN|28ZMB|3CGEN|4aDMG|68ASPD|7RCVC|8BPWR|9RCR
745	11222 43344	   	176.64	ACR|2VULN|2AART|1DMG|1CDMG	1RCR|2LIT|3TLV|45VULN|6CDMG|7LHND|8aAART|9DMG
746	12234 33631	   	176.64	ACR|2AART|1VULN|1DMG|2DUR|1ZMB|1ASPD|1SELL	1RCR|28DUR|3ZMB|4VULN|5ASPD|67AART|9SELL|aDMG
747	12146 12232	   	176.62	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3aCGEN|4LWND|5ZMB|6aVULN|7CDMG|8aDMG|9DMSP|aBPWR
748	12124 33536	   	176.61	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1RCR|27DUR|3CGEN|49VULN|5ASPD|6AART|8ZMB|aCDMG
749	32113 53315	   	176.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|2BPWR|3ERES|4ASPD|5LWND|6RCR|7DUR|89DMG|aAART
750	34113 53315	   	176.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|3ERES|4ASPD|5LWND|6RCR|7DUR|89DMG|aAART
751	12265 33511	   	176.58	ACR|2DMG|1AART|2CDMG|2DUR|1ZMB	1RCR|26DUR|3ZMB|47CDMG|5AART|8BEXP|9aDMG
752	32221 55163	   	176.57	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	12VULN|2BPWR|3SELL|4ZMB|5CDMG|6RCR|7DUR|8DMG|9LHND|aAART
753	24231 11353	   	176.57	DCR|4VULN|1AART|1CDMG|1ZMB	1FEWX|2459VULN|3ZMB|6RPLT|7AART|8RCR|aCDMG
754	32431 11353	   	176.57	DCR|4VULN|1AART|1CDMG|1ZMB	1259VULN|2BPWR|3ZMB|4BEXP|6RPLT|7AART|8RCR|aCDMG
755	33131 11353	   	176.57	DCR|4VULN|1AART|1CDMG|1ZMB	1459VULN|2ZMB|3FEWX|6RPLT|7AART|8RCR|aCDMG
756	34431 11353	   	176.57	DCR|4VULN|1AART|1CDMG|1ZMB	1259VULN|3ZMB|4BEXP|6RPLT|7AART|8RCR|aCDMG
757	16125 22361	   	176.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|35VULN|4ERES|68DMG|7AART|9DUR|aCGEN
758	16126 22362	   	176.57	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|3aVULN|4ERES|5DMSP|68DMG|7AART|9DUR
759	12234 13514	   	176.57	ACR|3VULN|1AART|2ZMB|1DUR|1ASPD	1RCR|2DUR|38ZMB|46aVULN|5ASPD|7AART|9CGEN
760	13224 13366	   	176.57	ACR|3VULN|1AART|2ZMB|1ASPD|1DUR	1RCR|2FEWX|39ZMB|468VULN|5ASPD|7AART|aDUR
761	52162 51231	   	176.57	DCR|3VULN|2DMG|1AART	1AART|258ERES|38DMG|4BEXP|6LHND|78aVULN|8BPWR|9RCR
762	13335 35353	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2FEWX|3CDMG|4ASPD|5AART|6DUR|79aVULN|8RCVC
763	13224 13131	   	176.55	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB|1SELL	1RCR|2FEWX|3ZMB|46VULN|58ASPD|7AART|9SELL|aDMG
764	12633 32651	   	176.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCR|2DUR|3ASPD|4aVULN|5LIT|6BELT|7DMG|8AART|9ZMB
765	12552 33224	   	176.53	ACR|2VULN|2AART|1DMG|2DUR	1RCR|28DUR|3RCVC|48VULN|58DUST|67AART|8BPWR|9LWND|aDMG
766	12226 31136	   	176.51	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1RCR|25DUR|3ZMB|4ERES|6AART|79VULN|8ASPD|aCDMG
767	32221 55153	   	176.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	12VULN|2BPWR|3SELL|4ZMB|5CDMG|6RCR|7DUR|8DMG|9LEGI|aAART
768	32441 11353	   	176.47	DCR|4VULN|1AART|1CDMG|1ZMB	1259VULN|2BPWR|3ZMB|4DUST|6RPLT|7AART|8RCR|aCDMG
769	16125 22316	   	176.47	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|35VULN|4ERES|68DMG|7AART|9MBVNT|aDUR
770	16125 22333	   	176.47	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2VENICY|35VULN|4ERES|68DMG|7AART|9TLV|aDUR
771	52162 61231	   	176.47	DCR|3VULN|2DMG|1AART	1AART|258ERES|38DMG|4BEXP|6DUST|78aVULN|8BPWR|9RCR
772	12331 41123	   	176.45	ACR|2VULN|2AART|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|4ASPD|6aVULN|79AART|8LWND
773	12331 41156	   	176.45	ACR|2VULN|2AART|1CDMG|2DUR|1ASPD	1RCR|25DUR|3CDMG|4ASPD|69VULN|7aAART|8LWND
774	12661 41123	   	176.45	ACR|2VULN|2AART|1CDMG|2DUR|1ASPD	1RCR|25DUR|3ASPD|4CDMG|6aVULN|79AART|8LWND
775	36633 11151	   	176.42	DCR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	148VULN|2AART|3DMSP|5CDMG|6DMG|7SELL|9DUR|aRCR
776	12262 16311	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4CDMG|5RPLT|67VULN|89DMG|aBEXP
777	12262 16313	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4CDMG|5RPLT|67VULN|89DMG|aDMSP
778	12262 16316	   	176.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4CDMG|5RPLT|67VULN|89DMG|aCGEN
779	12632 11615	   	176.42	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|2DUR|3aASPD|46VULN|5ERES|7aLHND|8ZMB|9aDMG|aBPWR
780	33325 32534	   	176.35	DCR|4VULN|1AART|2DUR|1ZMB	179aVULN|2ZMB|34DUR|5AART|6LHND|8RCR
781	12543 34211	 * 	176.33	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|4789LHND|578VULN|6aAART|78BPWR
782	12551 34211	   	176.33	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|5789LHND|6aAART|78BPWR
783	12553 34211	   	176.33	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|578BEXP|69AART|78BPWR|aCGEN
784	12553 34212	   	176.33	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|578BEXP|69AART|78BPWR|aLHND
785	12342 45213	   	176.33	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|27DUR|3CDMG|4VULN|5CGEN|69DMG|8RPLT|aAART
786	12162 16353	   	176.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|29DUR|3CGEN|4CDMG|5RPLT|67VULN|8DMG|aAART
787	12621 11615	   	176.32	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCR|2DUR|3aASPD|47ERES|5LHND|6aVULN|8ZMB|9aDMG|aBPWR
788	12262 16312	   	176.32	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCR|2DUR|3ZMB|4CDMG|5RPLT|67VULN|89DMG|aERES
789	12335 66223	   	176.31	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	1RCR|2DUR|39CDMG|48ASPD|5AART|6BELT|7DMG|aVULN
790	12231 12146	   	176.29	ACR|3VULN|3CDMG|3DUR|1ZMB	1RCR|29aDUR|3ZMB|49aVULN|5LWND|67LIT|89aCDMG|9aBPWR
791	12233 62146	   	176.29	ACR|3VULN|3CDMG|3DUR|1ZMB	1RCR|29aDUR|3ZMB|49aVULN|57LIT|6LWND|89aCDMG|9aBPWR
792	12321 62356	   	176.28	ACR|2VULN|2AART|2CDMG|2DUR|1SELL	1RCR|25DUR|35CDMG|4RPLT|5BPWR|6aAART|79VULN|8SELL
793	12323 16253	   	176.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|29DUR|3CDMG|4RPLT|5DMG|67VULN|8TLV|aAART
794	12663 23252	   	176.22	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	1RCR|2DUR|3aASPD|4CDMG|5ZMB|6aBEXP|7DUST|8aDMG|9AART|aBPWR
795	32112 53162	   	176.20	DCR|4VULN|2DMG|1ASPD	127aVULN|2aBPWR|3aERES|4ASPD|5DUST|6RCR|8aDMG|9RPLT
796	34112 53162	   	176.20	DCR|4VULN|2DMG|1ASPD	127aVULN|3aERES|4ASPD|5DUST|6RCR|8aDMG|9RPLT|aBPWR
797	12626 32333	   	176.13	ACR|2VULN|1AART|3DUR|2ASPD|1CDMG	1RCR|259DUR|39ASPD|4ERES|6AART|7FEWX|89VULN|9BPWR|aCDMG
798	12234 34132	   	176.08	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aMGNSTR
799	12234 34135	   	176.08	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aRCVC
800	12262 23615	 * 	176.06	ACR|1AART|1VULN|3ASPD|2CDMG|2DUR|1ZMB	1RCR|28DUR|3ZMB|48CDMG|5RPLT|678ASPD|8BPWR|9VULN|aAART
801	12552 34211	   	176.03	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|578DUST|69AART|78BPWR|aCGEN
802	12552 34212	   	176.03	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|578DUST|69AART|78BPWR|aLHND
803	12552 34213	   	176.03	ACR|3VULN|2AART|3DUR	1RCR|278DUR|3RCVC|478VULN|578DUST|69AART|78BPWR|aBEXP
804	12234 13616	   	176.01	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	1RCR|28DUR|3ZMB|46VULN|5ASPD|7AART|9CGEN|aCDMG
805	13224 13635	   	176.01	ACR|2VULN|1AART|1FLTHEA|2DUR|1ZMB|1ASPD	1RCR|2FEWX|3ZMB|46VULN|5ASPD|7AART|8aDUR|9FLTHEA
806	12232 31215	   	175.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28DUR|3ZMB|48VULN|578ERES|6AART|8BPWR|9LIT|aDMG
807	12232 31263	   	175.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28DUR|3ZMB|48VULN|578ERES|6AART|8BPWR|9DMG|aBEXP
808	12232 31265	   	175.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|28DUR|3ZMB|48VULN|578ERES|6AART|8BPWR|9DMG|aLHND
809	12234 34133	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aERES
810	12234 34134	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aTLV
811	12234 34136	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9BEXP|aDUST
812	12234 34141	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9ERES|aBEXP
813	12234 34143	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9ERES|aLHND
814	12234 34161	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9NUKE|aBEXP
815	12234 34163	   	175.98	ACR|2VULN|1AART|3ASPD|2DUR|1ZMB	1RCR|27DUR|3ZMB|47VULN|578ASPD|6AART|7BPWR|9NUKE|aLHND
