0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
684	41622 12251	   	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3LIT|4CDMG|56AART|7VULN|8ZMB|9DUR|aRCR
685	41622 14121	   	164.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2DMG|3LIT|4CDMG|56AART|7DUR|8VULN|9ZMB|aRCR
686	51231 21244	   	164.08	ACR|2VULN|1AART|1DMG|2DUR	1aBEXP|2RCR|3FEWX|4AART|5aVULN|6DMG|78CGEN|9aDUR|aBPWR
687	23361 31333	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|79VULN|aERES
688	23361 31353	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|58ASPD|6RCR|7aVULN|9DUST
689	21331 31642	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2TLV|3RMIN|4DMG|59ASPD|6RCR|78VULN|aLHND
690	21331 31644	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2TLV|3RMIN|4DMG|59ASPD|6RCR|78VULN|aFEWX
691	22361 31642	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2ERES|3RMIN|4DMG|59ASPD|6RCR|78VULN|aLHND
692	23361 31643	   	164.08	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2CGEN|3RMIN|4DMG|59ASPD|6RCR|78VULN|aERES
693	31635 51312	   	164.07	ACR|2AART|2VULN|2DMG|1DUR|3MSE	16aMSE|2RCR|3DUR|45AART|7aVULN|8BELT|9aDMG|aBPWR
694	52631 21413	 * 	164.03	ACR|3DMG|1AART|1CDMG|1DUR	1BEXP|2CDMG|3RCVC|4RCR|56aDMG|7LWND|8AART|9DUR
695	23513 21663	   	164.02	DCR|2VULN|2DMG|1AART	1AART|28CGEN|35VULN|4RCVC|6aDMG|7ERES|9RCR
696	23531 26353	   	164.02	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|29CGEN|379VULN|4CDMG|5RMIN|6BEXP|89ASPD|9BPWR|aRCR
697	25512 22243	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3FEWX|4DMSP|56VULN|7ASPD|8LIT|9RCR|aDMG
698	25612 22243	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3LWND|4DMSP|56VULN|7ASPD|8LIT|9RCR|aDMG
699	22523 26521	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2aERES|35VULN|6DMG|7ASPD|8RCR|9LHND
700	22523 26531	   	164.01	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2aERES|35VULN|6DMG|7ASPD|8RCR|9LWND
701	22522 23424	   	163.99	DCR|2AART|1VULN|2CDMG|1DMG|1DUR	14AART|2ERES|3VULN|5DUR|6DMG|7TLV|8aCDMG|9RCR
702	16513 32315	   	163.98	DCR|3VULN|1AART|1DMG	1CGEN|2AART|357VULN|4RCVC|6LHND|8RCR|9BELT|aDMG
703	21331 31643	   	163.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2TLV|3RMIN|4DMG|59ASPD|6RCR|78VULN|aERES
704	22361 31643	   	163.98	DCR|2VULN|1AART|1DMG|2ASPD	1AART|2aERES|3RMIN|4DMG|59ASPD|6RCR|78VULN
705	51631 11232	   	163.97	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4aAART|5VULN|6CDMG|7ZMB|8ASPD|9FEWX
706	51232 11252	   	163.97	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4aAART|5DUR|6CDMG|7ZMB|8ASPD|9VULN
707	51232 11451	   	163.97	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3FEWX|48AART|5DUR|6CDMG|7ZMB|9VULN|aASPD
708	22513 21163	   	163.92	DCR|2VULN|2DMG|1AART	1AART|27ERES|35VULN|4RCVC|6aDMG|8CGEN|9RCR
709	23513 21163	   	163.92	DCR|2VULN|2DMG|1AART	1AART|2CGEN|35VULN|4RCVC|6aDMG|78ERES|9RCR
710	23533 26353	   	163.92	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|29CGEN|379VULN|4CDMG|5NUKE|6BEXP|89ASPD|9BPWR|aRCR
711	26113 43423	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25LHND|3NUKE|4DUR|67VULN|8CDMG|9RCR|aDMG
712	26153 33423	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|25LHND|3NUKE|47VULN|6DUR|8CDMG|9RCR|aDMG
713	25212 22243	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3DUST|4DMSP|56VULN|7ASPD|8LIT|9RCR|aDMG
714	25312 22243	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3LEGI|4DMSP|56VULN|7ASPD|8LIT|9RCR|aDMG
715	22523 21514	   	163.91	DCR|2AART|2VULN|1DMG|1ASPD	14AART|279ERES|35VULN|6DMG|8RCR|aASPD
716	22523 21515	   	163.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|279ERES|35VULN|6DMG|8RCR|aDUR
717	23211 31466	   	163.88	DCR|3DMG|1AART|1VULN	1AART|2CGEN|3RPLT|4FEWX|5VULN|6RMIN|7RCR|89aDMG
718	51231 22344	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1aBEXP|2RCR|3FEWX|4AART|5aVULN|6DMG|78ERES|9aDUR|aBPWR
719	51631 23421	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3aDUR|4AART|59VULN|6DMG|7LHND|8MGNSTR
720	51632 23242	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|35DUR|4AART|6LIT|78VULN|9DMG|aCGEN
721	51632 23243	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|35DUR|4AART|6LIT|78VULN|9DMG|aBELT
722	51636 23313	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3aDUR|4AART|57LHND|6DMG|89VULN
723	51631 11212	   	163.87	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4aAART|5VULN|6CDMG|7ZMB|8ASPD|9DUST
724	23622 62323	   	163.84	DCR|2VULN|1AART|1DMG|2DUR	1AART|2CGEN|36RCVC|47VULN|59DUR|8RCR|aDMG
725	22513 22163	   	163.82	DCR|2VULN|2DMG|1AART	1AART|28ERES|35VULN|4RCVC|6aDMG|7TLV|9RCR
726	22531 26353	   	163.82	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|29ERES|379VULN|4CDMG|5RMIN|6BEXP|89ASPD|9BPWR|aRCR
727	21562 22422	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3ERES|46DMG|5DUR|7VULN|8CDMG|9RCR|aLWND
728	21562 22423	   	163.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3ERES|46DMG|5DUR|7VULN|8CDMG|9RCR|aRPLT
729	22542 23422	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|35VULN|4DUR|6DMG|7TLV|8CDMG|9RCR|aLWND
730	22542 23423	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|35VULN|4DUR|6DMG|7TLV|8CDMG|9RCR|aRPLT
731	23542 23421	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|35VULN|4DUR|6DMG|7TLV|8CDMG|9RCR|aERES
732	23542 23422	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CGEN|35VULN|4DUR|6DMG|7TLV|8CDMG|9RCR|aCANSTR
733	25235 21281	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3DUST|4MBVNT|56VULN|7LWND|8DMG|9RCR|aASPD
734	25235 21284	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4MBVNT|56VULN|7LWND|8DMG|9RCR|aDUR
735	25235 22281	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3DUST|4MBVNT|56VULN|7LHND|8DMG|9RCR|aASPD
736	25235 22284	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4MBVNT|56VULN|7LHND|8DMG|9RCR|aDUR
737	25235 34281	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CDMG|3DUST|4MBVNT|57VULN|6LHND|8DMG|9RCR|aASPD
738	25235 34284	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2CDMG|3DUST|4MBVNT|57VULN|6LHND|8DMG|9RCR|aDUR
739	54231 26213	   	163.81	DCR|2VULN|2DMG|1AART	1BEXP|28DUST|3FEWX|4AART|59VULN|6aDMG|7RCR
740	66331 31114	   	163.80	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1TLV|2AART|3RMIN|4aDMG|5ASPD|6RCR|7VULN|8CGEN|9DUR
741	26435 23312	   	163.80	ACR|2AART|2DMG|1VULN	17AART|24LHND|3RCR|4BPWR|56DMG|8VULN|9BELT|aRCVC
742	26432 22413	   	163.79	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1AART|24LHND|3RCR|4BPWR|5RCVC|6ASPD|7VULN|8CDMG|9DUR|aDMG
743	21211 31466	   	163.78	DCR|3DMG|1AART|1VULN	1AART|2TLV|3RPLT|4FEWX|5VULN|6RMIN|7RCR|89aDMG
744	22211 31466	   	163.78	DCR|3DMG|1AART|1VULN	1AART|2ERES|3RPLT|4FEWX|5VULN|6RMIN|7RCR|89aDMG
745	51112 52213	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7aDUR|8CGEN
746	51631 42333	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	19BEXP|2RCR|36DUR|4AART|58VULN|7TLV|aDMG
747	23542 42312	   	163.76	DCR|4VULN|1AART|1DUR	1AART|2CGEN|3567VULN|4DUR|8RCR|9BELT|aRCVC
748	51616 33131	   	163.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCR|3DUR|49VULN|5CGEN|6DMG|7AART|8RPLT|aASPD
749	51331 51314	   	163.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	15BEXP|2RCR|3LWND|4DUR|6ASPD|7AART|89VULN|aDMG
750	51332 51314	   	163.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|35LWND|4DUR|6ASPD|7AART|89VULN|aDMG
751	22533 26353	   	163.72	DCR|3VULN|1AART|2ASPD|1CDMG	1AART|29ERES|379VULN|4CDMG|5NUKE|6BEXP|89ASPD|9BPWR|aRCR
752	21562 22421	   	163.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2TLV|3aERES|46DMG|5DUR|7VULN|8CDMG|9RCR
753	22542 23421	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2aERES|35VULN|4DUR|6DMG|7TLV|8CDMG|9RCR
754	22622 32253	   	163.70	DCR|3VULN|2AART|2DUR	16AART|29ERES|3RCVC|479VULN|59DUR|8RPLT|9BPWR|aRCR
755	42312 61423	   	163.68	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2AART|3aVULN|4BEXP|5DUST|6RCVC|7RCR|8DMG|9CDMG
756	51112 52313	   	163.68	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7aDUR|8ERES
757	13332 16431	   	163.62	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|29DMG|3LIT|4DUST|56AART|7VULN|8CDMG|aRCR
758	13332 16461	   	163.62	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|2DMG|3LIT|4DUST|56AART|79VULN|8CDMG|aRCR
759	51614 33131	   	163.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|3DUR|49VULN|5ERES|6DMG|7AART|8RPLT|aASPD
760	51631 13216	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCR|3DUR|4aAART|58VULN|6CDMG|79LIT
761	51231 16352	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCR|3FEWX|47AART|59VULN|6CDMG|8DUR|aLHND
762	51231 16353	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	1aBEXP|2RCR|3FEWX|47AART|59VULN|6CDMG|8DUR
763	16623 21163	   	163.62	DCR|2VULN|2DMG|1AART	1CGEN|2AART|3RCVC|45VULN|6aDMG|78ERES|9RCR
764	25143 32532	 * 	163.58	DCR|3AART|2VULN|2CDMG|1DUR	146AART|29CDMG|3RPLT|58VULN|7DUR|aRCR
765	26324 21325	   	163.58	DCR|3AART|2VULN|1DMG|1ASPD	145AART|2LHND|3ERES|6DMG|78VULN|9ASPD|aRCR
766	16361 31141	   	163.58	DCR|2VULN|1AART|1DMG|2ASPD	18CGEN|2AART|3RMIN|4DMG|59ASPD|6RCR|7aVULN
767	16361 31225	   	163.58	DCR|2DMG|1AART|1VULN|2ASPD	1CGEN|2AART|3RMIN|4aDMG|59ASPD|6RCR|7VULN|8BELT
768	16361 31332	   	163.58	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2AART|3RMIN|4DMG|58ASPD|6RCR|79VULN|aLHND
769	16361 31334	   	163.58	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2AART|3RMIN|4DMG|58ASPD|6RCR|79VULN|aFEWX
770	16361 31361	   	163.58	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2AART|39RMIN|4DMG|58ASPD|6RCR|7aVULN
771	42231 53352	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BASICY|4aLWND|5VULN|6RCR|79DMG|8CDMG
772	42231 53353	   	163.58	DCR|2DMG|1AART|1VULN|1CDMG	1RPLT|2AART|3BASICY|4LWND|5VULN|6RCR|79DMG|8CDMG|aCGEN
773	13131 13134	   	163.56	DCR|3DMG|2VULN|1ZMB|1ASPD|1SELL	18CGEN|289DMG|3ASPD|4ZMB|58VULN|6BELT|7SELL|8BPWR|aRCR
774	23512 62323	   	163.54	DCR|2VULN|1AART|1DMG|2DUR	1AART|2CGEN|37VULN|46RCVC|59DUR|8RCR|aDMG
775	51231 15612	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCR|3FEWX|4aAART|58VULN|6CDMG|7DUR|9DUST
776	51231 16313	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCR|3FEWX|47AART|5aVULN|6CDMG|8DUR|9DUST
777	51231 16323	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCR|3FEWX|47AART|5aVULN|6CDMG|8DUR|9ERES
778	26235 32613	   	163.51	DCR|2VULN|2DMG|1AART	1AART|24LHND|34FEWX|4BPWR|5aDMG|6BEXP|79VULN|8RCR
779	21331 32456	 * 	163.50	DCR|2DMG|1AART|3CDMG|1ASPD	1AART|2aTLV|3RMIN|4aDMG|5ASPD|6RCR|7LIT|89aCDMG|aBPWR
780	16361 31333	   	163.48	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2AART|3RMIN|4DMG|58ASPD|6RCR|79VULN|aERES
781	16361 31353	   	163.48	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|2AART|3RMIN|4DMG|58ASPD|6RCR|7aVULN|9DUST
782	22512 32253	   	163.40	DCR|3VULN|2AART|2DUR	16AART|29ERES|379VULN|4RCVC|59DUR|8RPLT|9BPWR|aRCR
783	16513 21163	   	163.32	DCR|2VULN|2DMG|1AART	1CGEN|2AART|35VULN|4RCVC|6aDMG|78ERES|9RCR
784	25262 13623	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1AART|25CDMG|3DUST|4LWND|6RMIN|78VULN|9RCR|aDMG
785	25632 13623	   	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1AART|25CDMG|3LWND|4DUST|6RMIN|78VULN|9RCR|aDMG
786	41622 52211	   	163.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|26DMG|3LIT|4CDMG|5AART|7VULN|8ZMB|9FEWX|aRCR
787	41622 51121	   	163.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|26DMG|3LIT|4CDMG|5AART|7LWND|8VULN|9ZMB|aRCR
788	26435 22313	   	163.28	ACR|2DMG|1AART|1VULN|2DUR	1AART|24LHND|3RCR|4BPWR|56DMG|7VULN|8BEXP|9aDUR
789	26435 33313	   	163.28	ACR|2VULN|1AART|1DMG|2DUR	1AART|24LHND|3RCR|4BPWR|5DMG|6BEXP|78VULN|9aDUR
790	22524 21622	   	163.24	DCR|3VULN|3AART|1ZMB	145AART|2ERES|368VULN|7CGEN|9ZMB|aRCR
791	22524 31622	   	163.24	DCR|3VULN|3AART|1ZMB	145AART|2ERES|378VULN|6CGEN|9ZMB|aRCR
792	23524 11622	   	163.24	DCR|3VULN|3AART|1ZMB	145AART|2CGEN|378VULN|6TLV|9ZMB|aRCR
793	23524 21622	   	163.24	DCR|3VULN|3AART|1ZMB	145AART|2CGEN|368VULN|7ERES|9ZMB|aRCR
794	16622 62323	   	163.24	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|2AART|36RCVC|47VULN|59DUR|8RCR|aDMG
795	21563 31613	   	163.21	DCR|2VULN|2DMG|1AART	1AART|2TLV|3ERES|4aDMG|59VULN|6BEXP|7FEWX|8RCR
796	23622 32311	   	163.21	DCR|3VULN|2AART|1DUR	16AART|2CGEN|3RCVC|47aVULN|5DUR|8RCR|9BELT
797	23622 32331	   	163.21	DCR|3VULN|2AART|1DUR	16AART|2CGEN|3RCVC|47aVULN|5DUR|8RCR|9MLV
798	23622 45311	   	163.21	DCR|3VULN|2AART|1DUR	17AART|2CGEN|3RCVC|46aVULN|5DUR|8RCR|9BELT
799	23622 45331	   	163.21	DCR|3VULN|2AART|1DUR	17AART|2CGEN|3RCVC|46aVULN|5DUR|8RCR|9MLV
800	25332 13623	   	163.19	DCR|2VULN|1AART|1DMG|2CDMG	1AART|25CDMG|3LEGI|4DUST|6RMIN|78VULN|9RCR|aDMG
801	41622 52231	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RPLT|26DMG|3LIT|4CDMG|5AART|7VULN|8ZMB|9LEGI|aRCR
802	51631 11323	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5aVULN|6CDMG|7ZMB|8RPLT|9CGEN
803	51631 11336	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5aVULN|6CDMG|7ZMB|8RPLT|9FEWX
804	51231 11252	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|59VULN|6CDMG|7ZMB|8ASPD|aLHND
805	51231 11253	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3aFEWX|4AART|59VULN|6CDMG|7ZMB|8ASPD
806	51231 11254	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1aBEXP|2RCR|3FEWX|4AART|59VULN|6CDMG|7ZMB|8ASPD
807	51231 11256	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|59VULN|6CDMG|7ZMB|8ASPD|aBELT
808	15612 33325	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4AART|5VULN|6VENICY|7DMG|8CDMG|9LIT|aZMB
809	15612 33351	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19CGEN|2DUR|3RCR|4AART|5VULN|6VENICY|7DMG|8CDMG|aZMB
810	15612 33363	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3RCR|4AART|5VULN|6VENICY|7DMG|8CDMG|9BEXP|aZMB
811	22524 11622	   	163.14	DCR|3VULN|3AART|1ZMB	145AART|2ERES|378VULN|6TLV|9ZMB|aRCR
812	51336 36313	   	163.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCR|3LWND|4DUR|5CGEN|6DMG|7ASPD|8AART|9aVULN
813	23622 32365	   	163.11	DCR|3VULN|2AART|1DUR	16AART|2CGEN|3RCVC|47aVULN|5DUR|8RCR|9ERES
814	51113 63326	 * 	163.09	ACR|2AART|2VULN|2CDMG	1aBEXP|2RCR|3TLV|48AART|5aCDMG|6RPLT|7aVULN|9RMIN|aBPWR
815	51231 21132	   	163.09	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|4aAART|59VULN|6DMG|7CGEN|8RPLT
816	51235 22242	   	163.09	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|45AART|6LIT|78VULN|9DMG|aCGEN
817	42151 11122	   	163.08	DCR|3VULN|1AART|1DMG	1RPLT|2AART|3LWND|4CANHEL|59aVULN|6LSRREG|7RCR|8DMG
818	42231 11122	   	163.08	DCR|3VULN|1AART|1DMG	1RPLT|2AART|3BASICY|4LWND|59aVULN|6LSRREG|7RCR|8DMG
819	51231 11213	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3FEWX|4AART|5aVULN|6CDMG|7ZMB|8ASPD|9DUST
820	51633 15131	   	163.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	16BEXP|2RCR|3DUR|4AART|5VENICY|7CDMG|89VULN|aZMB
821	23522 23423	   	163.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14AART|2CGEN|3VULN|5aDUR|6DMG|7TLV|8CDMG|9RCR
822	15612 33125	   	163.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1CGEN|2DUR|3RCR|4AART|5aVULN|6VENICY|7DMG|8LHND|9ASPD
823	15612 51131	   	163.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2DUR|3RCR|4AART|59VULN|6DMG|7LEGI|8RPLT|aASPD
824	51334 36313	   	163.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2RCR|3LWND|4DUR|5ERES|6DMG|7ASPD|8AART|9aVULN
825	51112 53215	   	162.99	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3TLV|4aAART|59VULN|6DMG|7LHND|8CGEN
826	51115 22142	   	162.99	ACR|2AART|2DMG|1VULN	15BEXP|2RCR|3TLV|4aAART|69DMG|7LIT|8VULN
827	51231 22132	   	162.99	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|4aAART|59VULN|6DMG|7ERES|8RPLT
828	51231 23126	   	162.99	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|49AART|5aVULN|6DMG|7LHND|8DUST
829	51231 35126	   	162.99	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|49AART|5aVULN|6LHND|7DMG|8DUST
830	51233 25623	   	162.99	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3FEWX|49AART|5LWND|6DMG|7DUST|8aVULN
831	16512 62323	   	162.94	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|2AART|37VULN|46RCVC|59DUR|8RCR|aDMG
832	25232 23715	   	162.92	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|258CDMG|3DUST|4MBVNT|68ASPD|78VULN|8BPWR|9RCR|aLWND
833	25232 23716	   	162.92	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|258CDMG|3DUST|4MBVNT|68ASPD|78VULN|8BPWR|9RCR|aMGNLIT
834	23512 32311	   	162.91	DCR|3VULN|2AART|1DUR	16AART|2CGEN|37aVULN|4RCVC|5DUR|8RCR|9BELT
835	23512 32331	   	162.91	DCR|3VULN|2AART|1DUR	16AART|2CGEN|37aVULN|4RCVC|5DUR|8RCR|9MLV
836	23512 45311	   	162.91	DCR|3VULN|2AART|1DUR	17AART|2CGEN|36aVULN|4RCVC|5DUR|8RCR|9BELT
837	23512 45331	   	162.91	DCR|3VULN|2AART|1DUR	17AART|2CGEN|36aVULN|4RCVC|5DUR|8RCR|9MLV
838	51112 51215	   	162.89	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3TLV|4aAART|59VULN|6DMG|7LEGI|8CGEN
839	51112 53315	   	162.89	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3TLV|4aAART|59VULN|6DMG|7LHND|8ERES
840	22542 42213	   	162.85	DCR|4VULN|1AART|2DUR	1AART|2ERES|3567VULN|49DUR|8RPLT|aRCR
841	26453 22122	   	162.85	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1aAART|25LHND|3RCR|4ASPD|6DMG|7LIT|8VULN|9ZMB
842	26443 21122	 * 	162.83	ACR|3AART|1DMG|1VULN|1CDMG	158AART|2LHND|3RCR|4CDMG|6BEXP|7LWND|9DMG|aVULN
843	26463 21122	   	162.83	ACR|3AART|1DMG|1VULN|1CDMG	148AART|2LHND|3RCR|5CDMG|6BEXP|7LWND|9DMG|aVULN
844	25232 23711	   	162.82	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|258CDMG|3aDUST|4MBVNT|68ASPD|78VULN|8BPWR|9RCR
845	25232 23712	   	162.82	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|258CDMG|3DUST|4MBVNT|68ASPD|78VULN|8BPWR|9RCR|aERES
846	25236 43711	   	162.82	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|268CDMG|3aDUST|4MBVNT|58ASPD|78VULN|8BPWR|9RCR
847	25236 43712	   	162.82	DCR|2VULN|1AART|3CDMG|2ASPD	1AART|268CDMG|3DUST|4MBVNT|58ASPD|78VULN|8BPWR|9RCR|aERES
848	23512 32365	   	162.81	DCR|3VULN|2AART|1DUR	16AART|2CGEN|37aVULN|4RCVC|5DUR|8RCR|9ERES
849	22522 62253	   	162.80	DCR|3VULN|2AART|2DUR	14AART|29ERES|379VULN|59DUR|6RCVC|8RPLT|9BPWR|aRCR
850	51112 51315	   	162.79	ACR|2AART|2VULN|1DMG	1BEXP|2RCR|3TLV|4aAART|59VULN|6DMG|7LEGI|8ERES
851	25623 26123	   	162.78	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1AART|25CDMG|3LWND|4RCVC|6ASPD|7DUR|8VULN|9RCR|aDMG
852	25623 62123	   	162.78	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1AART|25CDMG|3LWND|4RCVC|6DUR|7ASPD|8VULN|9RCR|aDMG
853	26443 11122	   	162.73	ACR|3AART|1DMG|1VULN|1CDMG	158AART|2LHND|3RCR|4CDMG|6DUST|7LWND|9DMG|aVULN
854	26463 11122	   	162.73	ACR|3AART|1DMG|1VULN|1CDMG	148AART|2LHND|3RCR|5CDMG|6DUST|7LWND|9DMG|aVULN
