0	Index      	 *	Score 	Summary	Detail	
1	22365 21325	 * 	190.52	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aDMG|26CDMG|3aVULN|4ASPD|5AART|7RCR|8LIT|9aLHND|aBPWR
635	26314 33275	   	161.61	DCR|3DMG|2VULN|1CDMG	156DMG|2FEWX|3MBVNT|4aVULN|7RPLT|8CDMG|9RCR
636	64111 31215	   	161.61	DCR|3DMG|2VULN|2ASPD	1aVULN|2BEXP|36aDMG|4TLV|5RMIN|7DUST|8aASPD|9RCR|aBPWR
637	52223 43423	   	161.61	DCR|2VULN|2DMG|1AART	149LIT|2aBASICY|3aDMG|5aVULN|6BELT|7RCR|8AART|aBPWR
638	22311 53537	   	161.61	DCR|2VULN|2DMG|2CDMG|1ASPD	1aDMG|24CDMG|3aVULN|5MBVNT|6LIT|7ASPD|8RCR|9aDUST|aBPWR
639	11355 51241	   	161.51	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	18ASPD|2BEXP|3MBVNT|48CDMG|5AART|68DMG|7DMSP|8BPWR|9RCR|aDUR
640	21355 51241	   	161.51	DCR|2DMG|1AART|2CDMG|2ASPD|1DUR	18DMG|2BEXP|3MBVNT|48CDMG|5AART|68ASPD|7DMSP|8BPWR|9RCR|aDUR
641	55252 32232	   	161.51	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1LIT|2CGEN|3ASPD|4ERES|5FLTHEA|6aDMG|7VULN|8RCR|9AART
642	62156 12324	   	161.50	DCR|2VULN|2DMG|2ZMB|1DUR	1aVULN|2DUR|3aDMG|4LWND|57BEXP|6RCR|8MBVNT|9aZMB|aBPWR
643	24344 83417	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3MBVNT|4FEWX|6ZMB|79VULN|8CDMG|aRCR
644	26314 22417	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2FEWX|3MBVNT|49VULN|6DUR|7ZMB|8CDMG|aRCR
645	24314 84247	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18DMG|2DUR|3MBVNT|46VULN|5ZMB|7LWND|9CDMG|aRCR
646	55363 31231	   	161.42	ACR|3VULN|2AART|1ASPD	1LIT|26CGEN|35AART|4RCR|78aVULN|9ASPD
647	32246 11263	   	161.42	DCR|3VULN|3DMG	1RPLT|2LIT|368DMG|456VULN|6BPWR|7FEWX|9BELT|aRCR
648	12311 18426	 * 	161.28	DCR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	1ASPD|24CDMG|38VULN|5MBVNT|6DMG|7RCR|9aZMB
649	13216 12634	   	161.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1ASPD|2LIT|34DMG|5RCR|6CGEN|7aDUR|8AART|9VULN
650	23216 12634	   	161.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	14DMG|2LIT|3ASPD|5RCR|6CGEN|7aDUR|8AART|9VULN
651	12166 11215	   	161.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2CDMG|3DUR|4DMG|5RPLT|6MBVNT|78AART|9RCR|aVULN
652	22166 11215	   	161.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3DUR|4ASPD|5RPLT|6MBVNT|78AART|9RCR|aVULN
653	12365 21215	   	161.08	DCR|1AART|3CDMG|1VULN|1DMG|1ASPD	1ASPD|26aCDMG|3VULN|4DMG|5AART|7RCR|8LWND|9ERES
654	22365 21215	   	161.08	DCR|1AART|3CDMG|1VULN|1DMG|1ASPD	1DMG|26aCDMG|3VULN|4ASPD|5AART|7RCR|8LWND|9ERES
655	61335 23135	   	161.08	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1VULN|2RMIN|36aCDMG|4NUKE|5AART|7RCR|8DUR|9DMG
656	42615 21321	   	161.08	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1FEWX|2DUR|346CDMG|5AART|7RCR|8ERES|9DMG|aVULN
657	62615 21323	   	161.08	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1VULN|2DUR|346CDMG|5AART|7RCR|8ERES|9DMG|aBEXP
658	14314 11545	 * 	161.04	DCR|1AART|1VULN|2CDMG|3DUR|2ASPD|1ZMB	18ASPD|289DUR|3MBVNT|4VULN|5ZMB|6AART|78CDMG|8BPWR|aRCR
659	51361 15232	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ZMB|3AART|4RMIN|5VULN|6RPLT|7RCR|8ASPD|9DMG|aCDMG
660	63533 21611	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1aVULN|25LHND|3AART|4RCR|6LWND|7CDMG|8CANSTR|9DMG
661	63533 31611	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1aVULN|25LHND|3AART|4RCR|6BEXP|7CDMG|8CANSTR|9DMG
662	62615 21322	   	160.98	DCR|1AART|3CDMG|1VULN|1DMG|1DUR	1VULN|2DUR|346CDMG|5AART|7RCR|8aERES|9DMG
663	63531 23114	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	17aVULN|29LHND|3AART|4RCR|5DUR|6ZMB|8LWND
664	63531 23124	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	17aVULN|2LHND|3AART|4RCR|5DUR|6ZMB|8LWND|9RMIN
665	63531 23132	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	17aVULN|2LHND|3AART|4RCR|5DUR|6ZMB|8LWND|9CGEN
666	63531 23611	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9RPLT|aLIT
667	63531 23612	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2aLHND|3AART|4RCR|5DUR|6ZMB|9RPLT
668	63531 23631	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9CGEN|aBEXP
669	63531 23632	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9CGEN|aBELT
670	63531 23633	   	160.98	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9CGEN|aLWND
671	55252 32213	   	160.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1LIT|2CGEN|3ASPD|4ERES|5FLTHEA|6DMG|79VULN|8RCR|aAART
672	23436 35332	   	160.91	DCR|2VULN|2DMG|1AART	16DMG|2LIT|3aVULN|46BEXP|5LEGI|6BPWR|7RCR|8ERES|9AART
673	23462 35332	   	160.91	DCR|2VULN|2DMG|1AART	16DMG|2LIT|3aVULN|4LEGI|56FEWX|6BPWR|7RCR|8ERES|9AART
674	63533 11611	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1aVULN|25LHND|3AART|4RCR|6DUST|7CDMG|8CANSTR|9DMG
675	23433 64313	   	160.88	DCR|3VULN|1AART|1DMG	1DMG|2LIT|379VULN|48BEXP|5DMSP|6RCR|aAART
676	63531 23621	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9ERES|aBEXP
677	63531 23622	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9ERES|aBELT
678	63531 23623	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	178VULN|2LHND|3AART|4RCR|5DUR|6ZMB|9ERES|aLWND
679	24133 25633	   	160.86	DCR|2DMG|1AART|1VULN|2DUR	1aDMG|27DUR|3LHND|4AART|5DUST|6RCR|8VULN|9TLV
680	24233 25633	   	160.86	DCR|2DMG|1AART|1VULN|2DUR	1aDMG|27DUR|3LWND|4AART|5DUST|6RCR|8VULN|9TLV
681	63533 23135	   	160.85	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	17VULN|25LHND|3AART|4RCR|6LWND|8SELL|9DMG|aCDMG
682	21314 23586	   	160.82	DCR|2VULN|2DMG|2ZMB|2ASPD	1aDMG|2BEXP|3MBVNT|4aVULN|58ZMB|6ERES|7aASPD|9RCR|aBPWR
683	21314 61286	   	160.82	DCR|2VULN|2DMG|2ZMB|2ASPD	1aDMG|2BEXP|3MBVNT|4aVULN|56ZMB|7ERES|8aASPD|9RCR|aBPWR
684	24131 33611	   	160.77	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1DMG|2DUR|3LHND|49AART|5CDMG|6LSRREG|7RCR|8BEXP|aVULN
685	24231 33611	   	160.77	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1DMG|2DUR|3LWND|49AART|5CDMG|6LSRREG|7RCR|8BEXP|aVULN
686	25331 34163	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	16DMG|2ZMB|3CGEN|4VULN|5BEXP|7RCR|8DMSP|9DUR|aAART
687	25331 34213	   	160.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	16DMG|2ZMB|3CGEN|4VULN|5BEXP|7RCR|8ASPD|9RMIN|aAART
688	63532 63313	 * 	160.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1VULN|2LHND|3AART|4RCR|5SELL|6AIRHEA|79DMG|8CGEN|aCDMG
689	14318 81122	   	160.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2aDUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8LHND|9DMG
690	14318 81322	   	160.71	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2aDUR|3MBVNT|4VULN|5AART|6RCR|7ZMB|8FEWX|9DMG
691	23361 15142	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	19DMG|2LIT|3AART|4RMIN|5VULN|6RPLT|7RCR|8BEXP|aCDMG
692	23361 15335	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|2LIT|3AART|4RMIN|5aVULN|6RPLT|7RCR|8LHND|9CDMG
693	23361 15342	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	19DMG|2LIT|3AART|4RMIN|5VULN|6RPLT|7RCR|8LHND|aCDMG
694	16314 64143	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|28FEWX|3MBVNT|49VULN|5DMG|6ZMB|7RCR|aAART
695	16314 64243	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2FEWX|3MBVNT|49VULN|5DMG|6ZMB|7RCR|8DMSP|aAART
696	16314 64643	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2FEWX|3MBVNT|49VULN|5DMG|6ZMB|7RCR|8RCVC|aAART
697	25261 34213	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	16DMG|2ZMB|3TLV|4VULN|5BEXP|7RCR|8ASPD|9RMIN|aAART
698	25335 34213	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	16DMG|2ZMB|3CGEN|4VULN|5DUST|7RCR|8ASPD|9RMIN|aAART
699	25331 34533	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	16DMG|2ZMB|3CGEN|4VULN|5BEXP|7RCR|8NUKE|9ASPD|aAART
700	14231 41362	   	160.61	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2DUR|3LWND|47AART|5CDMG|6DMG|8CGEN|9VULN|aRCR
701	24231 41362	   	160.61	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DMG|2DUR|3LWND|47AART|5CDMG|6ASPD|8CGEN|9VULN|aRCR
702	21351 61125	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	19DMG|2BEXP|3MBVNT|4CDMG|5RPLT|6RCR|7AART|8LHND|aVULN
703	21351 61325	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	19DMG|2BEXP|3MBVNT|4CDMG|5RPLT|6RCR|7AART|8FEWX|aVULN
704	51332 13536	 * 	160.56	DCR|2AART|2DMG|1CDMG|1ZMB	1LIT|2ZMB|37AART|4aDMG|5DUST|6RPLT|8RCR|9CDMG
705	35326 52311	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RPLT|2DMG|34VULN|5ASPD|6RCR|7DUR|8CDMG|9BEXP|aZMB
706	63533 31432	 * 	160.52	ACR|2VULN|1AART|3CDMG|1DUR	18VULN|25LHND|3AART|4RCR|68BEXP|789CDMG|8BPWR|aDUR
