0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
655	31532 31232	   	151.56	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUST|2DUR|3VULN|4ASPD|5TLV|6LWND|7RCR|8aAART|9DMG
656	31533 11232	   	151.56	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUST|2DUR|3VULN|4ASPD|5LHND|6TLV|7RCR|8aAART|9DMG
657	33136 31232	   	151.56	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUST|2ASPD|3TLV|4DUR|5VULN|6LWND|7RCR|8aAART|9DMG
658	11513 16421	   	151.49	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7CGEN|8AART|9DMG|aLHND
659	21123 23416	   	151.46	DCR|2DMG|1AART|2CDMG|1DUR	1FEWX|2DUR|3AART|46CDMG|5BELT|7aDMG|8RCR|9LIT
660	31152 26134	   	151.46	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|45VULN|6BEXP|7BELT|8RCR|9FEWX|aDMG
661	31152 35134	   	151.46	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|45VULN|6LWND|7BELT|8RCR|9FEWX|aDMG
662	53432 34221	   	151.46	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1ERES|26ZMB|3RCVC|4RCR|56CGEN|6BPWR|7DMG|8ASPD|9AART|aVULN
663	61155 23231	 * 	151.44	ACR|3VULN|1CDMG|1FLTHEA|1ZMB	1CGEN|2CDMG|3FEWX|4ZMB|5RCR|6NUKE|7FLTHEA|89aVULN
664	11513 11421	   	151.39	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7TLV|8AART|9DMG|aLHND
665	11513 13421	   	151.39	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7ERES|8AART|9DMG|aLHND
666	11513 16423	   	151.39	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7CGEN|8AART|9DMG|aERES
667	11513 26184	 * 	151.38	ACR|2VULN|1DMG|2CDMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ASPD|89CDMG|aDMG
668	31155 13224	   	151.37	DCR|3VULN|1AART|3DUR	1DUST|258DUR|3AART|479VULN|6CGEN|aRCR
669	31152 26114	   	151.36	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|3AART|45VULN|6BEXP|7BELT|8RCR|9LEGI|aDMG
670	31122 24178	   	151.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1DUST|2DUR|3AART|46CDMG|5VULN|7MBVNT|8CGEN|9RCR|aDMG
671	21513 31113	   	151.34	ACR|3VULN|2CDMG|1ZMB|1DUR	1aFEWX|2DUR|34aVULN|5RCR|69LHND|7ZMB|8aCDMG|aBPWR
672	26112 43126	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	12FEWX|39VULN|4BEXP|5DMG|6DUST|7ZMB|8RCR|aAART
673	36512 23136	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|29FEWX|34VULN|5DMG|6BEXP|7ZMB|8RCR|aAART
674	11513 11423	   	151.29	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7TLV|8AART|9DMG|aERES
675	11513 13423	   	151.29	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5RCR|6RCVC|7aERES|8AART|9DMG
676	53433 13323	   	151.28	ACR|2VULN|1AART|2ZMB|1DUR	1ERES|29ZMB|3RCVC|4RCR|5AART|6DUR|7aVULN|8RPLT
677	11513 31523	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	19LWND|2DUR|348VULN|5RCR|6LHND|7ZMB|aDMG
678	11513 41513	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1LWND|2DUR|348VULN|5RCR|69BEXP|7ZMB|aDMG
679	11513 41523	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1LWND|2DUR|348VULN|5RCR|6BEXP|7ZMB|9DMSP|aDMG
680	21513 41513	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|348VULN|5RCR|69BEXP|7ZMB|aDMG
681	21513 41523	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|348VULN|5RCR|6BEXP|7ZMB|9DMSP|aDMG
682	61161 32522	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD|aLHND
683	11513 28418	   	151.17	ACR|2VULN|2AART|1ZMB|1DUR	1LWND|2DUR|34VULN|5RCR|6MBVNT|7ZMB|8aAART|9ERES
684	21536 31141	   	151.16	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1FEWX|2DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8LIT|9aAART
685	36232 34335	   	151.16	DCR|2DMG|1AART|1CDMG|1FLTHEA	13DUST|23FEWX|3BPWR|4LHND|59DMG|6FLTHEA|7RCR|8AART|aCDMG
686	31513 31113	   	151.14	ACR|3VULN|2CDMG|1ZMB|1DUR	1aDUST|2DUR|34aVULN|5RCR|69LHND|7ZMB|8aCDMG|aBPWR
687	31513 41513	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|348VULN|5RCR|69BEXP|7ZMB|aDMG
688	31513 41523	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1DUST|2DUR|348VULN|5RCR|6BEXP|7ZMB|9DMSP|aDMG
689	13211 77723	   	151.12	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LWND|2ASPD|3DUST|4DUR|5MBVNT|6VULN|7RCR|8AART|9ZMB|aDMG
690	31531 47723	   	151.12	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|3VULN|4ASPD|5MBVNT|6LWND|7RCR|8AART|9ZMB|aDMG
691	31512 64213	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5DMG|6CDMG|7RCR|8FEWX|9LHND|aZMB
692	51161 32523	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD|aRPLT
693	61161 32521	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD|aERES
694	61161 32523	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD|aTLV
695	31513 22743	   	151.07	ACR|3VULN|1AART|2DUR	1aDUST|2aDUR|34aVULN|5RCR|6MBVNT|7RPLT|8RCVC|9AART|aBPWR
696	14514 31211	   	151.07	ACR|2VULN|3ZMB|1AART	138LWND|238ZMB|38BPWR|4RMIN|5RCR|6DLOT|7AART|9aVULN
697	24514 31211	   	151.07	ACR|2VULN|3ZMB|1AART	138FEWX|238ZMB|38BPWR|4RMIN|5RCR|6DLOT|7AART|9aVULN
698	31536 31141	   	151.06	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1DUST|2DUR|3VULN|4ASPD|5DMG|6LWND|7RCR|8LIT|9aAART
699	51161 32521	   	151.01	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1aERES|2CDMG|3FEWX|45DMG|6VULN|7RCR|8ZMB|9ASPD
700	21132 24264	   	150.99	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aRCVC
701	11513 12161	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1LWND|2aDUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9CDMG
702	21513 12161	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	1FEWX|2aDUR|34VULN|5RCR|6RCVC|7AART|8RMIN|9CDMG
703	41113 12162	   	150.97	ACR|2VULN|1AART|1CDMG|2DUR	12DUR|3aVULN|4BEXP|5RCR|6RCVC|7AART|8RMIN|9CDMG
704	65111 31213	   	150.96	DCR|2DMG|1AART|1VULN|1DUR	1CGEN|2aDMG|3VULN|4BEXP|5LHND|6LWND|7RCR|8AART|9DUR
705	51323 11425	 * 	150.96	DCR|2AART|1VULN|2CDMG|1DUR|1ASPD	1ERES|23CDMG|4RPLT|57AART|6DUR|8RCR|9ASPD|aVULN
706	65621 32133	   	150.96	DCR|2VULN|2DMG|1CDMG	138CGEN|23DMG|3BPWR|4CDMG|5LWND|69VULN|7RCR|aFEWX
707	65633 32133	   	150.96	DCR|2VULN|2DMG|1CDMG	138CGEN|23DMG|3BPWR|4BEXP|5CDMG|69VULN|7RCR|aFEWX
708	31132 24264	   	150.89	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2DUR|3AART|4BEXP|57VULN|6ASPD|8CDMG|9RCR|aRCVC
709	51221 62623	   	150.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2CDMG|3TLV|4VULN|5DMG|6CGEN|7RCR|8AART|9ZMB|aRPLT
710	11513 16123	   	150.89	ACR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|34VULN|5RCR|6RCVC|7CGEN|9AART|aDMG
711	41621 22234	   	150.88	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1SELL	12DUR|3BEXP|4CDMG|5DMG|6SELL|7RCR|8RPLT|9VULN|aAART
712	41133 12162	   	150.87	ACR|2VULN|1AART|1CDMG|2DUR	12DUR|3aVULN|4LEGI|5RCR|6RCVC|7AART|8RMIN|9CDMG
713	11426 21232	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|2DUR|39DMG|4ERES|5VULN|6FEWX|7RCR|8AART|aBEXP
714	11426 21235	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1LWND|2DUR|39DMG|4ERES|5VULN|6FEWX|7RCR|8AART|aRPLT
715	11426 21261	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|3DMG|4ERES|5aVULN|6FEWX|7RCR|8AART|9RPLT
716	11511 61223	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9BEXP|aDMG
717	11511 61233	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aFEWX
718	11511 61234	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aRPLT
719	11511 61235	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aLIT
720	11511 61237	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aCGEN
721	11511 61238	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aBEXP
722	21336 31232	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aBEXP
723	21336 31235	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aRPLT
724	21336 31261	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3ERES|4DMG|5aVULN|6LWND|7RCR|8AART|9RPLT
725	21426 31232	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aBEXP
726	21426 31235	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aRPLT
727	21426 31261	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|3DMG|4ERES|5aVULN|6LWND|7RCR|8AART|9RPLT
728	21456 31232	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39DMG|4TLV|5VULN|6LWND|7RCR|8AART|aBEXP
729	21511 21232	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aLHND
730	21511 21233	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aBEXP
731	21511 21235	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aLIT
732	21511 21236	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aDMSP
733	21511 21238	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aBELT
734	21514 21232	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5aLHND|6MBVNT|7RCR|8AART|9DMG
735	21514 21234	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aRMIN
736	21514 21235	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aLIT
737	21514 21236	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aDMSP
738	21514 21238	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aBELT
739	35436 31213	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2BEXP|3aDMG|4CGEN|5VULN|6LWND|7RCR|8AART|9DUR
740	46336 31232	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aBEXP
741	46511 21232	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aLHND
742	46511 21233	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aBEXP
743	55111 31213	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1ERES|2aDMG|3VULN|4BEXP|5LHND|6LWND|7RCR|8AART|9DUR
744	61161 32133	   	150.86	DCR|2VULN|2DMG|1CDMG	18CGEN|2CDMG|3aFEWX|45DMG|69VULN|7RCR
745	61161 32134	   	150.86	DCR|2VULN|2DMG|1CDMG	18aCGEN|2CDMG|3FEWX|45DMG|69VULN|7RCR
746	65621 32131	   	150.86	DCR|2VULN|2DMG|1CDMG	138CGEN|23DMG|3BPWR|4CDMG|5LWND|69VULN|7RCR|aTLV
747	65621 32322	   	150.86	DCR|2VULN|2DMG|1CDMG	13CGEN|23DMG|3BPWR|4CDMG|5LWND|6aVULN|7RCR|8DUST|9BEXP
748	65633 32131	   	150.86	DCR|2VULN|2DMG|1CDMG	138CGEN|23DMG|3BPWR|4BEXP|5CDMG|69VULN|7RCR|aTLV
749	26521 34131	   	150.86	DCR|2VULN|2DMG|1CDMG	12FEWX|3CDMG|49VULN|5aDMG|6LWND|7RCR|8LIT
750	65521 32332	   	150.84	DCR|2AART|1DMG|1VULN|1CDMG	13CGEN|2DMG|4CDMG|5LWND|6VULN|7RCR|8DUST|9aAART
751	21512 23113	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|34aVULN|5DMG|6BEXP|7ZMB|8RCR|9LHND
752	21512 23122	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7ZMB|8RCR|aCGEN
753	21512 23125	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7ZMB|8RCR|aLIT
754	21512 23126	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7ZMB|8RCR|aRPLT
755	21512 26123	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7RMIN|8RCR|aZMB
756	46512 23113	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|34aVULN|5DMG|6BEXP|7ZMB|8RCR|9LHND
757	46512 23122	   	150.82	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2FEWX|349VULN|5DMG|6BEXP|7ZMB|8RCR|aCGEN
758	11513 32474	   	150.81	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|348VULN|5RCR|6LHND|7MBVNT|9AART|aASPD
759	11513 11123	   	150.79	ACR|2VULN|1AART|1DMG|1DUR	18LWND|2DUR|34VULN|5RCR|6RCVC|7TLV|9AART|aDMG
760	31414 32234	   	150.78	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1SELL	1DUST|24DUR|3DMG|5SELL|6CDMG|7RCR|8RPLT|9VULN|aAART
761	31336 31223	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3ERES|4aDMG|5VULN|6LWND|7RCR|8AART|9BEXP
762	31336 31232	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aFEWX
763	31336 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aBEXP
764	31336 31235	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aRPLT
765	31426 31223	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3aDMG|4ERES|5VULN|6LWND|7RCR|8AART|9BEXP
766	31426 31232	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aFEWX
767	31426 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aBEXP
768	31426 31235	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aRPLT
769	31456 31223	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|3aDMG|4TLV|5VULN|6LWND|7RCR|8AART|9BEXP
770	31456 31232	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|39DMG|4TLV|5VULN|6LWND|7RCR|8AART|aFEWX
771	31456 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DUR|39DMG|4TLV|5VULN|6LWND|7RCR|8AART|aBEXP
772	54236 31223	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1ERES|2DUR|3DUST|4aDMG|5VULN|6LWND|7RCR|8AART|9BEXP
773	54236 31232	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1ERES|2DUR|3DUST|49DMG|5VULN|6LWND|7RCR|8AART|aFEWX
774	54236 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1ERES|2DUR|3DUST|49DMG|5VULN|6LWND|7RCR|8AART|aBEXP
775	31511 21223	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9BEXP|aDMG
776	31511 21232	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aLHND
777	31511 21233	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aFEWX
778	31511 21235	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aLIT
779	31511 21236	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aDMSP
780	31511 21238	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aBELT
781	31514 21223	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9BEXP|aDMG
782	31514 21232	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5aLHND|6MBVNT|7RCR|8AART|9DMG
783	31514 21234	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aRMIN
784	31514 21235	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aLIT
785	31514 21236	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aDMSP
786	31514 21238	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aBELT
787	11426 21233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1LWND|2DUR|39DMG|4ERES|5VULN|6FEWX|7RCR|8AART|aDUST
788	11511 61231	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aTLV
789	11511 61232	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aLEGI
790	11511 61273	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DUST|aDMG
791	21336 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aDUST
792	21426 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39DMG|4ERES|5VULN|6LWND|7RCR|8AART|aDUST
793	21456 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DUR|39DMG|4TLV|5VULN|6LWND|7RCR|8AART|aDUST
794	21511 21231	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aTLV
795	21511 21234	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aVENICY
796	21514 21231	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aTLV
797	21514 21237	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5LHND|6MBVNT|7RCR|8AART|9DMG|aVENICY
798	31521 64332	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|36VULN|4MGNLIT|5RMIN|7RCR|8AART|9DMG|aLEGI
799	31521 64333	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2DUR|36VULN|4MGNLIT|5RMIN|7RCR|8AART|9DMG|aERES
800	35511 21213	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5LWND|6MBVNT|7RCR|8AART|9DUR|aDMG
801	35514 21213	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUST|2BEXP|34VULN|5LHND|6MBVNT|7RCR|8AART|9DUR|aDMG
802	35536 31232	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2BEXP|3aVULN|4ASPD|5DMG|6LWND|7RCR|8AART|9LSRHEA
803	36536 31232	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2FEWX|3aVULN|4ASPD|5DMG|6LWND|7RCR|8AART|9LSRHEA
804	46336 31233	   	150.76	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3ERES|49DMG|5VULN|6LWND|7RCR|8AART|aDUST
805	46511 21231	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aTLV
806	46511 21234	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|34VULN|5LWND|6MBVNT|7RCR|8AART|9DMG|aVENICY
807	51161 32241	   	150.76	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9BELT|aLHND
808	51161 32242	   	150.76	DCR|2VULN|2DMG|1CDMG	1ERES|2CDMG|3FEWX|45DMG|68VULN|7RCR|9BELT|aLIT
809	61161 32131	   	150.76	DCR|2VULN|2DMG|1CDMG	18CGEN|2CDMG|3FEWX|45DMG|69VULN|7RCR|aTLV
810	61161 32135	   	150.76	DCR|2VULN|2DMG|1CDMG	18CGEN|2CDMG|3FEWX|45DMG|69VULN|7RCR|aERES
811	61161 32136	   	150.76	DCR|2VULN|2DMG|1CDMG	18CGEN|2CDMG|3FEWX|45DMG|69VULN|7RCR|aNUKE
812	61161 32322	   	150.76	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3FEWX|45DMG|6aVULN|7RCR|8DUST|9BEXP
813	61221 12131	   	150.76	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5aDMG|6BEXP|7RCR|8LIT
814	61221 32121	   	150.76	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3TLV|49VULN|5aDMG|6LWND|7RCR|8LIT
815	21512 25123	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6BEXP|7TLV|8RCR|aZMB
816	21512 43113	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|34aVULN|5DMG|6DUST|7ZMB|8RCR|9LHND
817	21512 43122	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7ZMB|8RCR|aCGEN
818	21512 43124	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7ZMB|8RCR|aBEXP
819	21512 43125	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7ZMB|8RCR|aLIT
820	21512 43126	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|349VULN|5DMG|6DUST|7ZMB|8RCR|aRPLT
