0	Index      	 *	Score 	Summary	Detail	
1	31832 54274	 * 	189.87	DCR|3DMG|1AART|1VULN|2ZMB|2DUR	149DMG|2MBVNT|3RPLT|59DUR|6RCR|7AART|89ZMB|9BPWR|aVULN
652	31175 28444	   	160.13	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3aLWND|48DUST|5RCR|6FEWX|7AART|9aVULN|aBPWR
653	31288 18244	   	160.13	ACR|2VULN|2DMG|1AART	1aDMG|2MBVNT|3DMSP|4aDUST|5RCR|6LWND|7AART|8BEXP|9aVULN|aBPWR
654	36124 12141	   	160.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	18DMG|2VULN|3LWND|4AART|5DUR|6DUST|7RCR|9TLV|aASPD
655	36124 12341	   	160.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1DMG|28VULN|3LWND|4AART|5DUR|6DUST|7RCR|9TLV|aASPD
656	31832 53211	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	14DMG|2MBVNT|3RPLT|5DUR|6RCR|7RCVC|8CDMG|9aVULN
657	36331 13312	   	160.10	DCR|2VULN|2DMG|1FLTHEA|1DUR	18DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7RMIN|aFLTHEA
658	36331 14313	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	18DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7CGEN|aCDMG
659	36331 16313	   	160.10	DCR|2VULN|2DMG|1CDMG|1DUR	18DMG|29VULN|3BEXP|4DUR|5TLV|6RCR|7MLV|aCDMG
660	15331 51611	 * 	160.09	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|23aLIT|4RCR|5AART|6aDMG|7VULN|8CDMG|9aFEWX|aBPWR
661	15331 51621	   	160.09	ACR|2DMG|1AART|1VULN|1CDMG	1RCVC|23aLIT|4RCR|5AART|6aDMG|7VULN|8CDMG|9aLWND|aBPWR
662	42231 22322	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	15FEWX|2RPLT|34DMG|6RCR|7RMIN|8AART|9VULN|aCDMG
663	31261 52414	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2MBVNT|3DMSP|49aVULN|5ASPD|6DUR|7RCR|8ZMB
664	32451 42112	   	160.06	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	19aDMG|2ZMB|3NUKE|4VULN|5ASPD|6DUR|7RCR|8BEXP
665	35141 22113	   	160.06	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	135DMG|2DLOT|4ZMB|6VULN|7RCR|8FEWX|9DUR|aASPD
666	35141 22433	   	160.06	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	135DMG|2DLOT|4ZMB|6VULN|7RCR|8DUR|9FEWX|aASPD
667	35141 22513	   	160.06	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	135DMG|2DLOT|4ZMB|6VULN|7RCR|8LWND|9DUR|aASPD
668	65141 22113	   	160.06	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	1ZMB|2DLOT|345DMG|6VULN|7RCR|8FEWX|9DUR|aASPD
669	36151 21351	   	160.00	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3LWND|4CGEN|58LHND|6RPLT|7RCR|8BPWR|9ASPD
670	36153 21351	   	160.00	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3LWND|4CGEN|58FEWX|6RPLT|7RCR|8BPWR|9ASPD
671	36315 21351	   	160.00	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3BEXP|4LHND|58CGEN|6RPLT|7RCR|8BPWR|9ASPD
672	36351 21351	   	160.00	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3BEXP|4CGEN|58LHND|6RPLT|7RCR|8BPWR|9ASPD
673	36521 21351	   	160.00	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3CGEN|4BEXP|58LHND|6RPLT|7RCR|8BPWR|9ASPD
674	33463 16111	   	160.00	DCR|2VULN|2DMG|2ASPD|1DUR	19DMG|2LHND|3DUST|4DUR|58ASPD|6RCR|7aVULN
675	32123 65614	   	159.98	DCR|2VULN|1AART|1DMG|2ZMB	1DMG|28ZMB|39VULN|4BEXP|5MBVNT|6RCR|7CGEN|aAART
676	32123 68614	   	159.98	DCR|2VULN|1AART|1DMG|2ZMB	1DMG|28ZMB|39VULN|4BEXP|5MBVNT|6RCR|7MLV|aAART
677	33126 22146	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2LHND|3LWND|4AART|5DUST|6BEXP|7RCR|9VULN|aCDMG
678	36122 12151	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|39LWND|4AART|5LHND|6DUST|7RCR|aCDMG
679	36122 12166	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|3LWND|4AART|5LHND|6DUST|7RCR|9FEWX|aCDMG
680	36122 12236	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|29VULN|3LWND|4AART|5LHND|6DUST|7RCR|8BEXP|aCDMG
681	36122 12351	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|28VULN|39LWND|4AART|5LHND|6DUST|7RCR|aCDMG
682	36122 12366	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|28VULN|3LWND|4AART|5LHND|6DUST|7RCR|9FEWX|aCDMG
683	36122 12436	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|29VULN|3LWND|4AART|5LHND|6DUST|7RCR|8FEWX|aCDMG
684	36122 42111	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|3LWND|4AART|5LHND|6LEGI|7RCR|9RCVC|aCDMG
685	36122 42151	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|39LWND|4AART|5LHND|6LEGI|7RCR|aCDMG
686	36122 42236	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|29VULN|3LWND|4AART|5LHND|6LEGI|7RCR|8BEXP|aCDMG
687	36122 42311	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|28VULN|3LWND|4AART|5LHND|6LEGI|7RCR|9RCVC|aCDMG
688	36122 42351	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|28VULN|39LWND|4AART|5LHND|6LEGI|7RCR|aCDMG
689	36123 22151	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|39LWND|4AART|5DUST|6BEXP|7RCR|aCDMG
690	36123 22166	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|3LWND|4AART|5DUST|6BEXP|7RCR|9FEWX|aCDMG
691	36123 22436	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|29VULN|3LWND|4AART|5DUST|6BEXP|7RCR|8FEWX|aCDMG
692	36123 42151	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	18DMG|2VULN|39LWND|4AART|5DUST|6LHND|7RCR|aCDMG
693	36123 42236	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|29VULN|3LWND|4AART|5DUST|6LHND|7RCR|8BEXP|aCDMG
694	36123 42351	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1DMG|28VULN|39LWND|4AART|5DUST|6LHND|7RCR|aCDMG
695	14153 42221	   	159.96	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|239VULN|4AART|5DUR|6FEWX|7RCR|8ZMB|aBEXP
696	14153 42222	   	159.96	DCR|3VULN|1AART|1ZMB|1DUR	1RCVC|239VULN|4AART|5DUR|6FEWX|7RCR|8ZMB|aRPLT
697	31833 14121	   	159.93	DCR|3DMG|1VULN|2ASPD|1ZMB	148DMG|2MBVNT|3RPLT|58ASPD|68BEXP|7RCR|8BPWR|9VULN|aZMB
698	31833 54121	   	159.93	DCR|3DMG|1VULN|2ASPD|1ZMB	148DMG|2MBVNT|3RPLT|58ASPD|68LHND|7RCR|8BPWR|9VULN|aZMB
699	31833 84121	   	159.93	DCR|3DMG|1VULN|2ASPD|1ZMB	148DMG|2MBVNT|3RPLT|58ASPD|68FEWX|7RCR|8BPWR|9VULN|aZMB
700	32123 72223	   	159.93	DCR|3DMG|1VULN|1CDMG|1ZMB	16aDMG|2ZMB|3VULN|46BEXP|5MBVNT|6BPWR|7RCR|8CDMG|9CGEN
701	35222 62332	   	159.90	DCR|3VULN|2DMG|1DUR	18DMG|2DLOT|38LWND|4DUR|5LHND|689VULN|7RCR|8BPWR|aBEXP
702	35222 62335	   	159.90	DCR|3VULN|2DMG|1DUR	18DMG|2DLOT|38LWND|4DUR|5LHND|689VULN|7RCR|8BPWR|aFEWX
703	35222 62336	   	159.90	DCR|3VULN|2DMG|1DUR	18DMG|2DLOT|38LWND|4DUR|5LHND|689VULN|7RCR|8BPWR|aCGEN
704	36621 21351	   	159.90	DCR|3VULN|2DMG|1ASPD	18DMG|28aVULN|3TLV|4BEXP|58LHND|6RPLT|7RCR|8BPWR|9ASPD
705	32123 67614	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	1DMG|28ZMB|39VULN|4BEXP|5MBVNT|6RCR|7TLV|aAART
