0	Index      	 *	Score 	Summary	Detail	
1	56311 32531	 * 	186.49	ACR|4VULN|1AART|1CDMG|1ZMB	1DMSP|2RCR|3AART|4ERES|569aVULN|7ZMB|8CDMG
667	31413 15224	   	158.57	DCR|2AART|2VULN|2CDMG	1aVULN|2aCGEN|39AART|4LIT|5BEXP|6RPLT|7RCR|8aCDMG|aBPWR
668	22354 42436	   	158.57	DCR|3DMG|1VULN|1CDMG|1ASPD	1CGEN|2VULN|3MBVNT|4ASPD|5RCVC|69aDMG|7RCR|8CDMG
669	31354 42436	   	158.57	DCR|3DMG|1VULN|1CDMG|1ASPD	1VULN|2CGEN|3MBVNT|4ASPD|5RCVC|69aDMG|7RCR|8CDMG
670	56311 32322	   	158.54	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4aERES|569VULN|7ZMB|8DUST
671	56311 32323	   	158.54	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8DUST|aTLV
672	56311 32326	   	158.54	ACR|3VULN|1AART|1ZMB	1DMSP|2RCR|3AART|4ERES|569VULN|7ZMB|8DUST|aMBVNT
673	22461 12132	   	158.52	DCR|4VULN|1AART	1CGEN|2459VULN|3AART|6RPLT|7RCR|8RCVC|aERES
674	22461 12134	   	158.52	DCR|4VULN|1AART	1CGEN|2459VULN|3AART|6RPLT|7RCR|8RCVC|aDUST
675	31461 12132	   	158.52	DCR|4VULN|1AART	1459VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|aERES
676	31461 12134	   	158.52	DCR|4VULN|1AART	1459VULN|2CGEN|3AART|6RPLT|7RCR|8RCVC|aDUST
677	32461 12124	   	158.52	DCR|4VULN|1AART	145aVULN|2ERES|3AART|6RPLT|7RCR|8RCVC|9RMIN
678	32461 12131	   	158.52	DCR|4VULN|1AART	1459VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|aLHND
679	32461 12132	   	158.52	DCR|4VULN|1AART	1459VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|aCGEN
680	32461 12133	   	158.52	DCR|4VULN|1AART	1459VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|aFEWX
681	32461 12135	   	158.52	DCR|4VULN|1AART	1459VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|aLWND
682	22415 31214	   	158.47	DCR|2AART|2VULN|1DMG	19CGEN|2aVULN|36AART|4LIT|5DMG|7RCR|8LWND
683	22415 31225	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|2aVULN|36AART|4LIT|5DMG|7RCR|8LWND|9BEXP
684	22415 31234	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|2aVULN|36AART|49LIT|5DMG|7RCR|8LWND
685	22415 31261	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|29VULN|36AART|4LIT|5DMG|7RCR|8LWND|aBEXP
686	22415 31421	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4LIT|5DMG|7RCR|9aBEXP
687	22415 31422	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4aLIT|5DMG|7RCR|9BEXP
688	22415 31431	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4LIT|5DMG|7RCR|9BELT|aBEXP
689	22415 31432	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4LIT|5DMG|7RCR|9BELT|aRPLT
690	22415 31433	   	158.47	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4LIT|5DMG|7RCR|9BELT|aMLV
691	31415 31214	   	158.47	DCR|2AART|2VULN|1DMG	1aVULN|29CGEN|36AART|4LIT|5DMG|7RCR|8LWND
692	31415 31225	   	158.47	DCR|2AART|2VULN|1DMG	1aVULN|2CGEN|36AART|4LIT|5DMG|7RCR|8LWND|9BEXP
693	31415 31234	   	158.47	DCR|2AART|2VULN|1DMG	1aVULN|2CGEN|36AART|49LIT|5DMG|7RCR|8LWND
694	31415 31261	   	158.47	DCR|2AART|2VULN|1DMG	19VULN|2CGEN|36AART|4LIT|5DMG|7RCR|8LWND|aBEXP
695	31415 31421	   	158.47	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4LIT|5DMG|7RCR|9aBEXP
696	31415 31422	   	158.47	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4aLIT|5DMG|7RCR|9BEXP
697	31415 31431	   	158.47	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4LIT|5DMG|7RCR|9BELT|aBEXP
698	31415 31432	   	158.47	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4LIT|5DMG|7RCR|9BELT|aRPLT
699	31415 31433	   	158.47	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4LIT|5DMG|7RCR|9BELT|aMLV
700	36323 84435	   	158.47	DCR|4VULN|1CDMG|1ZMB	159aVULN|2ZMB|3MBVNT|4FEWX|6RCR|7RCVC|8CDMG
701	36343 84435	   	158.47	DCR|4VULN|1CDMG|1ZMB	159aVULN|2ZMB|3MBVNT|4LHND|6RCR|7RCVC|8CDMG
702	32354 42436	   	158.47	DCR|3DMG|1VULN|1CDMG|1ASPD	1VULN|2ERES|3MBVNT|4ASPD|5RCVC|69aDMG|7RCR|8CDMG
703	32461 12134	   	158.42	DCR|4VULN|1AART	1459VULN|2ERES|3AART|6RPLT|7RCR|8RCVC|aDUST
704	46383 22232	   	158.41	DCR|3VULN|1DMG|2DUR|1ZMB	1aDUR|2ZMB|3MBVNT|456VULN|7RCR|8LIT|9DMG
705	36354 13235	 * 	158.40	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	1VULN|2ZMB|3MBVNT|478ASPD|5MGNLIT|6RCR|9DMG|aAART
706	22461 24211	   	158.40	DCR|3VULN|2AART|1DUR	1CGEN|245VULN|3aAART|6TLV|7DUR|8RCR|9ERES
707	31461 24211	   	158.40	DCR|3VULN|2AART|1DUR	145VULN|2CGEN|3aAART|6TLV|7DUR|8RCR|9ERES
708	22415 31423	   	158.37	DCR|2AART|2VULN|1DMG	1CGEN|28VULN|36AART|4LIT|5DMG|7RCR|9BEXP|aDUST
709	31415 31423	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2CGEN|36AART|4LIT|5DMG|7RCR|9BEXP|aDUST
710	32415 31261	   	158.37	DCR|2AART|2VULN|1DMG	19VULN|2ERES|36AART|4LIT|5DMG|7RCR|8LWND|aBEXP
711	32415 31421	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4LIT|5DMG|7RCR|9aBEXP
712	32415 31422	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4aLIT|5DMG|7RCR|9BEXP
713	32415 31431	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4LIT|5DMG|7RCR|9BELT|aBEXP
714	32415 31432	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4LIT|5DMG|7RCR|9BELT|aRPLT
715	32415 31433	   	158.37	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4LIT|5DMG|7RCR|9BELT|aMLV
716	36384 32312	   	158.31	DCR|3VULN|1AART|2ZMB|1DUR	146VULN|27ZMB|3MBVNT|5AART|8CGEN|9RCR|aDUR
717	36353 13235	   	158.30	DCR|1AART|1VULN|3ASPD|1DMG|1ZMB	1VULN|2ZMB|3MBVNT|478ASPD|5LSRREG|6RCR|9DMG|aAART
718	36112 62423	   	158.30	DCR|2VULN|2DMG|3ZMB	18VULN|278ZMB|35DUST|4MLV|68DMG|8BPWR|9TLV|aRCR
719	35642 12121	   	158.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SELL|3AART|4ZMB|5AIRHEA|6CDMG|7DMG|8RCR|9DUR|aLHND
720	35642 12123	   	158.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SELL|3AART|4ZMB|5AIRHEA|6CDMG|7DMG|8RCR|9DUR|aMLV
721	22345 13614	   	158.28	DCR|3VULN|1AART|2FLTHEA	18CGEN|259VULN|3MBVNT|48FLTHEA|68TLV|7RCR|8BPWR|aAART
722	32415 31423	   	158.27	DCR|2AART|2VULN|1DMG	18VULN|2ERES|36AART|4LIT|5DMG|7RCR|9BEXP|aDUST
723	35642 12122	   	158.19	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SELL|3AART|4ZMB|5AIRHEA|6CDMG|7DMG|8RCR|9DUR|aTLV
724	22382 42357	   	158.18	DCR|3VULN|1AART|1DMG	1CGEN|249VULN|3MBVNT|5TLV|6DMG|7RCR|8CANHEL|aAART
725	31382 42357	   	158.18	DCR|3VULN|1AART|1DMG	149VULN|2CGEN|3MBVNT|5TLV|6DMG|7RCR|8CANHEL|aAART
726	62322 42357	   	158.18	DCR|3VULN|1AART|1DMG	1MLV|249VULN|3MBVNT|5TLV|6DMG|7RCR|8CANHEL|aAART
727	32425 24333	   	158.17	DCR|2AART|2VULN|1DMG	1aVULN|245ERES|39AART|6RPLT|7RCR|8DMG
728	62353 31482	   	158.12	DCR|2VULN|3ASPD|1DMG|2DUR|1ZMB	17MLV|25VULN|3MBVNT|457ASPD|57BPWR|67DUR|8DMG|9RCR|aZMB
729	32382 42357	   	158.08	DCR|3VULN|1AART|1DMG	149VULN|2ERES|3MBVNT|5TLV|6DMG|7RCR|8CANHEL|aAART
730	56351 11222	   	158.06	ACR|2VULN|1AART|1CDMG|2DUR	1DMSP|2RCR|3AART|47VULN|5LWND|69DUR|8LIT|aCDMG
731	56352 11331	   	158.06	ACR|2VULN|1AART|1CDMG|2DUR	1DMSP|2RCR|3AART|48VULN|56DUR|7MLV|9CDMG|aLHND
732	56352 11332	   	158.06	ACR|2VULN|1AART|1CDMG|2DUR	1DMSP|2RCR|3AART|48VULN|56DUR|7MLV|9CDMG|aCGEN
733	56352 11333	   	158.06	ACR|2VULN|1AART|1CDMG|2DUR	1DMSP|2RCR|3AART|48VULN|56DUR|7MLV|9CDMG|aBEXP
734	56352 31222	   	158.06	ACR|2VULN|1AART|1CDMG|2DUR	1DMSP|2RCR|3AART|47VULN|59DUR|6LHND|8LIT|aCDMG
735	62314 17842	   	158.06	DCR|2VULN|1AART|1DMG|2DUR	146MLV|29VULN|3MBVNT|5AART|7RCR|89DUR|9BPWR|aDMG
736	22356 42428	   	158.05	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
737	22386 42428	   	158.05	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
738	31356 42428	   	158.05	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
739	31386 42428	   	158.05	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
740	46235 22312	   	158.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3RPLT|4CDMG|5RMIN|6VULN|7RCR|8AART|9BEXP|aDMG
741	33426 22153	   	157.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2DUST|3CDMG|4AART|58RCVC|6ZMB|7RCR|9CGEN|aDMG
742	32356 42428	   	157.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
743	32386 42428	   	157.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6DMG|7RCR|8CDMG|9ZMB|aDUR
744	36343 82464	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	15VULN|2ZMB|3MBVNT|4LHND|6RCR|7RMIN|8AART|9ASPD|aCDMG
745	32421 12532	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|24ERES|3AART|6RPLT|7RCR|8DMG|9MLV|aZMB
746	22353 42421	   	157.83	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB|aLIT
747	22353 42423	   	157.83	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB|aDMSP
748	22353 42425	   	157.83	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB|aMLV
749	31353 42424	   	157.83	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|25CGEN|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8CDMG|9ZMB
750	22313 42438	   	157.80	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|45MLV|5BPWR|68DMG|7RCR|9ASPD|aCDMG
751	35611 22512	   	157.78	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8DMG|9BEXP|aBELT
752	35611 22513	   	157.78	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8DMG|9BEXP|aRMIN
753	61334 33484	   	157.78	DCR|2VULN|1AART|1DMG|1CDMG	157MLV|27LWND|3MBVNT|4AART|67VULN|7BPWR|8RCR|9CDMG|aDMG
754	62314 54124	   	157.77	DCR|2AART|1VULN|1DMG|1FLTHEA|1DUR	14MLV|2VULN|3MBVNT|56AART|7FLTHEA|8RCR|9DUR|aDMG
755	43422 13623	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|26DUST|3CDMG|4AART|5BEXP|7RCR|89VULN|aZMB
756	36343 87211	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	15VULN|2ZMB|3MBVNT|4LHND|6RCR|7CDMG|8AART|9DUST|aASPD
757	36343 87214	   	157.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15VULN|2ZMB|3MBVNT|4LHND|6RCR|7CDMG|8AART|9DUST|aDUR
758	22356 42422	   	157.73	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|4aASPD|6DMG|7RCR|8CDMG|9ZMB
759	22386 42422	   	157.73	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|24VULN|3MBVNT|5aASPD|6DMG|7RCR|8CDMG|9ZMB
760	31356 42422	   	157.73	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	15VULN|2CGEN|3MBVNT|4aASPD|6DMG|7RCR|8CDMG|9ZMB
761	31386 42422	   	157.73	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	14VULN|2CGEN|3MBVNT|5aASPD|6DMG|7RCR|8CDMG|9ZMB
762	22353 42427	   	157.73	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|25VULN|3MBVNT|45ASPD|5BPWR|6DMG|7RCR|8CDMG|9ZMB|aDUST
763	36323 12435	 * 	157.72	DCR|4VULN|2ZMB|1CDMG	159aVULN|26ZMB|3MBVNT|4FEWX|7RCR|8CDMG
764	36343 12435	   	157.72	DCR|4VULN|2ZMB|1CDMG	159aVULN|26ZMB|3MBVNT|4LHND|7RCR|8CDMG
765	22336 42435	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14CGEN|2aVULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG
766	22355 42435	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|2aVULN|3MBVNT|4ASPD|5DMSP|69DMG|7RCR|8CDMG
767	22356 42431	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLHND
768	22356 42434	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLIT
769	22356 42437	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aBEXP
770	22356 42454	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9MLV
771	22386 42431	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLHND
772	22386 42434	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLIT
773	22386 42437	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aBEXP
774	22386 42454	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9MLV
775	31336 42435	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1aVULN|24CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG
776	31355 42435	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1aVULN|2CGEN|3MBVNT|4ASPD|5DMSP|69DMG|7RCR|8CDMG
777	31356 42431	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLHND
778	31356 42434	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLIT
779	31356 42437	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aBEXP
780	31356 42454	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9MLV
781	31386 42431	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLHND
782	31386 42434	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLIT
783	31386 42437	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aBEXP
784	31386 42454	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9MLV
785	22316 42438	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4MLV|68DMG|7RCR|9ASPD|aCDMG
786	31316 42438	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4MLV|68DMG|7RCR|9ASPD|aCDMG
787	62323 42438	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|24VULN|3MBVNT|5CGEN|68DMG|7RCR|9ASPD|aCDMG
788	22356 12464	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6MLV|7RCR|8aDMG|9CDMG
789	22356 42364	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6aDMG|7RCR|8MLV|9CDMG
790	22386 12464	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6MLV|7RCR|8aDMG|9CDMG
791	22386 42364	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6aDMG|7RCR|8MLV|9CDMG
792	31356 12464	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6MLV|7RCR|8aDMG|9CDMG
793	31356 42364	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6aDMG|7RCR|8MLV|9CDMG
794	31386 12464	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6MLV|7RCR|8aDMG|9CDMG
795	31386 42364	   	157.70	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6aDMG|7RCR|8MLV|9CDMG
796	35611 22224	   	157.68	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8LEGI|9LWND|aDMG
797	35611 22234	   	157.68	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8LEGI|9FEWX|aDMG
798	35611 22533	   	157.68	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	14VULN|2SELL|3AART|5LHND|6ZMB|7RCR|8DMG|9MLV|aNUKE
799	32356 42422	   	157.63	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	15VULN|2ERES|3MBVNT|4aASPD|6DMG|7RCR|8CDMG|9ZMB
800	32386 42422	   	157.63	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	14VULN|2ERES|3MBVNT|5aASPD|6DMG|7RCR|8CDMG|9ZMB
801	32353 42424	   	157.63	DCR|2DMG|1VULN|2ASPD|1CDMG|1ZMB	1VULN|25ERES|3MBVNT|45ASPD|5BPWR|6aDMG|7RCR|8CDMG|9ZMB
802	22356 42164	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6aDMG|7RCR|8TLV|9CDMG
803	22356 42432	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aTLV
804	22356 42433	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aCANHEL
805	22356 42438	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLEGI
806	22356 42474	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|25VULN|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9CANHEL
807	22386 42164	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6aDMG|7RCR|8TLV|9CDMG
808	22386 42432	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aTLV
809	22386 42433	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aCANHEL
810	22386 42438	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLEGI
811	22386 42474	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1CGEN|24VULN|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9CANHEL
812	31356 42164	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6aDMG|7RCR|8TLV|9CDMG
813	31356 42432	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aTLV
814	31356 42433	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aCANHEL
815	31356 42438	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLEGI
816	31356 42474	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2CGEN|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9CANHEL
817	31386 42164	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6aDMG|7RCR|8TLV|9CDMG
818	31386 42432	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aTLV
819	31386 42433	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aCANHEL
820	31386 42438	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLEGI
821	31386 42474	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2CGEN|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9CANHEL
822	32355 42435	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1aVULN|2ERES|3MBVNT|4ASPD|5DMSP|69DMG|7RCR|8CDMG
823	32356 12464	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6MLV|7RCR|8aDMG|9CDMG
824	32356 42364	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6aDMG|7RCR|8MLV|9CDMG
825	32356 42431	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLHND
826	32356 42434	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aLIT
827	32356 42437	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|69DMG|7RCR|8CDMG|aBEXP
828	32356 42454	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	15VULN|2ERES|3MBVNT|4ASPD|6aDMG|7RCR|8CDMG|9MLV
829	32386 42431	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLHND
830	32386 42434	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aLIT
831	32386 42437	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|69DMG|7RCR|8CDMG|aBEXP
832	32386 42454	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6aDMG|7RCR|8CDMG|9MLV
833	32386 12464	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	14VULN|2ERES|3MBVNT|5ASPD|6MLV|7RCR|8aDMG|9CDMG
