0	Index      	 *	Score 	Summary	Detail	
1	25341 22321	 * 	196.74	ACR|3DMG|2VULN|3CDMG|2ZMB	148CDMG|29VULN|3RCR|5BELT|68ZMB|78aDMG|8BPWR
635	25323 21533	   	166.96	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	18CDMG|28VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|9DMG|aDUST
636	62313 26312	   	166.95	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	1DUR|28CGEN|3CDMG|4DMG|59aAART|6RCR|7VULN
637	64333 35312	   	166.94	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|268VULN|3CDMG|4RCR|5SELL|7ZMB|9DMG|aERES
638	64331 42112	   	166.93	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2VULN|3CDMG|4RCR|5ERES|6aAART|7BEXP|8ASPD|9DMG
639	25231 41112	   	166.93	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2VULN|3FEWX|4RCR|5ERES|6aAART|7DUR|8ASPD|9DMG
640	33451 33142	   	166.93	ACR|2VULN|2DMG|3ASPD|1DUR	1MBVNT|2aFEWX|3RCR|46DMG|56aASPD|6aBPWR|7DUR|8VENICY|9aVULN
641	32416 87234	   	166.93	ACR|2VULN|2AART|1DMG|1ASPD	1MBVNT|2BEXP|3RCR|4LIT|56AART|7DMG|89VULN|aASPD
642	64332 26313	   	166.91	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	18DUR|29VULN|3CDMG|4RCR|5ASPD|6TLV|7ZMB|aAART
643	64332 52313	   	166.91	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB|1ASPD	18DUR|29VULN|3CDMG|4RCR|5ASPD|6ZMB|7ERES|aAART
644	44231 51333	   	166.86	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	128VULN|3LWND|4DUR|5DMG|6TLV|7AART|9ASPD|aRCR
645	25236 31126	   	166.83	ACR|3VULN|2DMG|1CDMG	1CDMG|278VULN|3FEWX|4RCR|5aDMG|6AIRHEA|9RMIN
646	36724 14448	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3LWND|4LEGI|5DUR|6RCR|79VULN|8AART|aDMG
647	36724 14471	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CDMG|3LWND|4LEGI|5DUR|6RCR|7aVULN|8AART|9DMG
648	38745 11231	   	166.79	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1MBVNT|23ASPD|4FEWX|56AART|7RCR|8CDMG|9VULN|aDMG
649	34333 66335	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CGEN|3CDMG|4RPLT|5ZMB|69VULN|7AART|8RCR|aDMG
650	36333 33335	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3RMIN|4RPLT|5ZMB|69VULN|7AART|8RCR|aDMG
651	36833 33335	   	166.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2CDMG|3MLV|4RPLT|5ZMB|69VULN|7AART|8RCR|aDMG
652	22312 53563	   	166.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1CDMG|2BEXP|3RCR|4DUST|5aASPD|6ZMB|7VULN|8DMG|9AART
653	36112 32156	   	166.75	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2CDMG|36LIT|4AART|56DMG|6BPWR|7DUR|8ASPD|9VULN|aRCR
