0	Index      	 *	Score 	Summary	Detail	
1	32213 36143	 * 	193.42	DCR|3DMG|2VULN|3ASPD|1CDMG|1DUR	129DMG|29BPWR|3DUR|49aASPD|5ERES|6CDMG|7RCR|89VULN
667	33413 36213	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aLSRHEA
668	33413 36214	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aTLV
669	33413 36234	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|59ERES|6CDMG|7RCR|8AART|aBEXP
670	33413 36242	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9DUST|aBEXP
671	33413 36243	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9DUST|aLWND
672	33413 36261	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9CGEN|aDUST
673	33413 36263	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9CGEN|aLSRHEA
674	31413 36132	   	164.41	DCR|2VULN|2DMG|2ASPD|1CDMG	1aDMG|2DMSP|3LWND|4aASPD|5ERES|6CDMG|7RCR|8aVULN|9NUKE|aBPWR
675	32534 12511	   	164.38	DCR|3DMG|1AART|1VULN	127DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|8VULN|9DUST|aMLV
676	32534 12522	   	164.38	DCR|3DMG|1AART|1VULN	127DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|8VULN|9LHND|aERES
677	33165 31336	   	164.37	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	159DMG|2VULN|3DUR|4CGEN|6CDMG|7ERES|8RCR|aZMB
678	35141 15221	   	164.35	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2MLV|3AART|49VULN|5LHND|7DMSP|8DUR|aRCR
679	31424 12332	   	164.35	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	18DMG|2DMSP|38LWND|4DUR|57ASPD|68VULN|8BPWR|9CDMG|aRCR
680	33433 31463	   	164.35	DCR|5VULN|1DMG|1ASPD	1DMG|2378aVULN|45FEWX|6ASPD|9RCR
681	31235 11451	 * 	164.32	DCR|3DMG|2AART|3DUR	149DMG|2DMSP|348DUR|4BPWR|57AART|6RCVC|aRCR
682	33413 36233	   	164.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23VULN|4ASPD|59ERES|6CDMG|7RCR|8AART|aCANSTR
683	33413 36512	   	164.31	DCR|2VULN|2DMG|2ASPD|1CDMG	1aDMG|23VULN|4aASPD|5ERES|6CDMG|7RCR|8aDUST|9RMIN|aBPWR
684	32534 12512	   	164.28	DCR|3DMG|1AART|1VULN	127DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|8VULN|9DUST|aERES
685	32534 12531	   	164.28	DCR|3DMG|1AART|1VULN	127DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|8VULN|9ERES|aMBVNT
686	33152 31336	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	159DMG|2VULN|3DUR|45TLV|5BPWR|6CDMG|7ERES|8RCR|aZMB
687	33152 62336	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	159DMG|2VULN|3DUR|45TLV|5BPWR|6ERES|7CDMG|8RCR|aZMB
688	33155 31336	   	164.27	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	159DMG|2VULN|3DUR|4TLV|6CDMG|7ERES|8RCR|aZMB
689	33261 22131	   	164.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2VULN|3aBELT|5AART|67DUR|8ZMB|9RCR
690	33261 22132	   	164.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2VULN|3BELT|5AART|67DUR|8ZMB|9RCR|aRPLT
691	33261 22135	   	164.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2VULN|3BELT|5AART|67DUR|8ZMB|9RCR|aLWND
692	35142 15221	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	16DMG|2MLV|3AART|49VULN|5LEGI|7DMSP|8DUR|aRCR
693	33423 11543	   	164.25	DCR|5VULN|1DMG|1DUR	1DMG|2367aVULN|4DUR|5RMIN|8DUST|9RCR
694	14613 16113	   	164.24	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1RMIN|2DMG|3FLTHEA|4aVULN|58CDMG|6CGEN|7RCR|9ZMB
695	14613 16233	   	164.24	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1RMIN|2DMG|3FLTHEA|4aVULN|59CDMG|6CGEN|7RCR|8ZMB
696	32225 11451	   	164.22	DCR|3DMG|2AART|3DUR	129DMG|2BPWR|348DUR|57AART|6RCVC|aRCR
697	33424 16344	   	164.22	DCR|3VULN|1DMG|2CDMG|1ASPD|1DUR	1DMG|236VULN|4DUR|5ASPD|7aCDMG|8MBVNT|9RCR
698	33413 36532	   	164.21	DCR|2VULN|2DMG|2ASPD|1CDMG	1aDMG|23VULN|4aASPD|5ERES|6CDMG|7RCR|8aDUST|9NUKE|aBPWR
699	31233 13136	   	164.21	DCR|2DMG|2AART|1VULN|2DUR	14DMG|2DMSP|34DUR|4BPWR|5RMIN|6aAART|7BELT|8VULN|9RCR
700	31235 63521	   	164.17	DCR|2DMG|1AART|3DUR|1CDMG|1ZMB	14DMG|2DMSP|34aDUR|4BPWR|5AART|6CDMG|7CGEN|8RCR|9ZMB
701	33261 22133	   	164.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2VULN|3BELT|5AART|67DUR|8ZMB|9RCR|aDUST
702	33261 22134	   	164.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	14DMG|2VULN|3BELT|5AART|67DUR|8ZMB|9RCR|aERES
703	14612 16113	   	164.14	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1RMIN|2DMG|3FLTHEA|4aVULN|5ERES|68CDMG|7RCR|9ZMB
704	14612 16233	   	164.14	DCR|2VULN|1DMG|2CDMG|1FLTHEA|1ZMB	1RMIN|2DMG|3FLTHEA|4aVULN|5ERES|69CDMG|7RCR|8ZMB
705	11411 15341	   	164.11	DCR|3VULN|2DMG|1CDMG	1RMIN|29FEWX|39aVULN|47ERES|5CDMG|69DMG|8RCR|9BPWR
706	13411 15341	   	164.11	DCR|3VULN|2DMG|1CDMG	1RMIN|29BEXP|39aVULN|47ERES|5CDMG|69DMG|8RCR|9BPWR
707	33262 34341	   	164.11	DCR|3DMG|2VULN|1CDMG	147DMG|26VULN|3BELT|5LIT|8RCR|9CDMG|aLHND
708	32233 12561	   	164.11	DCR|3DMG|1AART|1VULN|2DUR	124DMG|24BPWR|34DUR|5ERES|6LIT|7RPLT|8VULN|9AART|aRCR
709	32223 13136	   	164.11	DCR|2DMG|2AART|1VULN|2DUR	12DMG|2BPWR|34DUR|5RMIN|6aAART|7BELT|8VULN|9RCR
710	36523 13136	   	164.11	DCR|2DMG|2AART|1VULN|2DUR	13DMG|24DUR|5RMIN|6aAART|7BELT|8VULN|9RCR
711	32225 63521	   	164.07	DCR|2DMG|1AART|3DUR|1CDMG|1ZMB	12DMG|2BPWR|34aDUR|5AART|6CDMG|7CGEN|8RCR|9ZMB
712	33126 53321	   	164.06	DCR|2VULN|2DMG|1AART|1DUR	17DMG|29VULN|3DUR|4LHND|5RCVC|6ERES|8AART|aRCR
713	32464 11321	   	164.06	DCR|2VULN|2DMG|1AART|1DUR	12DMG|2BPWR|3LWND|4ERES|5RCVC|6DUR|79VULN|8AART|aRCR
714	32232 32235	   	164.04	DCR|3DMG|1VULN|2CDMG|3DUR|1SELL	124DMG|246BPWR|346DUR|56CDMG|7MLV|8SELL|9VULN|aRCR
715	32255 32311	   	164.02	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	12DMG|2BPWR|3DUR|4SELL|5LHND|6RCR|7TLV|8AART|9ZMB|aVULN
716	32255 35311	   	164.02	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	12DMG|2BPWR|3DUR|4SELL|5LHND|6RCR|7ERES|8AART|9ZMB|aVULN
717	32531 15251	   	164.02	DCR|2VULN|2DMG|1AART	12DMG|2BPWR|39CGEN|4AART|5TLV|6RCVC|7aVULN|8RCR
718	33262 34343	   	164.01	DCR|3DMG|2VULN|1CDMG	147DMG|26VULN|3BELT|5LIT|8RCR|9CDMG|aDUST
719	33523 66331	   	164.01	DCR|3VULN|2DMG|1CDMG	19DMG|26aVULN|3CGEN|4BEXP|5ERES|7CDMG|8RCR
720	32233 43415	   	163.95	DCR|3DMG|1AART|2DUR|1ZMB	124DMG|24BPWR|34DUR|57ERES|6RCR|8ZMB|9LIT|aAART
721	33452 31241	   	163.94	DCR|3VULN|1AART|1DMG|1SELL	1DMG|23aVULN|4SELL|5LHND|6RCR|7RCVC|8AART|9DUST
722	14114 35132	 * 	163.94	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1RMIN|29DMG|3DMSP|4FLTHEA|5RCR|6RCVC|7VULN|8DUR|aAART
723	16214 35132	   	163.94	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1RMIN|2DMSP|39DMG|4FLTHEA|5RCR|6RCVC|7VULN|8DUR|aAART
724	32314 43326	   	163.94	ACR|3DMG|1AART|1VULN|1DUR	128DMG|2BPWR|3TLV|4LSRICY|5RCR|6BELT|7VULN|9AART|aDUR
725	32253 32311	   	163.92	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	12DMG|2BPWR|3DUR|4SELL|5LEGI|6RCR|7TLV|8AART|9ZMB|aVULN
726	32253 35311	   	163.92	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	12DMG|2BPWR|3DUR|4SELL|5LEGI|6RCR|7ERES|8AART|9ZMB|aVULN
727	36553 32311	   	163.92	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	13DMG|2DUR|4SELL|5LEGI|6RCR|7TLV|8AART|9ZMB|aVULN
728	33452 33236	   	163.92	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	19DMG|23VULN|4SELL|5LHND|6RCR|7LEGI|8CDMG|aZMB
729	31413 36151	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2DMSP|3LWND|4ASPD|5ERES|6CDMG|7RCR|8aVULN|9AART
730	32413 36153	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	12DMG|2BPWR|3aLWND|4ASPD|5ERES|6CDMG|7RCR|8VULN|9AART
731	21415 62331	   	163.91	DCR|3VULN|2DMG|1CDMG	1BEXP|2TLV|36aVULN|4ERES|59DMG|7CDMG|8RCR
732	33534 41312	   	163.87	DCR|2VULN|2DMG|2ASPD|1ZMB|2SELL	1aDMG|2aVULN|39CGEN|4ZMB|5aASPD|6RCR|78SELL|aBPWR
733	33252 65223	   	163.82	DCR|3VULN|3DMG	17aDMG|257VULN|36BELT|47aERES|7aBPWR|8aLHND|9RCR
734	32535 12242	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG	12DMG|2BPWR|3CGEN|4AART|5BEXP|6RCR|7RPLT|8CDMG|9VULN|aRCVC
735	33632 52135	   	163.77	DCR|3DMG|2VULN|1ZMB	14aDMG|29VULN|3AIRHEL|5RPLT|6LHND|7RCR|8ZMB
736	14631 13343	 * 	163.76	DCR|2DMG|1AART|2FLTHEA|2DUR|1ZMB	1RMIN|27DMG|37FLTHEA|4LHND|5LWND|67DUR|7BPWR|8RCR|9ZMB|aAART
737	33421 31461	   	163.75	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|2378VULN|45DUR|6ASPD|9RCR|aBEXP
738	33421 31462	   	163.75	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|2378VULN|45DUR|6ASPD|9RCR|aCGEN
739	33424 11161	   	163.75	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|2367VULN|48DUR|5ASPD|9RCR|aBEXP
740	33424 11162	   	163.75	DCR|4VULN|1DMG|2DUR|1ASPD	1DMG|2367VULN|48DUR|5ASPD|9RCR|aCGEN
741	32234 41531	   	163.66	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|59CGEN|6RCR|7FEWX|8CDMG|aVULN
742	32234 41631	   	163.66	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5CGEN|6RCR|7FEWX|8VULN|9RPLT|aCDMG
743	32234 46213	   	163.66	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|579CGEN|6RCR|8CDMG|aVULN
744	33112 16311	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|45ERES|5BPWR|7RPLT|8AART|9RCR|aFEWX
745	33112 16312	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|45ERES|5BPWR|7RPLT|8AART|9RCR|aLWND
746	33112 16313	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|45ERES|5BPWR|7RPLT|8AART|9RCR|aLIT
747	33112 16314	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|45ERES|5BPWR|7RPLT|8AART|9RCR|aMLV
748	33115 16311	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|4ERES|7RPLT|8AART|9RCR|aFEWX
749	33115 16312	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|4ERES|7RPLT|8AART|9RCR|aLWND
750	33115 16313	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|4ERES|7RPLT|8AART|9RCR|aLIT
751	33115 16314	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|26VULN|3DUR|4ERES|7RPLT|8AART|9RCR|aMLV
752	36412 16311	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|2DUR|36VULN|45ERES|5BPWR|7RPLT|8AART|9RCR|aFEWX
753	36412 16312	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|2DUR|36VULN|45ERES|5BPWR|7RPLT|8AART|9RCR|aLWND
754	36412 16313	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	15DMG|2DUR|36VULN|45ERES|5BPWR|7RPLT|8AART|9RCR|aLIT
755	32233 41631	   	163.56	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7FEWX|8VULN|9RPLT|aCDMG
756	32233 45631	   	163.56	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7LWND|8VULN|9RPLT|aCDMG
757	32234 42531	   	163.56	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|59CGEN|6RCR|7DUST|8CDMG|aVULN
758	32234 42631	   	163.56	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5CGEN|6RCR|7DUST|8VULN|9RPLT|aCDMG
759	32244 36221	   	163.54	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	12aDMG|2BPWR|3DUR|4LWND|5ASPD|6AART|7CDMG|8LIT|9RCR
760	32424 36221	   	163.54	DCR|3DMG|1AART|1CDMG|1DUR|1ASPD	12aDMG|2BPWR|3LWND|4DUR|5ASPD|6AART|7CDMG|8LIT|9RCR
761	32535 26231	 * 	163.52	DCR|3DMG|1AART|2ZMB|1CDMG	128DMG|28BPWR|38CGEN|4AART|5BEXP|6LIT|78ZMB|9CDMG|aRCR
762	33614 51132	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1DMG|256VULN|3AIRHEL|4FEWX|7DUR|8RCR|9AART|aMLV
763	33614 52133	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|256VULN|3AIRHEL|4FEWX|7LWND|8RCR|9AART|aASPD
764	14536 32342	   	163.48	DCR|2VULN|2DMG|2CDMG|1ZMB	1RMIN|2aDMG|3aVULN|4ZMB|57CGEN|6aCDMG|8MBVNT|9RCR|aBPWR
765	33211 14136	   	163.48	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|27VULN|3BELT|4DMSP|5aAART|6BEXP|8ZMB|9RCR
766	32233 41521	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|59ERES|6RCR|7FEWX|8CDMG|aVULN
767	32233 42631	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5ERES|6RCR|7DUST|8VULN|9RPLT|aCDMG
768	32233 45521	   	163.46	DCR|3DMG|1VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|59ERES|6RCR|7LWND|8CDMG|aVULN
769	33614 51131	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1DMG|256VULN|3AIRHEL|4FEWX|7DUR|8RCR|9AART|aDUST
