0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
654	21127 34718	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2LHND|3MBVNT|4TLV|5DMG|69aVULN|7RCR|8LWND
655	21148 74431	   	163.68	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4FEWX|58aDMG|6TLV|7RCR|9VULN
656	21178 84431	   	163.68	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4BEXP|58aDMG|6TLV|7RCR|9VULN
657	24124 13415	   	163.68	DCR|3VULN|1AART|1DMG	1AART|29LWND|3MBVNT|4ERES|56aVULN|7RCR|8DMG
658	21127 24618	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2LHND|3MBVNT|4TLV|5DMG|6LWND|7RCR|89aVULN
659	25222 13224	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2aERES|3DMG|48aVULN|5LWND|6CGEN|7RCR|9aDUST|aBPWR
660	25222 33224	   	163.68	DCR|3VULN|1AART|1DMG	1AART|2aERES|3DMG|48aVULN|5LWND|6MLV|7RCR|9aDUST|aBPWR
661	23117 18813	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5ZMB|69VULN|7DMG|8RCR|aBEXP
662	23148 18813	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5ZMB|69VULN|7DMG|8RCR|aBEXP
663	23148 18841	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2DUR|3MBVNT|49FEWX|5ZMB|6VULN|7aDMG|8RCR
664	24132 28436	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2LWND|3MBVNT|4DUST|5RCR|6aVULN|7FEWX|89DMG
665	26112 18438	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2FEWX|3MBVNT|4LWND|5RCR|6TLV|78DMG|9aVULN
666	26112 18611	   	163.63	ACR|2VULN|2DMG|1AART	1AART|2FEWX|3MBVNT|4LWND|5RCR|6TLV|7aDMG|89VULN
667	31253 13423	   	163.59	ACR|3VULN|2AART|1ZMB	1ERES|2DMSP|357VULN|4RCR|68AART|9ZMB|aBEXP
668	31253 13424	   	163.59	ACR|3VULN|2AART|1ZMB	1ERES|2DMSP|357VULN|4RCR|68AART|9ZMB|aBELT
669	31253 13425	   	163.59	ACR|3VULN|2AART|1ZMB	1ERES|2DMSP|357VULN|4RCR|68AART|9ZMB|aLWND
670	21124 13132	   	163.58	DCR|3VULN|1AART|2CDMG	1AART|2LHND|3MBVNT|4TLV|56aVULN|7RCR|89CDMG
671	21127 74431	   	163.58	DCR|3DMG|1AART|1VULN	1AART|2LHND|3MBVNT|4TLV|58aDMG|6LEGI|7RCR|9VULN
672	21164 13132	   	163.58	DCR|3VULN|1AART|2CDMG	1AART|2LHND|3MBVNT|4ERES|56aVULN|7RCR|89CDMG
673	24124 13424	   	163.58	DCR|3VULN|1AART|1DMG	1AART|2LWND|3MBVNT|4ERES|56aVULN|7RCR|8DMG|9LSRREG
674	23117 18812	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5ZMB|69VULN|7DMG|8RCR|aDUST
675	23148 18812	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3MBVNT|4FEWX|5ZMB|69VULN|7DMG|8RCR|aDUST
676	23535 13151	   	163.53	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8CDMG|9VULN|aRCVC
677	23535 23151	   	163.53	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN|aRCVC
678	23635 13151	   	163.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8CDMG|9VULN|aRCVC
679	23635 23151	   	163.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN|aRCVC
680	23112 23852	 * 	163.53	ACR|3VULN|1AART|2ZMB|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7aZMB
681	36353 42133	   	163.53	ACR|3VULN|2DMG|1ASPD	17ERES|2LHND|3RCVC|4RCR|57aVULN|67DMG|7BPWR|8TLV|9ASPD
682	25221 31335	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|468VULN|5DUR|7LIT|9LWND|aRCR
683	25221 31345	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|468VULN|5DUR|7LIT|9BEXP|aRCR
684	25221 31355	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|468VULN|5DUR|7LIT|9FEWX|aRCR
685	25221 32145	   	163.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|467VULN|5DUR|8LHND|9LIT|aRCR
686	23142 22243	 * 	163.51	ACR|2AART|2VULN|2ASPD|2DUR	1aAART|29DUR|3MBVNT|48FEWX|5RCR|69VULN|79ASPD|9BPWR
687	22422 12266	   	163.49	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2aLIT|3DMG|4aVULN|5DUST|68LHND|7aCDMG|9RCR|aBPWR
688	31553 11224	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMSP|3RMIN|4RCR|5DMG|6AART|7ZMB|8aVULN|9DUR
689	32153 11254	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|23MLV|4RCR|5DMG|6AART|7ZMB|8aVULN|9DUR
690	31553 11235	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMSP|3RMIN|4RCR|5DMG|6AART|7ZMB|89VULN|aDUR
691	31253 13422	   	163.49	ACR|3VULN|2AART|1ZMB	1ERES|2DMSP|357VULN|4RCR|68AART|9ZMB|aDUST
692	23434 32174	   	163.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6VULN|7DMG|8CDMG|9RCVC|aRCR
693	25221 31235	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|469VULN|5DUR|7LIT|8DUST|aRCR
694	25221 32313	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|467VULN|5DUR|8MBVNT|9RPLT|aRCR
695	25224 32364	   	163.42	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2ERES|3DMG|467VULN|5MBVNT|8RPLT|9ASPD|aRCR
696	25224 32613	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|3DMG|467VULN|5MBVNT|8DUR|9RPLT|aRCR
697	25232 13633	   	163.42	DCR|3DMG|1AART|1VULN|1DUR	1AART|2ERES|357DMG|45DUST|5BPWR|6DUR|8MGNLIT|9VULN|aRCR
698	25235 13633	   	163.42	DCR|3DMG|1AART|1VULN|1DUR	1AART|2ERES|357DMG|4DUST|6DUR|8MGNLIT|9VULN|aRCR
699	25516 32313	   	163.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2ERES|367VULN|4DUR|5DMG|8MBVNT|9RPLT|aRCR
700	22422 12166	   	163.39	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2aLIT|3DMG|4aVULN|58DUST|6LHND|7aCDMG|9RCR|aBPWR
701	24325 13162	   	163.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|23LWND|4aVULN|5DMG|6LEGI|7RCR|8CDMG|9RCVC
702	61161 22531	   	163.33	ACR|2AART|2DMG|1VULN|1ASPD	1LHND|2DUST|38AART|4BEXP|5RCR|6VULN|7ASPD|9aDMG
703	26111 18811	   	163.31	DCR|2VULN|2DMG|1AART	1AART|2FEWX|3MBVNT|4LWND|5RMIN|69VULN|7aDMG|8RCR
704	23128 13415	   	163.26	DCR|2DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4TLV|5RCVC|69LHND|7RCR|89DMG|9BPWR|aVULN
705	23128 23415	   	163.26	DCR|2DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4TLV|5RCVC|69LWND|7RCR|89DMG|9BPWR|aVULN
706	23168 13415	   	163.26	DCR|2DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4ERES|5RCVC|69LHND|7RCR|89DMG|9BPWR|aVULN
707	23168 23415	   	163.26	DCR|2DMG|1AART|1VULN|2DUR	1AART|29DUR|3MBVNT|4ERES|5RCVC|69LWND|7RCR|89DMG|9BPWR|aVULN
708	22333 13355	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	18AART|27LIT|35DUR|4DMG|6VULN|9RCR|aCDMG
709	23233 13355	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	18AART|25DUR|37LIT|4DMG|6VULN|9RCR|aCDMG
710	21412 23164	   	163.16	DCR|2AART|1VULN|2ASPD|1CDMG|2DUR	1aAART|2LHND|35ASPD|45DUR|5BPWR|6VULN|7RCR|8CDMG|9RCVC
711	45231 52213	 * 	163.14	ACR|3DMG|1AART|1CDMG|1ZMB|1SELL	1SELL|28aDMG|3ZMB|4MLV|5RCR|6AART|7CANHEL|9CDMG
712	25212 63612	   	163.11	DCR|2VULN|2DMG|1AART	1AART|256ERES|3aDMG|4CGEN|79VULN|8RCR
713	23413 23264	   	162.99	DCR|3VULN|1AART|2DUR|1ASPD	1AART|24DUR|3ASPD|5LHND|68aVULN|7RCR|9MLV
714	14161 22611	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2LHND|3AART|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aDMG
715	62161 22611	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2FEWX|3AART|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aDMG
716	23172 23882	   	162.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|3MBVNT|4BEXP|5RCR|6aVULN|7ZMB|8CDMG
717	23172 62462	   	162.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|28DUR|3MBVNT|4BEXP|5RCR|6ZMB|7CDMG|9aVULN
718	23172 63162	   	162.97	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|27DUR|3MBVNT|4BEXP|5RCR|6ZMB|8CDMG|9aVULN
719	43311 23452	   	162.96	DCR|3VULN|1AART|1CDMG|1ASPD|1SELL	1SELL|2CGEN|3CDMG|4RPLT|58aVULN|6RCR|7AART|9ASPD
720	23112 83168	   	162.92	ACR|2VULN|1AART|3DUR|1CDMG|1ASPD	1AART|26aDUR|3MBVNT|4aLWND|5RCR|7ASPD|8CDMG|9aVULN|aBPWR
721	23423 33264	   	162.89	DCR|3VULN|1AART|2DUR|1ASPD	1AART|2aDUR|3ASPD|4aERES|5LWND|6TLV|7RCR|89aVULN|aBPWR
722	61161 22611	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DUST|3AART|4BEXP|5RCR|69VULN|7ASPD|8ZMB|aDMG
723	23128 83182	   	162.80	DCR|2AART|2VULN|1CDMG|1DUR	19AART|2DUR|3MBVNT|4TLV|5RCVC|6aVULN|7RCR|8CDMG
724	23168 37442	   	162.80	DCR|2AART|2VULN|1CDMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5RCVC|7RCR|8CDMG|9aVULN
725	24423 16231	 * 	162.80	ACR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	18AART|2LWND|3ASPD|4FLTHEA|5RCR|6ERES|7RCVC|9VULN|aDMG
726	23122 83245	   	162.79	DCR|3VULN|1AART|2DUR|1ASPD	1AART|25DUR|3MBVNT|45TLV|5BPWR|68aVULN|7RCR|9ASPD
727	23162 83245	   	162.79	DCR|3VULN|1AART|2DUR|1ASPD	1AART|25DUR|3MBVNT|45ERES|5BPWR|68aVULN|7RCR|9ASPD
728	31213 13421	   	162.78	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2DMSP|37VULN|4DMG|5ZMB|68AART|9RCR|aCGEN
729	31213 13422	   	162.78	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2DMSP|37VULN|4DMG|5ZMB|68AART|9RCR|aLHND
730	61264 33133	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUST|3BELT|4AART|5DUR|6RCR|7DMG|8ZMB|9VULN|aCDMG
731	45113 42123	   	162.70	DCR|2VULN|2DMG|2DUR|1ZMB|1SELL	1SELL|29DMG|39VULN|4DMSP|5ERES|6RCR|7LIT|89DUR|9BPWR|aZMB
732	31213 13423	   	162.68	DCR|2VULN|2AART|1DMG|1ZMB	1aERES|2DMSP|37VULN|4DMG|5ZMB|68AART|9RCR
733	34111 42113	   	162.65	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1aERES|2CDMG|3aVULN|4DMSP|5ZMB|6RCR|7LIT|8aDUR|9AART|aBPWR
734	23413 23162	   	162.59	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1AART|24DUR|3ASPD|5LHND|6aVULN|7RCR|8CDMG|9RCVC
735	34322 42352	   	162.58	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|23CDMG|4ASPD|5DUR|6RCR|7DMG|8AART|9LHND|aVULN
736	34322 42361	   	162.58	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|23CDMG|4ASPD|5DUR|6RCR|7DMG|8AART|9VULN|aBEXP
737	34322 42363	   	162.58	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|23CDMG|4ASPD|5DUR|6RCR|7DMG|8AART|9VULN|aLHND
738	25221 13154	   	162.57	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|2ERES|3DMG|4VULN|5DUR|69CGEN|7RCR|8CDMG
739	23361 22542	   	162.51	ACR|2AART|2VULN|1ZMB|1DUR|1ASPD	18AART|2DUR|3LWND|4BEXP|5RCR|69VULN|7ASPD|aZMB
740	25533 61332	   	162.50	DCR|2AART|2VULN|1CDMG|1DUR	18AART|2ERES|3aVULN|4MLV|5CDMG|6RCR|7CGEN|9DUR
741	34322 42332	   	162.48	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|23CDMG|4ASPD|5DUR|6RCR|7DMG|8AART|9MBVNT|aVULN
742	23164 33164	   	162.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8CDMG|9CGEN|aDMG
743	23164 33181	   	162.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8CDMG|9RPLT|aDMG
744	25221 13144	   	162.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1aAART|29ERES|3DMG|4VULN|5DUR|6CGEN|7RCR|8CDMG
745	23172 23416	   	162.41	ACR|2AART|2VULN|1ZMB|1ASPD|1DUR	1aAART|2DUR|3MBVNT|4BEXP|5RCR|69VULN|7ZMB|8ASPD
746	23331 22542	   	162.41	ACR|2AART|2VULN|1ZMB|1DUR|1ASPD	18AART|2DUR|3LWND|4DUST|5RCR|69VULN|7ASPD|aZMB
747	23127 38253	   	162.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|2aDUR|3MBVNT|4TLV|5DMG|68VULN|7ASPD|9RCR
748	23127 38453	   	162.40	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|2aDUR|3MBVNT|4TLV|58DMG|6VULN|7ASPD|9RCR
749	23433 13222	   	162.39	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1AART|2aDUR|3ASPD|4aZMB|5LHND|6CGEN|7RCR|8aVULN|9BELT|aBPWR
750	22416 31121	 * 	162.38	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|29LIT|3DMG|4CDMG|5VULN|6aASPD|7DUR|8RCR
751	23124 33154	   	162.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8CDMG|9ERES|aDMG
752	23124 33684	   	162.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	16AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8ERES|9CDMG|aDMG
753	23164 33784	   	162.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	16AART|2DUR|3MBVNT|4ERES|5VULN|7RCR|8TLV|9CDMG|aDMG
754	23112 28213	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7FEWX|aCDMG
755	23112 28541	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|69aVULN|7FEWX|8CDMG
756	23112 82186	 * 	162.29	ACR|2DMG|1AART|2CDMG|3DUR	1AART|26aDUR|3MBVNT|4LWND|5RCR|7aDMG|8aCDMG|9BELT|aBPWR
757	23432 13222	   	162.29	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1AART|2aDUR|3ASPD|4aZMB|5ERES|6LHND|7RCR|8aVULN|9BELT|aBPWR
758	23432 23222	   	162.29	DCR|2VULN|1AART|2ZMB|2DUR|1ASPD	1AART|2aDUR|3ASPD|4aZMB|5ERES|6LWND|7RCR|8aVULN|9BELT|aBPWR
759	25521 14132	   	162.26	DCR|4VULN|1AART|1DUR	1AART|24ERES|3469VULN|4BPWR|5DMSP|7DLOT|8RCR|aDUR
760	23535 13112	   	162.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|69LHND|7RCR|8CDMG|aVULN
761	23535 13162	   	162.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|39CGEN|4ZMB|5DMG|6LHND|7RCR|8CDMG|aVULN
762	23535 13221	   	162.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8VULN|9BELT|aCDMG
763	23535 23162	   	162.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|39CGEN|4ZMB|5DMG|6LWND|7RCR|8CDMG|aVULN
764	23535 23221	   	162.23	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8VULN|9BELT|aCDMG
765	23635 13112	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|69LHND|7RCR|8CDMG|aVULN
766	23635 13122	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8CDMG|9BEXP|aVULN
767	23635 13161	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8CDMG|9CGEN|aVULN
768	23635 13221	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8VULN|9BELT|aCDMG
769	23635 23112	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9LHND|aVULN
770	23635 23132	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9BEXP|aVULN
771	23635 23161	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9CGEN|aVULN
772	23635 23221	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8VULN|9BELT|aCDMG
773	32353 36116	   	162.21	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2MLV|3ASPD|4RCR|58VULN|6ZMB|7DUR|9AART|aCDMG
774	23142 83248	 * 	162.19	ACR|2VULN|1AART|3ASPD|3DUR	1AART|269DUR|3MBVNT|4FEWX|5RCR|79aASPD|89VULN|9BPWR
775	22623 22661	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1AART|2LIT|3MLV|48VULN|5CDMG|6RCR|7FEWX|9ZMB|aASPD
776	22623 22662	   	162.15	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2LIT|3MLV|48VULN|5CDMG|6RCR|7FEWX|9ZMB|aDUR
777	23535 13141	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8CDMG|9ERES|aVULN
778	23535 13152	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8CDMG|9VULN|aTLV
779	23535 23141	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8CDMG|9ERES|aVULN
780	23535 23152	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN|aTLV
781	23535 23531	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8ERES|9CDMG|aVULN
782	23635 13141	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8CDMG|9ERES|aVULN
783	23635 13152	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8CDMG|9VULN|aTLV
784	23635 23141	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9ERES|aVULN
785	23635 23152	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN|aTLV
786	23635 23531	   	162.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8ERES|9CDMG|aVULN
787	21416 13215	   	162.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LHND|3ASPD|4DUR|5DMG|6CGEN|7RCR|8aVULN|9FEWX
788	23326 13264	   	162.06	DCR|2VULN|1AART|1DMG|2DUR	1AART|2aDUR|3LWND|4aERES|5DMG|6CGEN|7RCR|8aVULN|9RCVC|aBPWR
789	23425 13215	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5DMG|6LHND|7RCR|8aVULN|9FEWX
790	23425 23215	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5DMG|6LWND|7RCR|8aVULN|9FEWX
791	25221 13236	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9BEXP|aASPD
792	25221 13256	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9LHND|aASPD
793	25221 13264	   	162.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9LIT|aASPD
794	21416 13235	   	162.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2LHND|3ASPD|4DUR|5DMG|6CGEN|7RCR|8aVULN|9DUST
795	21416 13241	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2LHND|3ASPD|4DUR|5aDMG|6CGEN|7RCR|8VULN|9TLV
796	21416 13251	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2LHND|3ASPD|4DUR|5aDMG|6CGEN|7RCR|8VULN|9ERES
797	23124 13273	   	162.00	DCR|3VULN|2AART|1DUR	1aAART|2DUR|3MBVNT|4TLV|568VULN|7RCR|9LIT
798	23124 33213	   	162.00	DCR|3VULN|2AART|1DUR	16AART|2DUR|3MBVNT|4TLV|58aVULN|7RCR|9RPLT
799	24124 33245	   	162.00	DCR|3VULN|2AART|1ASPD	16AART|2LWND|3MBVNT|4ERES|58aVULN|7RCR|9ASPD
800	23326 33254	   	161.96	DCR|2VULN|1AART|1DMG|2DUR	1AART|2aDUR|3LWND|4aERES|5DMG|6TLV|7RCR|8aVULN|9RCVC|aBPWR
801	23431 12246	   	161.96	DCR|2DMG|1AART|3DUR|1ZMB|1ASPD	1AART|256DUR|3ASPD|4ZMB|7RCVC|8RCR|9aDMG
802	45111 16331	   	161.94	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7RCVC|8CDMG|9CGEN|aZMB
803	23172 22331	   	161.93	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6VULN|7ASPD|8RCVC|9aDMG
804	23425 13235	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5DMG|6LHND|7RCR|8aVULN|9DUST
805	23425 13241	   	161.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5aDMG|6LHND|7RCR|8VULN|9TLV
806	23425 23235	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5DMG|6LWND|7RCR|8aVULN|9DUST
807	23425 23241	   	161.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1AART|2DUR|3ASPD|4ERES|5aDMG|6LWND|7RCR|8VULN|9TLV
808	23124 13437	   	161.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8DMG|9CGEN|aASPD
809	23127 34437	   	161.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1AART|2DUR|3MBVNT|4TLV|58DMG|6VULN|7RCR|9CGEN|aASPD
810	23164 13437	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8DMG|9CGEN|aASPD
811	23326 33266	   	161.90	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1AART|2DUR|3LWND|4ERES|5DMG|6TLV|7RCR|89VULN|aASPD
