0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
646	43424 12282	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|79DUR|8RMIN|aCDMG
647	43424 12682	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|79DUR|8CGEN|aCDMG
648	43424 12743	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|78DUR|9LWND|aCDMG
649	43424 12761	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|78DUR|9RCVC|aCDMG
650	43424 12782	   	157.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|78DUR|9CGEN|aCDMG
651	61616 13322	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	14FEWX|2CGEN|3CDMG|56VULN|7RCR|8DUST|9AART|aDMG
652	31644 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CGEN|3CDMG|4MLV|5ERES|68VULN|7RCR|9AART|aDMG
653	32331 52222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LWND|4CDMG|58VULN|6ERES|7RCR|9AART|aDMG
654	32334 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LWND|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
655	32621 52222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LWND|3CDMG|58VULN|6ERES|7RCR|9AART|aDMG
656	32624 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LWND|3CDMG|5ERES|68VULN|7RCR|9AART|aDMG
657	32643 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LWND|3CDMG|4TLV|5DMSP|68VULN|7RCR|9AART|aDMG
658	33134 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2MLV|3CGEN|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
659	36331 52222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LHND|4CDMG|58VULN|6ERES|7RCR|9AART|aDMG
660	36334 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	13BEXP|2LHND|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
661	36621 52222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LHND|3CDMG|58VULN|6ERES|7RCR|9AART|aDMG
662	36624 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	14BEXP|2LHND|3CDMG|5ERES|68VULN|7RCR|9AART|aDMG
663	36643 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2LHND|3CDMG|4TLV|5DMSP|68VULN|7RCR|9AART|aDMG
664	63134 12222	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2MLV|3CGEN|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
665	43421 21854	   	156.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MBVNT|2LIT|38VULN|4AART|5DLOT|6DUR|7ZMB|9DMG|aRCR
666	21423 31346	   	156.96	DCR|2VULN|3ZMB|1DMG|2ASPD	17ASPD|2RCVC|357ZMB|4RPLT|67VULN|7BPWR|8LWND|9RCR|aDMG
667	43424 12722	   	156.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|78DUR|9TLV|aCDMG
668	43422 12772	   	156.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1MBVNT|2LIT|3VULN|4AART|5ERES|6RCR|78DUR|9DMG|aCDMG
669	48421 46213	   	156.91	DCR|2VULN|2DMG|2CDMG|1DUR	1MBVNT|24BEXP|36CDMG|56VULN|6BPWR|7DUR|89DMG|aRCR
670	31624 12222	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2CGEN|3CDMG|4TLV|5ERES|68VULN|7RCR|9AART|aDMG
671	54336 12222	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2ERES|3BEXP|4CDMG|5MLV|68VULN|7RCR|9AART|aDMG
672	54343 12222	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2ERES|3BEXP|4CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
673	56134 12222	   	156.88	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2BEXP|3CGEN|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
674	23333 36223	   	156.85	DCR|3VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|35DUR|49aVULN|6RCR|7LHND|8DMG
675	23336 35223	   	156.85	DCR|3VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|39DUR|45aVULN|6RCR|7FEWX|8DMG
676	23336 36243	   	156.85	DCR|3VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|39DUR|45aVULN|6RCR|7LHND|8DMG
677	46423 42713	   	156.81	DCR|2VULN|2DMG|2CDMG|1DUR	1MBVNT|28DMG|34VULN|58CDMG|68ERES|7RMIN|8BPWR|9DUR|aRCR
678	52134 12222	   	156.78	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2DUST|3CGEN|4CDMG|5ERES|68VULN|7RCR|9AART|aDMG
679	43415 44633	   	156.76	DCR|3VULN|1AART|1ZMB|1DUR	1MBVNT|2LIT|34aVULN|5SNIHEL|6DUR|7RCR|8ZMB|9AART
680	43453 62322	   	156.70	DCR|3VULN|2AART|1ASPD	1MBVNT|2LIT|35aVULN|4LWND|67AART|8RCR|9ASPD
681	43411 65331	   	156.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|34VULN|5LHND|6AART|7RCR|8DUR|9CDMG|aZMB
682	26325 31317	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2FEWX|3DUR|49VULN|5DMG|6MBVNT|7RCR|8LSRICY|aAART
683	46324 21317	   	156.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2DMG|3DUR|49VULN|5FEWX|6ASPD|7RCR|8LSRICY|aAART
684	16415 11213	   	156.59	ACR|3DMG|1AART|2ZMB	18aERES|2RPLT|3RCR|4aZMB|56aDMG|7RCVC|9AART|aBPWR
685	16263 11622	   	156.58	DCR|3VULN|1AART|1DMG	14ERES|2RPLT|346VULN|4BPWR|5DMSP|7FEWX|8RCR|9AART|aDMG
686	23435 23215	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2BELT|3CDMG|4ZMB|5RCR|6TLV|7AART|8CGEN|9VULN|aDMG
687	42423 88141	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4BEXP|5RCR|6VULN|7AART|8ZMB|9DUR|aDMG
688	42433 88141	   	156.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LHND|3CDMG|4FEWX|5RCR|6VULN|7AART|8ZMB|9DUR|aDMG
689	26325 31417	   	156.50	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2FEWX|3DUR|49VULN|5DMG|6MBVNT|7RCR|8CANHEL|aAART
690	43624 44237	   	156.50	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2LIT|39DMG|4DUST|5DUR|6AART|7VULN|8RCR|aASPD
691	46324 21417	   	156.50	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2DMG|3DUR|49VULN|5FEWX|6ASPD|7RCR|8CANHEL|aAART
692	43424 11358	   	156.46	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7RMIN|8DUR|aASPD
693	43424 12258	   	156.46	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8RMIN|aASPD
694	43424 12551	   	156.46	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8ASPD|aLHND
695	43424 12553	   	156.46	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8ASPD|aRPLT
696	43424 14427	   	156.46	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7FEWX|8DUR|aASPD
697	23332 23243	   	156.46	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|36DUR|4VULN|5BEXP|7RCR|8DMG|9aAART
698	42421 16228	   	156.37	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4BEXP|578VULN|6ZMB|9AART|aRCR
699	42431 16228	   	156.37	DCR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4FEWX|578VULN|6ZMB|9AART|aRCR
700	11325 51163	   	156.36	DCR|2DMG|1AART|1VULN|1DUR	19ERES|2RCVC|3AART|49LWND|5DUR|6RCR|7VULN|89DMG|9BPWR|aDMSP
701	43424 12517	   	156.36	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8ASPD|9DUST
702	43424 12543	   	156.36	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8ASPD|9ERES
703	43424 12554	   	156.36	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8ASPD|aDUST
704	43424 12827	   	156.36	DCR|2AART|1VULN|1DMG|1ASPD|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8DUST|aASPD
705	23233 23243	   	156.36	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|3DUST|4VULN|56DUR|7RCR|8DMG|9aAART
706	23316 23243	   	156.36	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|36DUR|4DUST|5VULN|7RCR|8DMG|9aAART
707	23333 43243	   	156.36	DCR|2AART|1VULN|1DMG|2DUR|1ASPD	1ASPD|2BELT|35DUR|4VULN|6DUST|7RCR|8DMG|9aAART
708	54131 12213	   	156.31	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1TLV|2ERES|36DUR|4CDMG|5VULN|7RCR|89DMG|aZMB
709	12256 23112	   	156.28	DCR|2VULN|1AART|1DMG|1ZMB|1SELL	1ERES|2DUST|3DLOT|4ZMB|5aVULN|6RCR|7DMG|8SELL|9AART
710	11325 51161	   	156.26	DCR|2DMG|1AART|1VULN|1DUR	19ERES|2RCVC|3AART|49LWND|5DUR|6RCR|7VULN|89DMG|9BPWR|aDUST
711	11325 51411	   	156.26	DCR|2VULN|1AART|1DMG|1DUR	1ERES|2RCVC|3AART|49LWND|5DUR|6RCR|78VULN|aDMG
712	43424 52261	   	156.26	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6DUST|79DUR|8RCR|9BPWR|aBEXP
713	43424 52262	   	156.26	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6DUST|79DUR|8RCR|9BPWR|aLWND
714	43424 52264	   	156.26	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|29LIT|39VULN|4AART|5DMG|6DUST|79DUR|8RCR|9BPWR|aRPLT
715	43424 11152	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7RMIN|8BEXP|aCDMG
716	43424 11433	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7RMIN|8LWND|9CDMG
717	43424 11452	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7RMIN|8LWND|aCDMG
718	43424 14238	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7FEWX|8RMIN|9CDMG
719	43424 14252	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7FEWX|8RMIN|aCDMG
720	43424 14633	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7FEWX|8CGEN|9CDMG
721	43424 14652	   	156.24	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7FEWX|8CGEN|aCDMG
722	43424 12178	   	156.22	DCR|2AART|1VULN|1DMG|1ASPD|1DUR|1SELL	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8SELL|9ASPD
723	43415 44318	 * 	156.22	DCR|4VULN|2CDMG|1DUR	1MBVNT|29LIT|349aVULN|5SNIHEL|6DUR|7RCR|89CDMG|9BPWR
724	46421 43138	   	156.22	DCR|4VULN|1DMG|1DUR	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8LIT|aDUR
725	46421 43347	   	156.22	DCR|4VULN|1DMG|1DUR	1MBVNT|2DMG|345aVULN|6CGEN|7RCR|8DUR|9LWND
726	46136 24413	   	156.21	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4RPLT|5AART|68VULN|78BEXP|8BPWR|9DLOT|aRCR
727	34334 21323	 * 	156.21	DCR|3VULN|2CDMG|2DUR|1ZMB	137BEXP|2aDUR|457VULN|67CDMG|7BPWR|8RCR|9ZMB
728	32324 21352	   	156.18	DCR|3VULN|1AART|2CDMG	137BEXP|2LWND|457VULN|67CDMG|7BPWR|8RCR|9RCVC|aAART
729	11325 51126	   	156.16	DCR|2DMG|1AART|1VULN|1DUR	1ERES|2RCVC|3AART|4LWND|5DUR|6RCR|7VULN|8aDMG|9LSRREG
730	23336 33341	   	156.14	DCR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2BELT|3DUR|45aVULN|6RCR|7RMIN|8CDMG|9ZMB
731	23336 34341	   	156.14	DCR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2BELT|3DUR|45aVULN|6RCR|7MLV|8CDMG|9ZMB
732	43424 11752	   	156.14	DCR|2AART|1VULN|1DMG|1CDMG	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7RMIN|8DUST|aCDMG
733	46421 43317	   	156.12	DCR|4VULN|1DMG|1DUR	1MBVNT|2DMG|345aVULN|6CGEN|7RCR|8DUR|9DUST
734	43411 65241	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1MBVNT|2LIT|34VULN|5LHND|6AART|7RCR|8AIRHEA|9DMG|aZMB
735	43424 12528	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9RPLT|aZMB
736	43424 12531	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aBEXP
737	43424 12532	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aLWND
738	43424 12534	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aRPLT
739	43424 12535	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aCGEN
740	43424 12536	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aLHND
741	43424 12538	   	156.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8ASPD|9ZMB|aRCVC
742	46136 22413	   	156.01	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4RPLT|5AART|68VULN|78DUST|8BPWR|9DLOT|aRCR
743	12256 23311	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DUST|3DLOT|4ZMB|58VULN|6RCR|7DMG|9LWND|aAART
744	12256 23336	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DUST|3DLOT|4ZMB|58VULN|6RCR|7DMG|9LIT|aAART
745	15254 23321	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2FEWX|3DLOT|4ZMB|5LEGI|6RCR|7DMG|89VULN|aAART
746	43424 17347	   	155.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9ERES|aASPD
747	43425 72321	   	155.90	DCR|2AART|2VULN|1CDMG|1ASPD	1MBVNT|2LIT|36VULN|47AART|5LWND|8RCR|9ASPD|aCDMG
748	22311 26353	 * 	155.89	DCR|2VULN|2DMG|2ASPD|2DUR	18ASPD|2DUST|38DUR|4CGEN|59VULN|68DMG|7RMIN|8BPWR|aRCR
749	11341 46321	   	155.87	DCR|2AART|2DMG|1VULN	1ERES|2RCVC|39AART|46DMG|5LIT|7MBVNT|8RCR|aVULN
750	43424 12625	   	155.86	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7DUR|8aCGEN|9RPLT|aBPWR
751	45233 12262	   	155.83	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1MBVNT|2SELL|38MLV|4RCR|5LEGI|68DMG|78DUR|8BPWR|9AART|aVULN
752	12244 23161	   	155.83	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2DUST|3DLOT|47DMG|5LEGI|6RCR|8VULN|9ZMB|aAART
753	12254 23321	   	155.83	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2DUST|3DLOT|4ZMB|5LEGI|6RCR|7DMG|89VULN|aAART
754	42431 44653	   	155.83	DCR|4VULN|1DMG|1CDMG	1MBVNT|26LHND|3CDMG|4FEWX|5678VULN|6BPWR|9DMG|aRCR
755	46333 41213	   	155.79	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|37DUR|4BEXP|5CDMG|68VULN|aRCR
756	43424 11131	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7RMIN|8BEXP|9CDMG|aZMB
757	43424 11431	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7RMIN|8LWND|9CDMG|aZMB
758	43424 14231	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7FEWX|8RMIN|9CDMG|aZMB
759	43424 14631	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7FEWX|8CGEN|9CDMG|aZMB
760	43424 17132	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9CDMG|aBELT
761	43424 17133	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8aBEXP|9CDMG
762	43424 17136	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2aLIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9CDMG
763	43424 17172	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9DMSP|aCDMG
764	43424 17432	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9CDMG|aBELT
765	43424 17433	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9CDMG|aBEXP
766	43424 17434	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9CDMG|aFEWX
767	43424 17531	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8CGEN|9RCVC|aCDMG
768	43424 18181	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7BELT|8ZMB|9CDMG|aRMIN
769	43424 18182	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7BELT|8ZMB|9CDMG|aCGEN
770	43424 18183	   	155.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7BELT|8ZMB|9CDMG|aBEXP
771	47713 34111	 * 	155.78	DCR|2DMG|1AART|3ASPD|2ZMB	1MBVNT|2DMSP|3BELT|47aASPD|5aDMG|6aZMB|8RCR|9AART|aBPWR
772	46433 12246	   	155.78	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	1MBVNT|2DMG|3VULN|4ZMB|5SELL|67DUR|8AART|9CDMG|aRCR
773	51341 13221	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2RCVC|3AART|4DMG|5LIT|6CDMG|7LHND|8aVULN|9RCR
774	51341 16221	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2RCVC|3AART|4DMG|5LIT|6CDMG|7BEXP|8aVULN|9RCR
775	43424 12171	   	155.77	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8SELL|9ASPD|aZMB
776	23336 23234	   	155.77	DCR|3VULN|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUR|45aVULN|7RCR|8LIT|9DMG
777	46421 43335	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DMG|345VULN|69CGEN|7RCR|8DUR|aCDMG
778	46421 43371	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8DUR|9CDMG|aLWND
779	46421 43373	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8DUR|9CDMG|aLHND
780	46421 43374	   	155.77	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8DUR|9CDMG|aBEXP
781	42122 18437	   	155.71	DCR|2VULN|2DMG|1AART	1MBVNT|28LHND|3MLV|48VULN|5RPLT|6AART|78DMG|8BPWR|9LWND|aRCR
782	43424 17138	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9CDMG|aCANHEL
783	43424 17143	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9ERES|aCDMG
784	43424 17436	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9CDMG|aLEGI
785	43424 17443	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8LWND|9ERES|aCDMG
786	43424 17522	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8CGEN|9TLV|aCDMG
787	43424 18184	   	155.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7BELT|8ZMB|9CDMG|aDUST
788	51341 11221	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2RCVC|3AART|4DMG|5LIT|6CDMG|7DUST|8aVULN|9RCR
789	46421 43372	   	155.67	DCR|3VULN|1DMG|1CDMG|1DUR	1MBVNT|2DMG|345VULN|6CGEN|7RCR|8DUR|9CDMG|aDUST
790	43424 11618	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9LWND|aASPD
791	43424 11625	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aFEWX
792	43424 11627	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aCGEN
793	43424 11628	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9ASPD|aLHND
794	43424 11651	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9DUR|aLHND
795	43424 11653	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9DUR|aRPLT
796	43424 11672	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9LHND|aDUR
797	43424 11681	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9RCVC|aDUR
798	43424 11684	   	155.66	DCR|2VULN|1AART|1DMG|1ASPD	1MBVNT|2LIT|38VULN|4AART|5DMG|6RCR|7RMIN|9RCVC|aASPD
799	43424 11377	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7RMIN|8DUR|9DMSP
800	43424 12277	   	155.66	DCR|2DMG|1AART|1VULN|1DUR	1MBVNT|2LIT|3VULN|4AART|5aDMG|6RCR|7DUR|8RMIN|9DMSP
801	43424 12318	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|89LWND
802	43424 12348	   	155.66	DCR|2VULN|1AART|1DMG|1DUR	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|7DUR|8LWND|9RCVC
