0	Index      	 *	Score 	Summary	Detail	
1	22433 65221	 * 	189.02	DCR|4VULN|3DMG|1ZMB	17aDMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR
667	62116 21234	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG|aMGNLIT
668	62135 43231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46aFEWX|7CDMG|8RCR|9DMG
669	62135 43233	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46FEWX|7CDMG|8RCR|9DMG|aLIT
670	62136 21231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4aFEWX|5CDMG|6RCVC|8RCR|9DMG
671	62136 21233	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4FEWX|5CDMG|6RCVC|8RCR|9DMG|aLIT
672	62136 21234	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4FEWX|5CDMG|6RCVC|8RCR|9DMG|aMGNLIT
673	63126 51231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2MLV|3TLV|4aFEWX|5CDMG|67VULN|8RCR|9DMG
674	63126 51233	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2MLV|3TLV|4FEWX|5CDMG|67VULN|8RCR|9DMG|aLIT
675	63216 51231	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2MLV|3aFEWX|4TLV|5CDMG|67VULN|8RCR|9DMG
676	63216 51233	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2MLV|3FEWX|4TLV|5CDMG|67VULN|8RCR|9DMG|aLIT
677	63233 31235	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3FEWX|4CDMG|6VULN|79DMG|8RCR|aERES
678	63233 31236	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3FEWX|4CDMG|6VULN|79DMG|8RCR|aTLV
679	63234 31235	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR|aERES
680	63234 31236	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3FEWX|4CDMG|5RCVC|6VULN|79DMG|8RCR|aTLV
681	63613 31235	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aERES
682	63613 31236	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aTLV
683	63624 21231	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3CDMG|4VULN|5RCVC|6DUST|79DMG|8RCR|aLIT
684	63624 21232	   	159.38	DCR|2DMG|1AART|1VULN|1CDMG	1AART|2MLV|3CDMG|4VULN|5RCVC|6DUST|79DMG|8RCR|aFEWX
685	23444 12312	   	159.37	DCR|3DMG|1VULN|2ZMB|1DUR	189DMG|2LHND|3DUR|4aZMB|5VULN|6RCR|7DUST
686	32544 23331	   	159.32	ACR|3VULN|1AART|1CDMG|1DUR	17FEWX|235VULN|4RCR|6CDMG|8DUR|9LEGI|aAART
687	22216 65123	   	159.31	DCR|3DMG|2VULN|2ASPD	137DMG|2DMSP|37BPWR|4BEXP|57ASPD|67VULN|8LWND|9TLV|aRCR
688	63232 34231	   	159.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1AART|2MLV|35aFEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG
689	63232 34233	   	159.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG|aLIT
690	63232 34235	   	159.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG|aRCVC
691	63612 34231	   	159.30	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7ZMB|8RCR|9DMG|aFEWX
692	32244 13125	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9BELT|aDMG
693	32244 13131	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	13aFEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG
694	32244 13133	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aLIT
695	32244 13134	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aMGNLIT
696	32244 13135	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aRCVC
697	32344 13125	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9BELT|aDMG
698	32344 13131	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1aFEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9DMG
699	32344 13133	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9DMG|aLIT
700	32344 13134	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9DMG|aMGNLIT
701	32344 13135	   	159.29	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|25VULN|3aRCVC|4RCR|6AART|7CDMG|8LHND|9DMG
702	61324 44653	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2RCVC|3MBVNT|4BEXP|5CDMG|69VULN|7DMG|8RCR|aTLV
703	62115 13233	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG|aTLV
704	62115 13236	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG|aERES
705	62115 23231	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG|aFEWX
706	62115 23234	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG|aMGNLIT
707	62116 21233	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG|aTLV
708	62116 21236	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG|aERES
709	62136 21236	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2DUST|37VULN|4FEWX|5CDMG|6RCVC|8RCR|9DMG|aERES
710	22433 55222	   	159.27	DCR|3VULN|2DMG|1ZMB	17DMG|26DMSP|3ZMB|47BEXP|578VULN|7BPWR|9RCR|aLWND
711	12135 36428	   	159.26	DCR|2VULN|2DMG|2ASPD|1ZMB	17BASICY|2aASPD|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8RCR|9ZMB
712	63533 31233	   	159.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1AART|25MLV|3LWND|4CDMG|6aVULN|7DMG|8RCR|9SELL
713	63534 31233	   	159.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1AART|2MLV|3LWND|4CDMG|5RCVC|6aVULN|7DMG|8RCR|9SELL
714	22612 63314	   	159.21	DCR|3VULN|2DMG|1CDMG	17DMG|2DMSP|348VULN|5FEWX|6DLOT|9CDMG|aRCR
715	32526 35133	   	159.21	DCR|3VULN|2DMG|1CDMG	1FEWX|236VULN|45DMG|7DUST|8LIT|9CDMG|aRCR
716	63612 34233	   	159.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7ZMB|8RCR|9DMG|aTLV
717	32544 11111	   	159.18	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9DUR|aCGEN
718	32544 11112	   	159.18	ACR|3VULN|1AART|1ZMB|1DUR	1aFEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9DUR
719	32544 11113	   	159.18	ACR|3VULN|1AART|1ZMB|1DUR	1FEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9DUR|aBEXP
720	62116 31214	 * 	159.18	DCR|2VULN|1AART|2CDMG|1FLTHEA	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9ERES|aFLTHEA
721	62136 31214	   	159.18	DCR|2VULN|1AART|2CDMG|1FLTHEA	1AART|2DUST|37VULN|4FEWX|56CDMG|8RCR|9ERES|aFLTHEA
722	62156 21231	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|24DUST|37VULN|5CDMG|6LEGI|8RCR|9DMG|aFEWX
723	62115 23233	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG|aTLV
724	62115 23236	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1AART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG|aERES
725	61422 13263	 * 	159.15	DCR|3AART|2VULN|1DMG	14aAART|2RCVC|3DMG|5LIT|67VULN|8MGNLIT|9RCR
726	31141 12451	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|3VULN|4DMG|5ASPD|6RCR|7DUST|8ZMB|9CDMG|aAART
727	31141 12151	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2BEXP|3VULN|4DMG|5ASPD|6RCR|7DUST|8CDMG|9ZMB|aAART
728	62156 21233	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|24DUST|37VULN|5CDMG|6LEGI|8RCR|9DMG|aTLV
