0	Index      	 *	Score 	Summary	Detail	
1	32426 12335	 * 	195.92	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	137aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8DUR|9DMG
664	32426 12314	   	166.95	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|89DUR|aERES
665	32426 12315	   	166.95	DCR|3VULN|1AART|2DUR|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|89DUR|aTLV
666	36127 64324	 * 	166.93	ACR|3VULN|2DMG|3DUR	138VULN|2MBVNT|4LWND|5RCR|68aDUR|78DMG|8BPWR|9ERES
667	12434 62312	 * 	166.91	DCR|2AART|2DMG|1CDMG|1FLTHEA	1LWND|2RMIN|3FLTHEA|47DMG|5aAART|6RCR|8CDMG|9BEXP
668	33216 13354	   	166.91	DCR|3VULN|1AART|2DUR|1ZMB|1SELL	129VULN|39MLV|4ERES|5AART|6RCR|7ZMB|89DUR|9BPWR|aSELL
669	33226 11354	   	166.91	DCR|3VULN|1AART|2DUR|1ZMB|1SELL	129VULN|39MLV|4ZMB|5AART|6RCR|7ERES|89DUR|9BPWR|aSELL
670	33433 66313	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	124VULN|3DMSP|5ZMB|6CDMG|7RCR|8FEWX|9DMG|aDUR
671	33432 25234	   	166.87	DCR|4VULN|2DMG	1249VULN|3DMSP|58DMG|6CGEN|7RCR|aERES
672	33432 25242	   	166.87	DCR|4VULN|2DMG	124aVULN|3DMSP|58DMG|6CGEN|7RCR|9DUST
673	36426 13314	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND|aMLV
674	36426 13316	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND|aLIT
675	36426 13317	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND|aFEWX
676	36426 13344	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9FEWX|aMLV
677	36426 13345	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9FEWX|aLHND
678	36426 13348	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9FEWX|aRCVC
679	36426 13351	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9RPLT|aLIT
680	36426 13353	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9RPLT|aRMIN
681	36426 13374	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9BEXP|aMLV
682	36426 13381	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9MLV|aRCVC
683	36426 13382	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9MLV|aLHND
684	36426 13384	   	166.82	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9aMLV
685	36478 34414	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2MBVNT|3DMG|4AART|5VENICY|6RPLT|7RCR|8ASPD|9CDMG
686	36478 34323	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19VULN|2MBVNT|3DMG|4AART|5VENICY|6RPLT|7RCR|8CDMG|aASPD
687	31434 34331	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|28VENICY|3RMIN|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aCDMG
688	32334 34331	   	166.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2RMIN|38AIRHEA|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aCDMG
689	33433 66211	   	166.80	DCR|5VULN|1CDMG|1ZMB	12489VULN|3DMSP|5ZMB|6CDMG|7RCR|aLIT
690	33433 66213	   	166.80	DCR|5VULN|1CDMG|1ZMB	12489VULN|3DMSP|5ZMB|6CDMG|7RCR|aRPLT
691	33433 66113	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	124VULN|3DMSP|5ZMB|6CDMG|7RCR|8MBVNT|9DMG|aASPD
692	23162 43232	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|3aVULN|4AART|5ZMB|6RCR|7BEXP|8DMG|9CGEN
693	23162 43236	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3VULN|4AART|5ZMB|6RCR|7BEXP|8aDMG|9CGEN
694	23162 44233	   	166.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3VULN|4AART|5ZMB|6RCR|7LHND|8aDMG|9CGEN
695	25162 42232	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2BEXP|3aVULN|4AART|5ZMB|6RCR|7DUR|8DMG|9CGEN
696	26612 42232	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2aVULN|3ZMB|4AART|5BEXP|6RCR|7DUR|8DMG|9CGEN
697	36411 24683	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RPLT|aDUR
698	36411 24267	   	166.74	DCR|3VULN|2DMG|1DUR|1ASPD	14aVULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RMIN|9DUR
699	36411 24653	   	166.74	DCR|3DMG|2VULN|1DUR|1ASPD	14VULN|2MBVNT|34aDMG|4BPWR|5BEXP|6ASPD|7RCR|8RPLT|9DUR
700	36426 13311	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND|aDUST
701	36426 13315	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND|aLEGI
702	36426 13321	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9ERES|aRCVC
703	36426 13322	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9ERES|aLHND
704	36426 13324	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9ERES|aMLV
705	36426 13334	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LEGI|aMLV
706	36426 13335	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LEGI|aLHND
707	36426 13338	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LEGI|aBELT
708	36426 13341	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9FEWX|aDUST
709	36426 13352	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9RPLT|aERES
710	36426 13354	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9RPLT|aLEGI
711	36426 13371	   	166.72	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9BEXP|aDUST
712	36426 14633	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aVULN|2MBVNT|37DMG|4DUR|5RCR|6ZMB|8RPLT|9CDMG
713	33433 66212	   	166.70	DCR|5VULN|1CDMG|1ZMB	12489VULN|3DMSP|5ZMB|6CDMG|7RCR|aERES
714	23162 41232	   	166.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|3aVULN|4AART|5ZMB|6RCR|7DUST|8DMG|9CGEN
715	23162 41236	   	166.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3VULN|4AART|5ZMB|6RCR|7DUST|8aDMG|9CGEN
716	36418 24263	   	166.64	DCR|3VULN|2DMG|1DUR|1ASPD	14aVULN|2MBVNT|34DMG|4BPWR|5DUST|6ASPD|7RCR|8RMIN|9DUR
717	36236 41337	   	166.64	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|48aDMG|5RCR|689BEXP|8BPWR
718	36236 41341	   	166.64	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aRCVC
719	36236 41342	   	166.64	ACR|3VULN|3DMG	178VULN|2MBVNT|3aLWND|489DMG|5RCR|68BEXP|8BPWR
720	36236 41347	   	166.64	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aCGEN
721	36236 41348	   	166.64	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aLHND
722	36426 13325	   	166.62	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9ERES|aDUST
723	36426 13327	   	166.62	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9ERES|aLEGI
724	36426 13331	   	166.62	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18VULN|2MBVNT|38DMG|4DUR|5RCR|6ZMB|78ASPD|8BPWR|9LEGI|aDUST
725	33426 13236	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12VULN|38DMSP|4DUR|5aAART|6RCR|7LWND|9DMG
726	33426 15231	   	166.61	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7RCVC|9DMG|aCGEN
727	33426 15232	   	166.61	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7RCVC|9DMG|aFEWX
728	33426 15233	   	166.61	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7RCVC|9DMG|aRPLT
729	33426 16331	   	166.61	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7FEWX|9DMG|aBEXP
730	33426 16332	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7FEWX|9DMG|aLWND
731	36462 32282	   	166.60	DCR|4VULN|2DMG|1ASPD	1569VULN|2MBVNT|37DMG|4BELT|8ASPD|aRCR
732	63122 33635	   	166.59	ACR|4VULN|1AART|2ZMB	1aDUST|2FEWX|367aVULN|4aZMB|5RCR|8AART|9BELT|aBPWR
733	33246 13236	   	166.59	ACR|4VULN|1AART|1CDMG	1268VULN|35MLV|4RCR|7CDMG|9BELT|aAART
734	33265 24333	   	166.58	DCR|4VULN|1AART|1DMG	1245VULN|3MLV|6CGEN|7DMG|8AART|9LHND|aRCR
735	13132 15236	   	166.57	ACR|2VULN|2DMG|1AART|1ASPD	1LWND|2FEWX|39VULN|4aDMG|5RCR|6RPLT|7ASPD|8AART
736	36236 41326	   	166.54	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|48aDMG|5RCR|68BEXP|8BPWR|9ERES
737	36236 41344	   	166.54	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aERES
738	36236 41345	   	166.54	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aDUST
739	36236 41346	   	166.54	ACR|3VULN|3DMG	178VULN|2MBVNT|3LWND|489DMG|5RCR|68BEXP|8BPWR|aTLV
740	33226 33155	   	166.52	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6CGEN|7RCR|9BEXP
741	33226 33165	   	166.52	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6CGEN|7RCR|9LHND
742	36473 12217	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9DUR|aLHND
743	36473 12226	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9BEXP|aDUR
744	36473 12252	   	166.52	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9LWND|aDUR
745	31433 11123	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2VENICY|3RMIN|47DMG|5ZMB|8LWND|9RCR|aAART
746	32333 11123	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2RMIN|3AIRHEA|47DMG|5ZMB|8LWND|9RCR|aAART
747	56433 11123	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	1CANSTR|2RMIN|36VULN|47DMG|5ZMB|8LWND|9RCR|aAART
748	36412 47451	   	166.52	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6FEWX|7DUST|8ZMB|9RCR|aAART
749	33426 16333	   	166.51	DCR|2AART|2VULN|1DMG|1DUR	12VULN|3DMSP|4DUR|58AART|6RCR|7FEWX|9DMG|aLEGI
750	36426 33744	   	166.47	ACR|4VULN|1DMG|2DUR|1ASPD	167aVULN|2MBVNT|3DMG|49DUR|5RCR|8ASPD
751	33226 13636	   	166.47	DCR|3VULN|2AART|1ZMB	129VULN|39MLV|4ZMB|5aAART|6RCR|7LWND|89BEXP|9BPWR
752	33226 16632	   	166.47	DCR|3VULN|2AART|1ZMB	129VULN|39MLV|4ZMB|5aAART|6RCR|7FEWX|89BEXP|9BPWR
753	32426 33135	   	166.42	DCR|4VULN|1AART|1ZMB	138aVULN|2RMIN|3BPWR|4ZMB|5AART|6CGEN|7RCR|9DUST
754	33226 23155	   	166.42	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6TLV|7RCR|9BEXP
755	33226 23165	   	166.42	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6TLV|7RCR|9LHND
756	33226 33135	   	166.42	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6CGEN|7RCR|9DUST
757	33226 43125	   	166.42	DCR|4VULN|1AART|1ZMB	128aVULN|3MLV|4ZMB|5AART|6ERES|7RCR|9CGEN
758	36473 12213	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9DUR|aDUST
759	36473 12218	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9DUR|aERES
760	36473 12272	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9LEGI|aDUR
761	36411 24681	   	166.41	DCR|3VULN|2DMG|2ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6aASPD|7RCR|8RPLT
762	61334 61331	   	166.41	DCR|2AART|2DMG|1VULN|1DUR	1DUST|2MLV|3VENICY|49DMG|58AART|6RCR|7DUR|aVULN
763	36421 23364	   	166.41	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1VULN|2MBVNT|3DMG|45DUR|6ASPD|78AART|9RCR|aCDMG
764	36415 32484	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14VULN|2MBVNT|34DMG|4BPWR|57LHND|6ZMB|8RCR|9CDMG|aDUR
765	36415 33484	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	14VULN|2MBVNT|34DMG|4BPWR|5LHND|6ZMB|7RCVC|8RCR|9CDMG|aDUR
766	36416 17111	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6LIT|7ZMB|8RCR|9CDMG|aFEWX
767	36416 17112	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6aLIT|7ZMB|8RCR|9CDMG
768	21532 13212	   	166.37	DCR|3DMG|1AART|1VULN|1DUR|1SELL	1LIT|2SELL|3LWND|45aDMG|6DUR|7RCR|8AART|9VULN
769	16136 33821	   	166.35	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1LWND|2MBVNT|36VULN|4DMG|5RCR|7SELL|8AART|9CDMG|aZMB
770	36236 33821	   	166.35	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	16VULN|2MBVNT|3LWND|4DMG|5RCR|7SELL|8AART|9CDMG|aZMB
771	22162 42251	   	166.30	DCR|2VULN|2DMG|1AART|2DUR|1ZMB|1MSE	1aLIT|2MSE|3aVULN|4AART|5ZMB|6RCR|79DUR|8aDMG|aBPWR
772	36412 35225	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7BASICY|8RCR|9CDMG|aASPD
773	36416 17113	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6LIT|7ZMB|8RCR|9CDMG|aDUST
774	32426 63112	   	166.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	138VULN|2RMIN|3BPWR|4ZMB|5AART|6ASPD|7RCR|9RPLT|aDUR
775	33226 63112	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9RPLT|aDUR
776	33226 63141	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9DUR|aBEXP
777	33226 63142	   	166.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9DUR|aLHND
778	33226 63152	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9BEXP|aDUR
779	33426 63113	   	166.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	128VULN|3DMSP|4DUR|5AART|6ASPD|7RCR|9RPLT|aZMB
780	32426 12211	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LWND|aFEWX
781	32426 12213	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LWND|aCGEN
782	32426 12221	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9BEXP|aBELT
783	32426 12222	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9BEXP|aRCVC
784	32426 12223	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9BEXP|aLWND
785	32426 12251	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9aCGEN
786	32426 12252	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9CGEN|aFEWX
787	32426 12253	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2aRMIN|3BPWR|4ZMB|58AART|6RCR|9CGEN
788	32426 12261	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LHND|aFEWX
789	32426 12263	   	166.27	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LHND|aCGEN
790	16136 33832	   	166.23	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1LWND|2MBVNT|36VULN|49DMG|5RCR|7SELL|8AART|aDUR
791	36236 33832	   	166.23	ACR|2VULN|2DMG|1AART|1DUR|1SELL	16VULN|2MBVNT|3LWND|49DMG|5RCR|7SELL|8AART|aDUR
792	36411 48222	   	166.22	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79CGEN|8RCR|aLHND
793	36411 48223	   	166.22	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79CGEN|8RCR|aLIT
794	36411 48224	   	166.22	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5aBEXP|6DUST|79CGEN|8RCR
795	36411 48225	   	166.22	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79CGEN|8RCR|aLWND
796	36411 48226	   	166.22	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79CGEN|8RCR|aMLV
797	33226 63143	   	166.20	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	128VULN|3MLV|4ZMB|5AART|6ASPD|7RCR|9DUR|aLEGI
798	32426 15331	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|7RCVC|8DUR|9DMG|aBEXP
799	32426 15332	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|7RCVC|8DUR|9DMG|aLWND
800	32426 12214	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LWND|aERES
801	32426 12215	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9LWND|aTLV
802	32426 12224	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9BEXP|aERES
803	32426 12225	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9BEXP|aTLV
804	32426 12241	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9ERES|aCGEN
805	32426 12242	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9ERES|aFEWX
806	32426 12243	   	166.17	DCR|3VULN|2AART|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|9ERES|aRPLT
807	33216 13156	   	166.17	DCR|3VULN|2AART|1ZMB	128VULN|3MLV|4ERES|5aAART|6RCR|7ZMB|9BEXP
808	33226 11156	   	166.17	DCR|3VULN|2AART|1ZMB	128VULN|3MLV|4ZMB|5aAART|6RCR|7ERES|9BEXP
809	33226 12162	   	166.17	DCR|3VULN|2AART|1ZMB	127VULN|3MLV|4ZMB|59AART|6RCR|8BASICY|aCGEN
810	33226 12165	   	166.17	DCR|3VULN|2AART|1ZMB	127VULN|3MLV|4ZMB|59AART|6RCR|8BASICY|aLWND
811	33226 12636	   	166.17	DCR|3VULN|2AART|1ZMB	127VULN|3MLV|4ZMB|5aAART|6RCR|8BEXP|9TLV
812	36416 17114	   	166.16	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1SELL	14VULN|2MBVNT|34DMG|4BPWR|5ASPD|6LIT|7ZMB|8RCR|9CDMG|aSELL
813	36411 48221	   	166.12	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6aDUST|79CGEN|8RCR
814	34426 13111	   	166.07	DCR|3VULN|1AART|2ASPD|1ZMB	138VULN|23ASPD|3BPWR|4ZMB|5AART|6RMIN|7RCR|9RPLT|aCGEN
815	34426 13121	   	166.07	DCR|3VULN|1AART|2ASPD|1ZMB	138VULN|23ASPD|3BPWR|4ZMB|5AART|6RMIN|7RCR|9CGEN|aBELT
816	34426 13122	   	166.07	DCR|3VULN|1AART|2ASPD|1ZMB	138VULN|23ASPD|3BPWR|4ZMB|5AART|6RMIN|7RCR|9CGEN|aRCVC
817	34426 13123	   	166.07	DCR|3VULN|1AART|2ASPD|1ZMB	138VULN|23ASPD|3BPWR|4ZMB|5AART|6RMIN|7RCR|9CGEN|aLWND
818	32426 15333	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|7RCVC|8DUR|9DMG|aLEGI
819	32416 12316	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9LHND|aZMB
820	32416 12361	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13VULN|2RMIN|3BPWR|4ERES|5AART|6RCR|7DMG|8DUR|9ZMB|aRPLT
821	33216 12316	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12VULN|3MLV|4ERES|5AART|6RCR|7DMG|8DUR|9LHND|aZMB
822	33226 12163	   	166.07	DCR|3VULN|2AART|1ZMB	127VULN|3MLV|4ZMB|59AART|6RCR|8BASICY|aERES
823	33226 12164	   	166.07	DCR|3VULN|2AART|1ZMB	127VULN|3MLV|4ZMB|59AART|6RCR|8BASICY|aDUST
824	36411 44222	   	166.02	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79ERES|8RCR|aLHND
825	36411 44223	   	166.02	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79ERES|8RCR|aLIT
826	36411 44224	   	166.02	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5aBEXP|6DUST|79ERES|8RCR
827	36411 44225	   	166.02	DCR|3VULN|3DMG	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79ERES|8RCR|aLWND
