0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
617	52114 31224	   	168.83	ACR|2VULN|2AART|1DMG|1DUR	1LHND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aCGEN
618	11261 12536	   	168.82	ACR|2VULN|1AART|3CDMG|2DUR	19aCDMG|29DUR|3RCR|4TLV|5AART|6LWND|79VULN|8RCVC|9BPWR
619	22161 23166	   	168.80	ACR|3DMG|1AART|1VULN	1LWND|2RCR|3VULN|4ERES|5RCVC|6AART|79aDMG|8FEWX
620	22161 23266	   	168.80	ACR|3DMG|1AART|1VULN	1LWND|2RCR|3VULN|4ERES|5RCVC|6AART|79aDMG|8LHND
621	22161 23426	   	168.80	ACR|3DMG|1AART|1VULN	1LWND|2RCR|3VULN|4ERES|5RCVC|6AART|79aDMG|8LSRICY
622	52436 23231	   	168.76	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	14LHND|2RCR|34ASPD|4BPWR|5VULN|6RMIN|7CDMG|8ZMB|9DMG|aAART
623	22362 24136	   	168.74	ACR|3VULN|2DMG|1ZMB|1SELL	1LWND|2RCR|3ZMB|4CANHEL|568VULN|7aDMG|9SELL
624	22114 31222	   	168.73	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aERES
625	52114 31222	   	168.73	ACR|2VULN|2AART|1DMG|1DUR	1LHND|2RCR|37VULN|4MGNLIT|5DUR|68AART|9DMG|aERES
626	42336 15131	   	168.72	ACR|2VULN|1AART|2ZMB|1CDMG|2DUR	14DUR|2RCR|34ZMB|4BPWR|57VULN|6LHND|8ERES|9CDMG|aAART
627	42333 13141	   	168.70	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8BEXP|aAART
628	42333 13441	   	168.70	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8FEWX|aAART
629	41235 12233	   	168.70	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	17DUR|236VULN|4AART|5ZMB|8ASPD|9RCR|aRCVC
630	11252 22315	   	168.65	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|26DUR|3RCR|4DMSP|5VULN|7AART|8RCVC|9ZMB|aDMG
631	15242 33532	   	168.64	ACR|3DMG|3CDMG|1AART	159CDMG|256FEWX|3RCR|4RMIN|59aBPWR|79aDMG|8AART
632	11225 32165	 * 	168.61	ACR|1AART|1VULN|1DMG|2FLTHEA|1CDMG|1DUR	1CDMG|2DUR|3RCR|49FLTHEA|5BELT|6DMG|7VULN|8RPLT|aAART
633	42333 11441	   	168.60	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|7DUST|89DMG|aAART
634	42333 13246	   	168.60	ACR|2DMG|3ZMB|1AART|2DUR	14DUR|2RCR|345ZMB|4BPWR|6LIT|79DMG|8LEGI|aAART
635	11223 67318	   	168.59	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1CDMG|2aDUR|3RCR|4FLTHEA|5MBVNT|6TLV|7VULN|8AART|9DMG
636	42332 34335	   	168.56	ACR|3ZMB|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|7DMG|8CDMG|9LWND|aVULN
637	42332 34342	   	168.56	ACR|3ZMB|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|7DMG|8CDMG|9RPLT|aVULN
638	42332 34531	   	168.56	ACR|3ZMB|1VULN|1DMG|1CDMG|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|7DMG|8LIT|9VULN|aCDMG
639	22121 41211	   	168.55	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LWND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7DUR|8SELL|aAART
640	52121 41211	   	168.55	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1LHND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7DUR|8SELL|aAART
641	52122 13252	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|2RCR|3VULN|4ZMB|5LIT|69DUR|7DMG|8AART|aCDMG
642	42122 43252	   	168.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|7DMG|8AART|aCDMG
643	52166 13111	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16LHND|2RCR|39VULN|4ERES|5CDMG|7DUR|8DMG|aAART
644	11252 22211	   	168.53	ACR|2VULN|2AART|3DUR|1CDMG	1CDMG|268DUR|3RCR|4DMSP|59VULN|7aAART
645	42133 66113	   	168.51	ACR|2VULN|2DMG|1CDMG|2DUR	17DUR|2RCR|37VULN|4LHND|5MLV|67DMG|7BPWR|8BEXP|9FEWX|aCDMG
646	16562 12322	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LIT|37DMG|4RCR|5VULN|6RMIN|8ZMB|9AART|aCGEN
647	16562 12323	   	168.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LIT|37DMG|4RCR|5VULN|6RMIN|8ZMB|9AART|aLHND
648	16562 13322	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2LIT|3DMG|4RCR|57VULN|6RMIN|8ZMB|9AART|aCGEN
649	16562 13323	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2LIT|3DMG|4RCR|57VULN|6RMIN|8ZMB|9AART|aLHND
650	12242 33131	   	168.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2RCVC|3LHND|4RCR|5VULN|6ZMB|7DUR|8DMG|9AART|aASPD
651	12642 36111	   	168.44	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCVC|3DUR|4RCR|5aVULN|6BEXP|78DMG|9aFEWX|aBPWR
652	12642 36121	   	168.44	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCVC|3DUR|4RCR|5aVULN|6BEXP|78DMG|9aLHND|aBPWR
653	12642 36131	   	168.44	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCVC|3DUR|4RCR|5aVULN|6BEXP|78DMG|9aLWND|aBPWR
654	12642 36221	   	168.44	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCVC|3DUR|4RCR|5aVULN|6BEXP|79DMG|8aLHND|aBPWR
655	12642 36321	   	168.44	ACR|2VULN|2DMG|2CDMG|1DUR	1aCDMG|2RCVC|3DUR|4RCR|5aVULN|6BEXP|79DMG|8aFEWX|aBPWR
656	41111 43232	   	168.42	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|3TLV|4RCR|5RCVC|67DMG|8aCGEN|aBPWR
657	41311 43232	   	168.42	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|3ERES|4RCR|5RCVC|67DMG|8aCGEN|aBPWR
658	42133 66313	   	168.41	ACR|2VULN|2DMG|1CDMG|2DUR	17DUR|2RCR|37VULN|4LHND|5MLV|67DMG|7BPWR|8DUST|9FEWX|aCDMG
659	13442 32132	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|3ERES|4RCR|5aVULN|6ZMB|7LWND|8DMG|9AART
660	16562 12321	   	168.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LIT|37DMG|4RCR|5VULN|6RMIN|8ZMB|9AART|aDUST
661	16562 13321	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2LIT|3DMG|4RCR|57VULN|6RMIN|8ZMB|9AART|aDUST
662	65212 12163	   	168.40	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MLV|2FEWX|3DUST|4RCR|58DMG|6CDMG|7ZMB|9AART|aVULN
663	11211 61232	   	168.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|57AART|6DMG|9DMSP|aVULN
664	11211 64333	   	168.39	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|59AART|6DMG|7LWND|aVULN
665	11161 11542	   	168.32	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3LHND|4DMG|5AART|6LWND|7RCR|8RCVC|9aVULN
666	11211 61221	   	168.29	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4MLV|57AART|6DMG|9CANHEL|aVULN
667	11261 61232	   	168.29	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|57AART|6DMG|9DMSP|aVULN
668	11261 64333	   	168.29	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|59AART|6DMG|7LWND|aVULN
669	11221 66116	   	168.29	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|56DUST|78VULN|8BPWR|9FEWX|aDMG
670	11221 66153	   	168.29	ACR|2VULN|1DMG|2CDMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|56DUST|78VULN|8BPWR|9LIT|aDMG
671	12326 23634	   	168.25	DCR|4VULN|1DMG|2CDMG	18CDMG|2RCVC|38ERES|4568VULN|7BELT|8BPWR|9RCR|aDMG
672	52114 16223	   	168.23	ACR|2VULN|2AART|1DMG|1DUR	1LHND|2RCR|3aVULN|4MGNLIT|5DUR|6DMSP|78AART|9DMG
673	41311 33132	   	168.22	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|38ERES|4RCR|5RCVC|6TLV|7aDMG|aBPWR
674	41311 33632	   	168.22	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|3ERES|4RCR|5RCVC|68TLV|7aDMG|aBPWR
675	13126 52532	   	168.19	DCR|2VULN|1AART|1DMG|2CDMG	18CDMG|2CGEN|3BEXP|4DMG|5AART|6RCR|7FEWX|9aVULN
676	13226 52532	   	168.19	DCR|2VULN|1AART|1DMG|2CDMG	18CDMG|2CGEN|3FEWX|4DMG|5AART|6RCR|7BEXP|9aVULN
677	11261 61221	   	168.19	ACR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|57AART|6DMG|9CANHEL|aVULN
678	11221 66126	   	168.19	ACR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR	18CDMG|28DUR|3RCR|4FLTHEA|56DUST|78VULN|8BPWR|9LEGI|aDMG
679	12245 13132	   	168.14	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3LHND|4RCR|5CGEN|6aVULN|7DUR|8DMG|9AART
680	42113 36225	   	168.13	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2RCR|3aVULN|4MGNLIT|5RMIN|6ERES|78AART|9DMG
681	42113 36226	   	168.13	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4MGNLIT|5RMIN|6ERES|78AART|9aDMG
682	42116 36223	   	168.13	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4MGNLIT|59DMG|6ERES|78AART|aBEXP
683	21236 22641	   	168.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LWND|23VULN|46DUR|5CDMG|7AART|8RCR|9RPLT|aDMG
684	12313 16111	 * 	168.05	DCR|2VULN|3CDMG|1DMG|1FLTHEA|2RCVC	19aCDMG|25RCVC|3aERES|4DMG|6RCR|7FLTHEA|8aVULN|aBPWR
685	12241 13135	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3LHND|4RCR|5TLV|6aVULN|7DUR|8DMG|9AART
686	12641 12135	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3DUR|4RCR|5TLV|6aVULN|7LWND|8DMG|9AART
687	42116 36222	   	168.03	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4MGNLIT|59DMG|6ERES|78AART|aLEGI
688	42442 13121	   	168.01	ACR|2VULN|1AART|2ASPD|1CDMG|2DUR	14DUR|2RCR|35ASPD|6CDMG|7BELT|8aVULN|9AART
689	15253 53222	   	168.01	ACR|2DMG|1AART|1VULN|2CDMG	15CDMG|25FEWX|3RCR|4DMSP|5BPWR|6AART|78DMG|9NUKE|aVULN
690	42332 34633	   	167.99	ACR|3DMG|3ZMB|2DUR|1ASPD	14DUR|2RCR|346ZMB|4BPWR|5ASPD|79aDMG|8MBVNT
691	11223 67238	   	167.99	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1CDMG|2aDUR|3RCR|4FLTHEA|5MBVNT|6TLV|7VULN|8DMG|9AART
692	21411 41214	   	167.96	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1LWND|29VULN|3ASPD|4RCR|5RCVC|6aDMG|7DUR|8CDMG
693	22121 43316	   	167.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2RCR|39aVULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP
694	52121 43316	   	167.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCR|39aVULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP
695	42124 11345	   	167.94	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	19DUR|2RCR|39VULN|4ZMB|58ERES|69CDMG|7MBVNT|9BPWR|aDMG
696	41114 23132	   	167.92	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|3TLV|4RCR|58ERES|6RCVC|7aDMG|aBPWR
697	41114 23632	   	167.92	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|38TLV|4RCR|5ERES|6RCVC|7aDMG|aBPWR
698	15442 32111	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|23FEWX|4RCR|59VULN|6ZMB|7LWND|8DMG|aAART
699	13122 35626	   	167.89	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|39BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|aRCVC
700	11242 12131	   	167.89	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	15CDMG|25DUR|3RCR|4RMIN|5BPWR|6VULN|7LWND|8DMG|9AART|aASPD
701	22121 43116	   	167.85	ACR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2RCR|39aVULN|4ZMB|5RCVC|6DMG|7CDMG|8DUST
702	52121 43116	   	167.85	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCR|39aVULN|4ZMB|5RCVC|6DMG|7CDMG|8DUST
703	13442 32111	   	167.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|3ERES|4RCR|59VULN|6ZMB|7LWND|8DMG|aAART
704	11234 26313	   	167.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DUR|3RCR|4BEXP|5LSRICY|6ZMB|7VULN|8AART|9DMG|aASPD
705	22346 22411	   	167.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2RCR|3ZMB|4DUR|59VULN|68LHND|7AART|aDMG
706	42122 33661	   	167.78	ACR|3DMG|1VULN|2ZMB|2DUR	19DUR|2RCR|3VULN|49ZMB|5LIT|6FEWX|789DMG|9BPWR|aLHND
707	42122 33662	   	167.78	ACR|3DMG|1VULN|2ZMB|2DUR	19DUR|2RCR|3VULN|49ZMB|5LIT|6FEWX|789DMG|9BPWR|aRMIN
708	42122 33663	   	167.78	ACR|3DMG|1VULN|2ZMB|2DUR	19DUR|2RCR|3VULN|49ZMB|5LIT|6FEWX|789DMG|9BPWR|aBEXP
709	52125 13222	   	167.76	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCR|3VULN|4ZMB|5FEWX|6LIT|7DMG|89AART|aCDMG
710	52222 32222	   	167.76	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2RCR|3FEWX|4ZMB|5DMG|6VULN|7LIT|89AART|aCDMG
711	21111 43635	   	167.74	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2aVULN|3TLV|4RCR|5RCVC|6DMG|7CDMG|8AART|9DUR
712	13442 36111	   	167.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|3ERES|4RCR|59VULN|6ZMB|7DUST|8DMG|aAART
713	11225 32113	   	167.68	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5BELT|6DMG|79VULN|8RPLT|aZMB
714	52123 34131	 * 	167.65	ACR|2VULN|2DMG|2CDMG|2ZMB|2ASPD|1MSE	18LHND|2RCR|3aVULN|48ZMB|5MSE|6aASPD|78DMG|8aBPWR|9aCDMG
715	22152 13224	   	167.63	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|3aVULN|4CGEN|5LIT|6DUR|7DMG|89AART
716	42133 62213	   	167.63	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4LHND|5MLV|69DMG|7LIT|8aAART
717	42133 62224	   	167.63	ACR|2VULN|2AART|1DMG|1DUR	1DUR|2RCR|3aVULN|4LHND|5MLV|6DMG|7LIT|89AART
718	42134 62213	   	167.63	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4LHND|5CGEN|69DMG|7LIT|8aAART
719	11223 57124	   	167.62	ACR|2VULN|3CDMG|2FLTHEA|2DUR|1ASPD	168CDMG|29DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|aASPD
720	42122 33635	   	167.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6FEWX|78DMG|9RCVC|aAART
721	11221 22133	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7LWND|89VULN|aDMG
722	11221 26126	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|78VULN|9CGEN|aDMG
723	11221 26212	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7aVULN|8DMG|9CGEN
724	11221 26215	   	167.58	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8aDMG|9CGEN
725	11221 26236	   	167.58	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8aDMG|9DMSP
726	11221 26443	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|79VULN|8FEWX|aDMG
727	11223 22136	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7LWND|89VULN|aDMG
728	11223 27127	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9CGEN|aDMG
729	11223 27212	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7aVULN|8DMG|9CGEN
730	11223 27216	   	167.58	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8aDMG|9CGEN
731	11223 27237	   	167.58	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8aDMG|9DMSP
732	11223 27247	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7aVULN|8DMG|9LHND
733	11223 27456	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|79VULN|8FEWX|aDMG
734	11223 44156	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6BEXP|7ZMB|89VULN|aDMG
735	11223 48456	   	167.58	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6BEXP|79VULN|8ZMB|aDMG
736	11226 12225	   	167.58	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6VULN|7LHND|8aDMG|9ZMB
737	12541 13135	 * 	167.56	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB	17CDMG|2RCVC|3DMSP|47ZMB|57MLV|6RCR|7BPWR|8AART|9DMG|aVULN
738	12145 13112	   	167.54	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3FEWX|4RCR|5CGEN|69VULN|7DUR|8DMG|aAART
739	12245 13111	   	167.54	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3LHND|4RCR|5CGEN|69VULN|7DUR|8DMG|aAART
740	22162 13224	   	167.53	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|3aVULN|4ERES|5LIT|6DUR|7DMG|89AART
741	22521 13224	   	167.53	ACR|2VULN|2AART|1DMG|1DUR	1LWND|2RCR|3LIT|4ERES|5aVULN|6DUR|7DMG|89AART
742	42136 62213	   	167.53	ACR|2DMG|2AART|1VULN|1DUR	1DUR|2RCR|3VULN|4LHND|5ERES|69DMG|7LIT|8aAART
743	41311 42115	   	167.52	ACR|2VULN|2DMG|2ZMB|2DUR	19DUR|29VULN|38ERES|4RCR|5RCVC|6aDMG|79ZMB|9BPWR
744	11221 23143	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7LEGI|89VULN|aDMG
745	11221 26146	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|78VULN|9TLV|aDMG
746	11221 26156	   	167.48	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|78VULN|9ERES|aDMG
747	11221 26242	   	167.48	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7aVULN|8DMG|9ERES
748	11221 26245	   	167.48	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8aDMG|9ERES
749	11221 56222	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6TLV|7aVULN|8DMG|9ZMB
750	11221 56225	   	167.48	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6TLV|7VULN|8aDMG|9ZMB
751	11223 23156	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7LEGI|89VULN|aDMG
752	11223 27157	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9TLV|aDMG
753	11223 27167	   	167.48	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9ERES|aDMG
754	11223 27176	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|78VULN|9DUST|aDMG
755	11223 27252	   	167.48	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7aVULN|8DMG|9ERES
756	11223 27256	   	167.48	ACR|2DMG|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8aDMG|9ERES
757	11226 46222	   	167.48	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5TLV|6DUST|7aVULN|8DMG|9ZMB
758	42126 11446	 * 	167.45	ACR|3VULN|2CDMG|3DUR|1ZMB	189DUR|2RCR|39aVULN|4ZMB|5TLV|69CDMG|7MBVNT|9BPWR
759	12141 13112	   	167.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3FEWX|4RCR|5TLV|69VULN|7DUR|8DMG|aAART
760	12241 13111	   	167.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3LHND|4RCR|5TLV|69VULN|7DUR|8DMG|aAART
761	12641 12111	   	167.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2RCVC|3DUR|4RCR|5TLV|69VULN|7LWND|8DMG|aAART
762	11213 35323	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5LWND|6aVULN|7LIT|8AART|9DMG
763	11213 35363	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5LWND|69VULN|7LIT|8AART|aDMG
764	11215 16323	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5aVULN|6LHND|7LIT|8AART|9DMG
765	11215 16363	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|59VULN|6LHND|7LIT|8AART|aDMG
766	11215 25323	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5aVULN|6LWND|7LIT|8AART|9DMG
767	11215 25363	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|59VULN|6LWND|7LIT|8AART|aDMG
768	11232 23514	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|4BEXP|5LIT|6RPLT|79DMG|8AART|aVULN
