0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
642	33448 72274	   	153.87	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5MGNSTR|69DMG|79VULN|8LEGI|9BPWR|aRPLT
643	13531 25114	   	153.83	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|6VULN|7LSRREG|8CDMG|9DUR
644	41161 14332	   	153.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3BELT|4LIT|5ZMB|6DMG|7AART|8CDMG|9RCR|aVULN
645	13533 52341	   	153.83	ACR|4VULN|2ZMB|1DUR	1LSRICY|2DUST|3RCR|45ZMB|6DUR|789aVULN
646	33281 47215	   	153.81	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|2MBVNT|3LWND|4RCR|5ZMB|6CGEN|78AART|9DMG|aVULN
647	33381 47215	   	153.81	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CGEN|78AART|9DMG|aVULN
648	33182 12457	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|6VULN|7RCR|8RMIN|9ZMB|aAART
649	33182 12753	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|6VULN|7RCR|8CGEN|9ZMB|aAART
650	33343 12457	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6VULN|7RCR|8RMIN|9ZMB|aAART
651	33343 12753	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6VULN|7RCR|8CGEN|9ZMB|aAART
652	41121 33215	 * 	153.78	ACR|3VULN|1DMG|2ASPD|1DUR	1LWND|27ASPD|3BELT|48aVULN|5RCR|6DUR|9DMG
653	33177 14322	   	153.78	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|35DMG|4VULN|6CDMG|7RPLT|8LIT|9AART|aRCR
654	33281 57312	   	153.77	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3LWND|4RCR|5ZMB|6ASPD|7AART|8aVULN|9DUR
655	33444 13332	   	153.77	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4RCR|5LIT|69DMG|7AART|8ASPD|aZMB
656	33442 71487	   	153.77	ACR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aLEGI
657	33446 21484	   	153.74	ACR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5DMG|7VULN|8LEGI|9aAART
658	33441 12728	 * 	153.74	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7DMG|8aAART|9BEXP
659	33181 12753	   	153.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|6VULN|7RCR|8CGEN|9ZMB|aAART
660	33182 12253	   	153.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|6VULN|7RCR|8TLV|9ZMB|aAART
661	33343 12253	   	153.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6VULN|7RCR|8TLV|9ZMB|aAART
662	22154 21214	   	153.69	DCR|2AART|1VULN|1DMG|1ZMB	1MLV|27LHND|3FEWX|48AART|5ZMB|6RCR|9DMG|aVULN
663	33446 12342	 * 	153.68	ACR|3DMG|2ASPD|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4RCR|57aDMG|6CDMG|89ASPD
664	33436 34442	   	153.67	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5LWND|6AART|7DMG|8RCR|9aVULN
665	33436 34446	   	153.67	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5LWND|6AART|7aDMG|8RCR|9VULN
666	15631 33211	   	153.61	ACR|2VULN|1DMG|2CDMG|1ZMB	18LSRICY|2BELT|3RCR|48VULN|5LWND|6LIT|78CDMG|8BPWR|9ZMB|aDMG
667	33446 12444	 * 	153.57	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|57DMG|6CDMG|8LIT|9AART
668	33178 31712	   	153.57	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5LHND|6AART|7ERES|8RCR|9DUR
669	33446 46373	 * 	153.52	ACR|2VULN|2DMG|1AART|2DUR|1MSE	1RCVC|2MBVNT|39DUR|4RCR|59DMG|6MSE|7SNIHEL|89VULN|9BPWR|aAART
670	34113 21123	   	153.47	DCR|3VULN|1AART|2ASPD	1RCVC|2TLV|3CGEN|456VULN|79ASPD|8RCR|aAART
671	33446 12511	   	153.47	ACR|2DMG|1AART|1CDMG|2DUR	1RCVC|2MBVNT|3aDUR|4RCR|57DMG|6CDMG|8AIRHEL|9AART
672	33131 36368	   	153.47	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|39DMG|4CANHEL|5DUR|6AIRHEL|7RCR|8VULN|aAART
673	33862 21426	 * 	153.46	ACR|4VULN|2CDMG|1SELL	1RCVC|2MBVNT|3SELL|4RCR|59CDMG|679aVULN|8RMIN|9BPWR
674	33281 57342	 * 	153.44	ACR|2VULN|1AART|2ASPD|1ZMB	1RCVC|2MBVNT|3LWND|4RCR|5ZMB|6aASPD|7AART|89VULN
675	33413 57721	   	153.42	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|5VULN|6ASPD|7AART|8RCR|9RMIN|aDMG
676	41521 51223	   	153.39	DCR|2VULN|2DMG|1ASPD|1DUR	1LWND|2ASPD|3DUST|4LIT|59VULN|6RCR|7DUR|8aDMG
677	26113 33145	   	153.38	ACR|3VULN|2DMG	19MLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aFEWX
678	33131 58272	   	153.35	DCR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DMG|4CANHEL|59DUR|69VULN|7RCR|8LEGI|9BPWR|aLWND
679	33131 58274	   	153.35	DCR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DMG|4CANHEL|59DUR|69VULN|7RCR|8LEGI|9BPWR|aRPLT
680	33413 57731	   	153.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4ZMB|5VULN|6ASPD|7AART|8RCR|9ERES|aDMG
681	12525 35223	   	153.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2LWND|3RCR|4RPLT|5CDMG|6DMG|7MGNSTR|8VULN|9AART|aZMB
682	33441 21481	   	153.30	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2MBVNT|36DUR|4RCR|5ZMB|7VULN|8LEGI|9AART|aDMG
683	33445 31481	   	153.30	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2MBVNT|35DUR|4RCR|6ZMB|7VULN|8LEGI|9AART|aDMG
684	26113 33142	   	153.28	ACR|3VULN|2DMG	19MLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aCANHEL
685	26113 33144	   	153.28	ACR|3VULN|2DMG	19MLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aSNIHEL
686	33131 36342	   	153.25	DCR|2VULN|2DMG|2DUR	1RCVC|2MBVNT|39DMG|49CANHEL|5aDUR|6AIRHEL|7RCR|89VULN|9BPWR
687	11531 23642	   	153.24	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|69VULN|7RCVC|8MLV
688	11531 53214	   	153.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|26BEXP|3RCR|4ZMB|5DMG|7ERES|8CDMG|9AART|aVULN
689	11551 36113	   	153.18	ACR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2BEXP|3RCR|4CGEN|5DMG|6LIT|7ASPD|8aVULN|9AART
690	15335 63223	   	153.17	ACR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2BELT|3BEXP|48VULN|5RCR|6DUR|7ZMB|9aDMG
691	33448 48153	 * 	153.17	ACR|2VULN|2AART|2DUR	1RCVC|2MBVNT|39DUR|4RCR|5MGNSTR|6aAART|79TLV|89VULN|9BPWR
692	33122 61782	   	153.14	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|38DMG|5LHND|68LWND|78VULN|8BPWR|9RCR|aCDMG
693	33124 31782	   	153.14	DCR|2VULN|2DMG|1CDMG|2RCVC	14RCVC|2MBVNT|38DMG|5LWND|68LHND|78VULN|8BPWR|9RCR|aCDMG
694	11531 23242	   	153.14	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5aDMG|69VULN|7RCVC|8TLV
695	11536 33242	   	153.14	ACR|2VULN|2DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|59VULN|6aDMG|7RCVC|8TLV
696	12536 33242	   	153.14	ACR|2VULN|2DMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|59VULN|6aDMG|7RCVC|8TLV
697	13531 23642	   	153.14	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|69VULN|7RCVC|8MLV
698	66113 33142	   	153.08	ACR|3VULN|2DMG	19TLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aCANHEL
699	15535 23223	   	153.07	ACR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2BELT|3DUR|48VULN|5RCR|6DUST|7ZMB|9aDMG
700	33161 83732	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5MLV|6aVULN|7AART|8RCR|9BEXP
701	33161 83743	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5MLV|69VULN|7AART|8RCR|aFEWX
702	33164 83732	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5CGEN|6aVULN|7AART|8RCR|9BEXP
703	33164 83743	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5CGEN|69VULN|7AART|8RCR|aFEWX
704	33437 83732	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5DMG|6aVULN|7AART|8RCR|9BEXP
705	33437 83743	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5DMG|69VULN|7AART|8RCR|aFEWX
706	33122 71131	   	153.04	DCR|2DMG|1AART|1VULN|2RCVC|1DUR	14RCVC|2MBVNT|3aDMG|5LHND|6DUR|7VULN|8AART|9RCR
707	33125 76131	   	153.04	DCR|2DMG|1AART|1VULN|2RCVC|1DUR	14RCVC|2MBVNT|3aDMG|5VULN|6DUR|7LWND|8AART|9RCR
708	33125 78131	   	153.04	DCR|2DMG|1AART|1VULN|2RCVC|1DUR	14RCVC|2MBVNT|3aDMG|5VULN|6DUR|7LHND|8AART|9RCR
709	13531 23242	   	153.04	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|5aDMG|69VULN|7RCVC|8TLV
710	13536 33242	   	153.04	ACR|2VULN|2DMG|1ZMB	1LSRICY|2DUST|3RCR|4ZMB|59VULN|6aDMG|7RCVC|8TLV
711	26621 61131	   	153.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1MLV|2DUST|36ASPD|4DUR|5ZMB|7VULN|8AART|9RCR|aDMG
712	26632 61131	   	153.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1MLV|2DUST|36ASPD|4ZMB|5DUR|7VULN|8AART|9RCR|aDMG
713	24131 36631	   	153.01	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1MLV|2VULN|3FEWX|45DUR|6AART|7ASPD|8ZMB|9RCR|aDMG
714	32365 33712	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2CGEN|3DUST|4aVULN|5DMG|6MBVNT|7AART|8RCR|9DUR
715	33161 23482	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5MLV|6DUST|7AART|8RCR|9aVULN
716	33161 23486	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3aDMG|4DUR|5MLV|6DUST|7AART|8RCR|9VULN
717	33161 83722	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5MLV|6aVULN|7AART|8RCR|9LEGI
718	33161 83741	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5MLV|69VULN|7AART|8RCR|aERES
719	33163 73732	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6TLV|7AART|8RCR|9BEXP
720	33163 73743	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|59VULN|6TLV|7AART|8RCR|aFEWX
721	33164 83722	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5CGEN|6aVULN|7AART|8RCR|9LEGI
722	33164 83741	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5CGEN|69VULN|7AART|8RCR|aERES
723	33171 23712	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5MLV|6DUST|7AART|8RCR|9DUR
724	33171 23716	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3aDMG|4VULN|5MLV|6DUST|7AART|8RCR|9DUR
725	33172 73732	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6TLV|7AART|8RCR|9BEXP
726	33172 73743	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|49VULN|5DUR|6TLV|7AART|8RCR|aFEWX
727	33175 23712	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5CGEN|6DUST|7AART|8RCR|9DUR
728	33437 23482	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5DMG|6DUST|7AART|8RCR|9aVULN
729	33437 23486	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5aDMG|6DUST|7AART|8RCR|9VULN
730	33437 83722	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5DMG|6aVULN|7AART|8RCR|9LEGI
731	33437 83741	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4MLV|5DMG|69VULN|7AART|8RCR|aERES
732	33171 23762	   	152.97	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2MBVNT|3DMG|49VULN|5MLV|6DUST|7AART|8RCR|aASPD
733	33156 17422	   	152.96	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|35DMG|45LHND|5BPWR|6CDMG|7AART|8ZMB|9DUR|aRCR
734	11531 32141	   	152.95	ACR|3VULN|1DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|5DMG|6MLV|79aVULN
735	11536 11141	   	152.95	ACR|3VULN|1DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|59aVULN|6MLV|7DMG
736	12533 22342	   	152.95	ACR|3VULN|1DMG|2ZMB	1LSRICY|2LWND|3RCR|45ZMB|6BEXP|789VULN|aDMG
737	12533 42342	   	152.95	ACR|3VULN|1DMG|2ZMB	1LSRICY|2LWND|3RCR|45ZMB|679VULN|8BEXP|aDMG
738	12536 11141	   	152.95	ACR|3VULN|1DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|59aVULN|6MLV|7DMG
739	33121 71131	   	152.94	DCR|2DMG|1AART|1VULN|2RCVC|1DUR	14RCVC|2MBVNT|3aDMG|5LEGI|6DUR|7VULN|8AART|9RCR
740	12536 36131	   	152.94	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LSRICY|2LWND|3RCR|4ZMB|5VULN|6DMG|7BEXP|8ASPD|9DUR|aAART
741	11531 65333	   	152.91	ACR|2AART|1VULN|1DMG|1ZMB	1LSRICY|27BEXP|3RCR|4ZMB|5DMG|6aAART|8RMIN|9VULN
742	11551 63333	   	152.91	ACR|2AART|1DMG|1VULN|1ZMB	1LSRICY|27BEXP|3RCR|4CGEN|5DMG|6aAART|8ZMB|9VULN
743	12126 62522	   	152.89	DCR|3VULN|1AART|1ASPD|1DUR	1LSRICY|2LWND|3DUR|4RPLT|5AART|67aVULN|8RCR|9ASPD
744	33443 71727	 * 	152.87	ACR|2VULN|1AART|1CDMG|2DUR	1RCVC|2MBVNT|38DUR|4RCR|568TLV|78VULN|8BPWR|9CDMG|aAART
745	33163 73722	   	152.87	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5aVULN|6TLV|7AART|8RCR|9LEGI
746	33163 73741	   	152.87	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|59VULN|6TLV|7AART|8RCR|aERES
747	33172 73722	   	152.87	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4aVULN|5DUR|6TLV|7AART|8RCR|9LEGI
748	33172 73741	   	152.87	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|49VULN|5DUR|6TLV|7AART|8RCR|aERES
749	11243 36611	   	152.86	DCR|3DMG|2VULN	1LSRICY|2BEXP|3LIT|4aVULN|569DMG|7RCR|8MLV
750	11531 21141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|5DMG|69aVULN|7NUKE
751	11536 31141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2BEXP|3RCR|48ZMB|59aVULN|6DMG|7NUKE
752	12531 62141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|5DMG|6NUKE|79aVULN
753	12536 31141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2LWND|3RCR|48ZMB|59aVULN|6DMG|7NUKE
754	13531 32141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5DMG|6MLV|79aVULN
755	13533 22342	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|45ZMB|6BEXP|789VULN|aDMG
756	13533 42342	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|45ZMB|679VULN|8BEXP|aDMG
757	13536 11141	   	152.85	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|59aVULN|6MLV|7DMG
758	13531 26131	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6VULN|7BEXP|8ASPD|9DUR|aAART
759	13536 36131	   	152.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5VULN|6DMG|7BEXP|8ASPD|9DUR|aAART
760	33343 12575	   	152.83	DCR|3VULN|1DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|69aVULN|7RCR|8LWND
761	13243 36611	   	152.76	DCR|3DMG|2VULN	1LSRICY|2DUST|3LIT|4aVULN|569DMG|7RCR|8MLV
762	13531 21141	   	152.75	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5DMG|69aVULN|7NUKE
763	13531 62141	   	152.75	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|5DMG|6NUKE|79aVULN
764	13536 31141	   	152.75	ACR|3VULN|1DMG|2ZMB	1LSRICY|2DUST|3RCR|48ZMB|59aVULN|6DMG|7NUKE
765	11536 21262	   	152.74	ACR|3VULN|1AART|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|58aVULN|6MBVNT|7BELT|9AART
766	12536 21262	   	152.74	ACR|3VULN|1AART|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|58aVULN|6MBVNT|7BELT|9AART
767	33182 12375	   	152.73	DCR|3VULN|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|69aVULN|7RCR|8LEGI
768	33343 12375	   	152.73	DCR|3VULN|1DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|69aVULN|7RCR|8LEGI
769	33416 31131	 * 	152.73	DCR|1AART|1DMG|1VULN|2ZMB|2DUR	1RCVC|2MBVNT|35DUR|45ZMB|5BPWR|6LHND|7VULN|8AART|9RCR|aDMG
770	33416 61131	   	152.73	DCR|1AART|1DMG|1VULN|2ZMB|2DUR	1RCVC|2MBVNT|35DUR|45ZMB|5BPWR|6LWND|7VULN|8AART|9RCR|aDMG
771	33174 31416	   	152.72	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3DMG|47VULN|5RMIN|6ZMB|8RCR|9ASPD|aCDMG
772	12532 35151	   	152.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2LWND|3RCR|4ZMB|5LHND|6DMG|7MGNSTR|8CDMG|9VULN|aAART
773	33145 83413	   	152.69	DCR|2VULN|2DMG|1DUR|1ASPD	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9ASPD|aDUR
774	33446 12325	   	152.65	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1aRCVC|2MBVNT|3DUR|4RCR|57DMG|6CDMG|8ASPD|9VULN
775	33132 88631	   	152.64	DCR|2DMG|1AART|2ZMB|1DUR	1aRCVC|2MBVNT|38DMG|48CANHEL|5AART|68ZMB|7RCR|8BPWR|9DUR
776	22153 13631	   	152.63	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|26LHND|3FEWX|4AART|5VULN|7aDMG|8ZMB|9RCR
777	22153 33631	   	152.63	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2LHND|36FEWX|4AART|5VULN|7aDMG|8ZMB|9RCR
778	21323 22213	   	152.60	DCR|2VULN|1AART|2DUR|1ZMB	1MLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8ZMB|9aDUR|aBPWR
779	21341 16241	   	152.57	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1MLV|2ERES|3AART|49DUR|5LHND|6VULN|7RCR|8ZMB|aDMG
780	33381 52352	   	152.57	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6ASPD|7DUR|8aVULN|9AART
781	33441 38852	   	152.57	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6LWND|7aVULN|8ASPD|9AART
782	33441 53352	   	152.57	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6ASPD|7BEXP|8aVULN|9AART
783	33445 87234	   	152.57	ACR|2VULN|2AART|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6aVULN|78AART|9DMSP
784	41452 12332	   	152.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3BEXP|4ZMB|5AART|67VULN|8MLV|9RCR|aCDMG
785	62153 13631	   	152.53	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|26LHND|3FEWX|4AART|5VULN|7aDMG|8ZMB|9RCR
786	62153 33631	   	152.53	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2LHND|36FEWX|4AART|5VULN|7aDMG|8ZMB|9RCR
787	21333 22213	   	152.50	DCR|2VULN|1AART|2DUR|1ZMB	1MLV|2aERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8ZMB|9aDUR|aBPWR
788	61323 22213	   	152.50	DCR|2VULN|1AART|2DUR|1ZMB	1TLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8ZMB|9aDUR|aBPWR
789	26111 25116	   	152.49	ACR|3VULN|1AART|1CDMG	17MLV|27DUST|3BELT|4RCR|5RMIN|678VULN|7BPWR|9CDMG|aAART
790	41121 34215	 * 	152.47	ACR|3VULN|1DMG|2DUR|1ASPD	1LWND|2ASPD|3BELT|48aVULN|5RCR|67DUR|9DMG
791	33441 51852	   	152.47	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6ASPD|7DUST|8aVULN|9AART
792	33145 83452	   	152.46	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9LWND|aCDMG
793	41452 12132	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3BEXP|4ZMB|5AART|67VULN|8TLV|9RCR|aCDMG
794	41552 12332	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3DUST|4ZMB|5AART|67VULN|8MLV|9RCR|aCDMG
795	33152 21131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4LHND|5DUR|7VULN|8AART|9RCR
796	33163 26131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4DUR|5VULN|7LWND|8AART|9RCR
797	33163 28131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4DUR|5VULN|7LHND|8AART|9RCR
798	33168 21131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4DUR|5LWND|7VULN|8AART|9RCR
799	33172 26131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4VULN|5DUR|7LWND|8AART|9RCR
800	33172 28131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3aDMG|4VULN|5DUR|7LHND|8AART|9RCR
801	33226 21131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3LWND|4DUR|5aDMG|7VULN|8AART|9RCR
802	33526 21131	   	152.44	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2MBVNT|3LHND|4DUR|5aDMG|7VULN|8AART|9RCR
