0	Index      	 *	Score 	Summary	Detail	
1	11313 36364	 * 	192.39	ACR|3VULN|1AART|1DMG|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDMG
649	12325 12616	 * 	163.56	ACR|3AART|2VULN|1DMG	17VULN|2CANSTR|3RCR|4LWND|5DMG|68aAART|9ERES
650	12325 12634	   	163.56	ACR|3AART|2VULN|1DMG	17VULN|2CANSTR|3RCR|4LWND|5DMG|68aAART|9LSRREG
651	11311 15611	   	163.55	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|39CGEN|4RCR|56MGNSTR|6BPWR|8DMG
652	12341 23234	   	163.53	ACR|2VULN|2DMG|1AART	17VULN|2CANSTR|3RCR|4ERES|5DUST|6aDMG|8RPLT|9AART
653	11216 32415	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5BEXP|7aDMG|89DUR
654	11216 36115	   	163.51	ACR|2VULN|2DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5BEXP|79DUR|8aDMG
655	12325 12415	   	163.50	ACR|3VULN|1AART|1DMG	17aVULN|2CANSTR|3RCR|48LWND|5DMG|6AART|9ERES
656	63331 51323	   	163.49	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2LWND|39VULN|4RCR|5SELL|6DMG|7TLV|8CDMG|aAART
657	11314 61163	   	163.49	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3CGEN|4RCR|6LWND|8ZMB|9RPLT|aAART
658	11213 32426	   	163.46	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1VULN|26CDMG|3RMIN|4RCR|56ERES|6BPWR|7ZMB|8DUR|9DMG|aAART
659	11215 12837	   	163.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CDMG|3RMIN|4RCR|5MBVNT|6LHND|79AART|8DMG|aZMB
660	11111 13316	   	163.45	ACR|4VULN|1DMG|1CDMG	1678VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|9LIT|aDMG
661	11111 13344	   	163.45	ACR|4VULN|1DMG|1CDMG	1678VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|9CGEN|aDMG
662	11111 13631	   	163.45	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8DMG|9RCVC
663	11214 11226	   	163.45	ACR|4VULN|1DMG|1CDMG	157aVULN|2CDMG|3RMIN|4RCR|6LWND|8FEWX|9DMG
664	11214 41226	   	163.45	ACR|4VULN|1DMG|1CDMG	157aVULN|2CDMG|3RMIN|4RCR|6LHND|8FEWX|9DMG
665	11216 31226	   	163.45	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5BEXP|8FEWX|9DMG
666	11311 15334	   	163.45	ACR|4VULN|1DMG|1CDMG	1678VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|9TLV|aDMG
667	11311 15344	   	163.45	ACR|4VULN|1DMG|1CDMG	1678VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|9ERES|aDMG
668	11261 36361	   	163.42	DCR|3VULN|3CDMG|1DMG|1DUR	14aVULN|268CDMG|3RMIN|5DUR|7DMG|9RCR
669	11215 42516	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7aDMG|89DUR
670	11215 47116	   	163.41	ACR|2VULN|2DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|79DUR|8aDMG
671	11114 61163	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3ERES|4RCR|6LWND|8ZMB|9RPLT|aAART
672	11312 61151	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CDMG|3CGEN|4RCR|5LHND|8ZMB|9LEGI|aAART
673	11314 11151	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3CGEN|4RCR|6LHND|8ZMB|9LEGI|aAART
674	11314 61151	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3CGEN|4RCR|6LWND|8ZMB|9LEGI|aAART
675	12352 13351	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2CANSTR|3RCR|4DUR|5BASICY|6DMG|7BEXP|9ZMB|aAART
676	12352 14351	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2CANSTR|3RCR|4DUR|5BASICY|6DMG|7FEWX|9ZMB|aAART
677	63331 15446	   	163.37	ACR|2VULN|2DMG|1CDMG|2DUR|1SELL	17DUR|27LWND|37VULN|4RCR|5SELL|6MBVNT|7BPWR|8CDMG|9aDMG
678	11111 46334	   	163.36	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CDMG|3ERES|4RCR|5MGNSTR|6TLV|79AART|8ZMB|aDMG
679	11111 13334	   	163.35	ACR|4VULN|1DMG|1CDMG	1678VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|9TLV|aDMG
680	11215 41227	   	163.35	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8FEWX|9DMG
681	11215 41327	   	163.35	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8BEXP|9DMG
682	11215 44627	   	163.35	ACR|4VULN|1DMG|1CDMG	168aVULN|2CDMG|3RMIN|4RCR|5MBVNT|7FEWX|9DMG
683	11216 31627	   	163.35	ACR|4VULN|1DMG|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5BEXP|8MBVNT|9DMG
684	63335 24121	   	163.34	ACR|2VULN|2CDMG|1DMG|2DUR|1ZMB	17DUR|2LWND|37VULN|4RCR|57CDMG|6LEGI|7BPWR|8DMG|9CGEN|aZMB
685	11352 22426	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3CGEN|4RMIN|6ERES|7RCR|8DUR|9DMG|aAART
686	53335 15121	   	163.31	ACR|2VULN|1AART|1DMG|2CDMG	179LHND|2LWND|37VULN|4RCR|57CDMG|6MBVNT|7BPWR|8DMG|aAART
687	11112 61151	   	163.29	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CDMG|3ERES|4RCR|5LHND|8ZMB|9LEGI|aAART
688	11114 11151	   	163.29	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3ERES|4RCR|6LHND|8ZMB|9LEGI|aAART
689	11114 61151	   	163.29	ACR|3VULN|1AART|1CDMG|1ZMB	157VULN|2CDMG|3ERES|4RCR|6LWND|8ZMB|9LEGI|aAART
690	11215 41147	   	163.29	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CDMG|3RMIN|4RCR|5MBVNT|8ZMB|9NUKE|aAART
691	12352 35351	   	163.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	18VULN|2CANSTR|3RCR|4DUR|5BASICY|6DUST|7DMG|9ZMB|aAART
692	12325 22264	   	163.26	ACR|2VULN|2DMG|2DUR|1ZMB	19VULN|29CANSTR|3RCR|4LWND|56DMG|79DUR|8BELT|9BPWR|aZMB
693	11216 36522	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	168VULN|2CDMG|3RMIN|4RCR|5BEXP|7DUR|9DMG|aASPD
694	61214 31222	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|8FEWX|9DMG|aASPD
695	11152 32426	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2CDMG|3ERES|4RMIN|6TLV|7RCR|8DUR|9DMG|aAART
696	11263 22426	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14VULN|2CDMG|3RMIN|5NUKE|6ERES|7RCR|8DUR|9DMG|aAART
697	11314 36324	   	163.21	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|28CDMG|3CGEN|4RCR|6RCVC|7DMG|9MLV|aAART
698	63331 52223	   	163.19	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1DUR|2LWND|38VULN|4RCR|5SELL|6DMG|7aAART|9LHND
699	11512 32426	   	163.14	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1VULN|26CDMG|35LHND|4ZMB|7RCR|8DUR|9DMG|aAART
700	11215 47622	   	163.12	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	168VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DUR|9DMG|aASPD
701	61214 31622	   	163.12	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|8MBVNT|9DMG|aASPD
702	11114 36323	   	163.10	ACR|4VULN|1DMG|1CDMG|1SELL	159aVULN|2CDMG|3ERES|4RCR|6RCVC|7DMG|8SELL
703	14513 21134	   	163.07	DCR|3VULN|1AART|1CDMG|1ZMB	158VULN|2CGEN|36MLV|4ZMB|7RCR|9CDMG|aAART
704	61615 31113	 * 	163.04	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB	169DUR|2CDMG|3RCR|4ZMB|56DUST|6BPWR|7aVULN|8DMG
705	12332 15422	   	163.00	ACR|3VULN|1AART|1DMG	159VULN|25CANSTR|3RCR|4BELT|5BPWR|6FEWX|7AART|8RCVC|aDMG
706	12332 15561	   	163.00	ACR|3VULN|1AART|1DMG	15aVULN|25CANSTR|3RCR|49BELT|5BPWR|6FEWX|7AART|8DMG
707	12332 35422	   	163.00	ACR|3VULN|1AART|1DMG	159VULN|25CANSTR|3RCR|4BELT|5BPWR|6BEXP|7AART|8RCVC|aDMG
708	12332 35561	   	163.00	ACR|3VULN|1AART|1DMG	15aVULN|25CANSTR|3RCR|49BELT|5BPWR|6BEXP|7AART|8DMG
709	12335 12234	   	163.00	ACR|3VULN|1AART|2CDMG	18aVULN|2CANSTR|3RCR|4BELT|58LIT|68CDMG|7AART|8BPWR|9ERES
710	46523 23222	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2RMIN|3AART|4aVULN|5CDMG|6RCR|7FEWX|8DUST|9DMG
711	11315 57144	 * 	162.90	ACR|3VULN|1DMG|2ASPD|1CDMG	17aVULN|2CDMG|3aCGEN|4RCR|5MBVNT|6DUST|8DMG|9aASPD|aBPWR
712	11552 22151	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	145VULN|2CDMG|3LHND|6ERES|7RCR|8ZMB|9LEGI|aAART
713	14613 11134	   	162.87	DCR|3VULN|1AART|1CDMG|1ZMB	158VULN|2CGEN|36ERES|4ZMB|7RCR|9CDMG|aAART
714	51623 23231	   	162.85	ACR|3VULN|1DMG|1CDMG|1ZMB	16LHND|2CDMG|3RCR|4LIT|569VULN|6BPWR|7RPLT|8DMG|aZMB
715	61614 32221	   	162.83	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1DUR|2CDMG|3RCR|4aZMB|58VULN|6LWND|7AART|9LHND
716	12325 13616	   	162.80	ACR|2VULN|1AART|1DMG|2ZMB	19VULN|2CANSTR|3RCR|4LWND|5DMG|6AART|7LHND|8aZMB
717	63331 52221	   	162.74	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2LWND|38VULN|4RCR|5SELL|6DMG|7AART|9LHND|aZMB
718	63331 42342	   	162.74	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2LWND|39VULN|4RCR|5SELL|6ZMB|7AART|8RCVC|aDMG
719	63335 15341	   	162.72	ACR|2VULN|3CDMG|1AART|2DUR	17DUR|2LWND|37VULN|4RCR|579CDMG|6MBVNT|7BPWR|8AART|aBELT
720	65335 13434	   	162.69	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUR|2DUST|38VULN|4RCR|59CDMG|6MBVNT|7AART|aZMB
721	12325 43421	   	162.65	ACR|3VULN|1DMG|1CDMG|1ZMB	179VULN|2CANSTR|3RCR|4LWND|5DMG|6ZMB|8LHND|aCDMG
722	63331 52216	   	162.64	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2LWND|38VULN|4RCR|5SELL|6DMG|7AART|9ERES|aZMB
723	11313 36336	   	162.63	ACR|2VULN|2AART|2CDMG|1DUR	16VULN|29CDMG|3CGEN|4RCR|5ERES|7DUR|8aAART
724	11314 23323	 * 	162.63	ACR|5VULN|2CDMG	15789VULN|2aCDMG|3aCGEN|4RCR|6BELT|aBPWR
725	63335 15334	   	162.62	ACR|2VULN|3CDMG|1AART|2DUR	17DUR|2LWND|37VULN|4RCR|57aCDMG|6MBVNT|7BPWR|8AART|9DUST
726	63335 15342	   	162.62	ACR|2VULN|3CDMG|1AART|2DUR	17DUR|2LWND|37VULN|4RCR|579CDMG|6MBVNT|7BPWR|8AART|aDLOT
727	12351 23424	   	162.52	ACR|3VULN|2DMG|1DUR	179VULN|2CANSTR|3RCR|4DUR|5CGEN|6aDMG|8LHND
728	11266 81313	 * 	162.50	DCR|3VULN|3ZMB|3CDMG	147VULN|278CDMG|3RMIN|5MBVNT|679ZMB|7BPWR|aRCR
729	11452 61123	 * 	162.49	DCR|5VULN|1CDMG|1DUR|1SELL	14589VULN|2CDMG|3DUR|6SELL|7RCR|aLWND
730	61613 31511	   	162.47	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	16DUR|2CDMG|3RCR|4ZMB|56LWND|6BPWR|78VULN|9DUST|aAART
731	61623 42322	   	162.42	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|3RCR|4LIT|57aVULN|6LWND|8LHND|9AART
732	12343 23124	   	162.42	ACR|3VULN|2DMG|1DUR	179VULN|2CANSTR|3RCR|4ERES|5LHND|6aDMG|8DUR
733	62614 23323	   	162.42	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	16DUR|2MLV|3DMG|4RCR|59VULN|7LWND|8ASPD|aAART
