0	Index      	Bounty	 *	Score 	Summary	Detail	
1	62313 32355	1	 * 	263.47	DCR|4VULN|2DMG|2DUR	1LEGI|235aVULN|4CGEN|6aDUR|7aDMG|8DLOT|9RCR|aBPWR
672	26221 35162	7	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9LWND|aRCR
673	26221 35341	8	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9RCR|aRMIN
674	26221 35362	8	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9LWND|aRCR
675	26221 35413	8	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8ERES|9LHND|aRCR
676	26221 35612	8	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8LWND|9DUST|aRCR
677	26221 35633	8	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8LWND|9ERES|aRCR
678	62533 32213	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|368VULN|4RMIN|56FEWX|6BPWR|7DMG|9CDMG|aRCR
679	23231 63113	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LHND|5DMG|7RMIN|8TLV|9CDMG|aRCR
680	23241 63113	3	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LWND|5DMG|7RMIN|8TLV|9CDMG|aRCR
681	23251 63113	4	   	233.85	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4FEWX|5DMG|7RMIN|8TLV|9CDMG|aRCR
682	26221 16312	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7DUR|8CGEN|9RCR|aDMG
683	26632 16312	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3LIT|45VULN|5BPWR|6TLV|7DUR|8CGEN|9RCR|aDMG
684	26221 11612	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7RMIN|8DUR|9RCR|aDMG
685	26221 12434	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7LHND|8RCR|9DUR|aDMG
686	26221 13612	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7MLV|8DUR|9RCR|aDMG
687	26221 15612	7	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7RMIN|8DUR|9RCR|aDMG
688	26221 16612	7	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6LIT|7CGEN|8DUR|9RCR|aDMG
689	26632 11612	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3LIT|45VULN|5BPWR|6TLV|7RMIN|8DUR|9RCR|aDMG
690	26632 13612	6	   	233.82	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15BEXP|2CDMG|3LIT|45VULN|5BPWR|6TLV|7MLV|8DUR|9RCR|aDMG
691	15533 32523	8	   	233.80	ACR|3VULN|2DUR|1TLV|1DMG|2LIT	19LHND|2DMG|389VULN|4RCR|5aLIT|6TLV|79DUR|9BPWR
692	26221 13165	7	   	233.78	DCR|2VULN|1TLV|1DMG|2LIT|1CDMG|1AART	15BEXP|2CDMG|3TLV|45VULN|5BPWR|6aLIT|7AART|8DMG|9RCR
693	22521 64213	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|367VULN|4ERES|5DMG|8FEWX|9CDMG|aRCR
694	22521 64313	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|367VULN|4ERES|5DMG|8LWND|9CDMG|aRCR
695	23323 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|267VULN|3ERES|4DMG|5TLV|8FEWX|9CDMG|aRCR
696	23323 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|267VULN|3ERES|4DMG|5TLV|8LWND|9CDMG|aRCR
697	23323 64413	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|267VULN|3ERES|4DMG|5TLV|8LHND|9CDMG|aRCR
698	23351 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|267VULN|3ERES|4TLV|5DMG|8FEWX|9CDMG|aRCR
699	23351 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|267VULN|3ERES|4TLV|5DMG|8LWND|9CDMG|aRCR
700	32113 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4CGEN|567VULN|8FEWX|9CDMG|aRCR
701	32113 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4CGEN|567VULN|8LWND|9CDMG|aRCR
702	32113 64413	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4CGEN|567VULN|8LHND|9CDMG|aRCR
703	32123 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4RMIN|567VULN|8FEWX|9CDMG|aRCR
704	32123 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4RMIN|567VULN|8LWND|9CDMG|aRCR
705	32123 64413	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4RMIN|567VULN|8LHND|9CDMG|aRCR
706	32531 64213	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|367VULN|4RMIN|5DMG|8FEWX|9CDMG|aRCR
707	32531 64313	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|367VULN|4RMIN|5DMG|8LWND|9CDMG|aRCR
708	33213 55213	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
709	33213 55313	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
710	33213 55413	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8LHND|9CDMG|aRCR
711	33263 55213	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
712	33263 55313	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
713	33313 55213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
714	33313 55313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
715	33313 55413	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|235VULN|4CGEN|6TLV|7DMG|8LHND|9CDMG|aRCR
716	36221 34342	9	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7LWND|8LHND|9DMG|aRCR
717	36221 35241	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9RCR|aRMIN
718	36221 35262	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9LWND|aRCR
719	36221 35413	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8MLV|9LHND|aRCR
720	36221 35513	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8CGEN|9LHND|aRCR
721	62113 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|3DMG|4CGEN|567VULN|8FEWX|9CDMG|aRCR
722	62113 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|3DMG|4CGEN|567VULN|8LWND|9CDMG|aRCR
723	62123 64213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|3DMG|4RMIN|567VULN|8FEWX|9CDMG|aRCR
724	62123 64313	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|3DMG|4RMIN|567VULN|8LWND|9CDMG|aRCR
725	62313 55213	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|235VULN|4CGEN|6TLV|7DMG|8FEWX|9CDMG|aRCR
726	62313 55313	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|235VULN|4CGEN|6TLV|7DMG|8LWND|9CDMG|aRCR
727	22243 74581	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	14BEXP|2TLV|3MBVNT|569VULN|7CDMG|8RCR|aDMG
728	22521 66213	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|2TLV|368VULN|4ERES|5DMG|7LHND|9CDMG|aRCR
729	23221 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LEGI|5MLV|7DMG|8TLV|9CDMG|aRCR
730	23221 63113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LEGI|5DMG|7RMIN|8TLV|9CDMG|aRCR
731	23224 62113	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4RMIN|5LEGI|7DMG|8TLV|9CDMG|aRCR
732	23225 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LEGI|5CGEN|7DMG|8TLV|9CDMG|aRCR
733	23225 62113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LEGI|5RMIN|7DMG|8TLV|9CDMG|aRCR
734	23226 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|236VULN|4LEGI|5RMIN|7DMG|8TLV|9CDMG|aRCR
735	23323 66213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|268VULN|3ERES|4DMG|5TLV|7LHND|9CDMG|aRCR
736	23351 66213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1BEXP|268VULN|3ERES|4TLV|5DMG|7LHND|9CDMG|aRCR
737	26221 35123	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9ERES|aRCR
738	26221 35142	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8aDUST|9RCR
739	26221 35143	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9RCR|aERES
740	26221 35323	8	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9ERES|aRCR
741	26221 35342	8	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8aDUST|9RCR
742	26221 35343	8	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	15BEXP|2CDMG|3TLV|456VULN|5BPWR|7DMG|8DUST|9RCR|aERES
743	32123 66213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|3DMG|4RMIN|568VULN|7LHND|9CDMG|aRCR
744	32531 66213	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|368VULN|4RMIN|5DMG|7LHND|9CDMG|aRCR
745	32566 33213	7	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2TLV|378VULN|4DMG|5RMIN|6LWND|9CDMG|aRCR
746	33211 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4BEXP|5MLV|7DMG|8TLV|9CDMG|aRCR
747	33211 63113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4BEXP|5DMG|7RMIN|8TLV|9CDMG|aRCR
748	33215 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4BEXP|5CGEN|7DMG|8TLV|9CDMG|aRCR
749	33215 62113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4BEXP|5RMIN|7DMG|8TLV|9CDMG|aRCR
750	33216 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4BEXP|5RMIN|7DMG|8TLV|9CDMG|aRCR
751	33216 62113	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4CGEN|5BEXP|7DMG|8TLV|9CDMG|aRCR
752	33221 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5MLV|7DMG|8TLV|9CDMG|aRCR
753	33221 63113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5DMG|7RMIN|8TLV|9CDMG|aRCR
754	33221 63642	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5DMG|7RMIN|8CDMG|9RCR|aTLV
755	33225 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5CGEN|7DMG|8TLV|9CDMG|aRCR
756	33225 62113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5RMIN|7DMG|8TLV|9CDMG|aRCR
757	33226 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4FEWX|5RMIN|7DMG|8TLV|9CDMG|aRCR
758	33231 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LHND|5MLV|7DMG|8TLV|9CDMG|aRCR
759	33231 63113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LHND|5DMG|7RMIN|8TLV|9CDMG|aRCR
760	33235 62113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LHND|5RMIN|7DMG|8TLV|9CDMG|aRCR
761	33235 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LHND|5CGEN|7DMG|8TLV|9CDMG|aRCR
762	33236 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LHND|5RMIN|7DMG|8TLV|9CDMG|aRCR
763	33241 63113	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LWND|5DMG|7RMIN|8TLV|9CDMG|aRCR
764	33245 62113	3	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LWND|5RMIN|7DMG|8TLV|9CDMG|aRCR
765	33266 62113	5	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4CGEN|5FEWX|7DMG|8TLV|9CDMG|aRCR
766	33266 62113	4	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4CGEN|5BEXP|7DMG|8TLV|9CDMG|aRCR
767	33316 62113	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4CGEN|5BEXP|7DMG|8TLV|9CDMG|aRCR
768	33341 63113	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LWND|5DMG|7RMIN|8TLV|9CDMG|aRCR
769	33345 62113	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4LWND|5RMIN|7DMG|8TLV|9CDMG|aRCR
770	62123 66213	2	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|3DMG|4RMIN|568VULN|7LHND|9CDMG|aRCR
771	62316 62113	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|236VULN|4CGEN|5BEXP|7DMG|8TLV|9CDMG|aRCR
772	62341 63113	1	   	233.75	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|236VULN|4LWND|5DMG|7RMIN|8TLV|9CDMG|aRCR
773	43134 18641	5	   	233.72	DCR|3VULN|1TLV|2AART|1DUR	18AART|256VULN|3MBVNT|4DUR|7RMIN|9RCR|aTLV
774	25233 32614	10	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2DMG|3BELT|4ASPD|5DUR|6aVULN|7TLV|8CDMG|9RCR
775	26261 11612	5	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7RMIN|8DUR|9RCR|aDMG
776	26261 13612	5	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7MLV|8DUR|9RCR|aDMG
777	26261 16312	5	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7DUR|8CGEN|9RCR|aDMG
778	26261 31612	6	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7RMIN|8DUR|9RCR|aDMG
779	26261 33612	6	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7MLV|8DUR|9RCR|aDMG
780	26261 36312	6	   	233.72	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4LIT|56VULN|7DUR|8CGEN|9RCR|aDMG
781	25225 31512	9	   	233.69	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1aBEXP|2DMG|3BELT|4RMIN|5aTLV|6CDMG|7DUR|8aVULN|9RCR|aBPWR
782	32213 62345	4	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	14DUST|2TLV|3FEWX|56aVULN|7DMG|8CDMG|9RCR
783	33224 62113	3	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4RMIN|5LEGI|7DMG|8TLV|9CDMG|aRCR
784	33324 62113	2	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|236VULN|4RMIN|5LEGI|7DMG|8TLV|9CDMG|aRCR
785	36221 35115	9	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8RCVC|9DLOT|aRCR
786	36221 35123	7	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	158DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|9RPLT|aRCR
787	36221 35223	7	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9ERES|aRCR
788	36221 35242	7	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15aDUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9RCR
789	36221 35243	7	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9RCR|aERES
790	36221 35323	8	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	158DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|9RPLT|aRCR
791	36221 35413	8	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8ERES|9LHND|aRCR
792	36221 35523	8	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8BEXP|9ERES|aRCR
793	36221 35623	8	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	15DUST|2CDMG|3TLV|456VULN|5BPWR|7DMG|8LWND|9ERES|aRCR
794	62562 13213	7	   	233.65	DCR|3VULN|1TLV|1DMG|1CDMG	1LEGI|2TLV|378VULN|4DMG|5DUST|6RMIN|9CDMG|aRCR
795	23252 32212	3	 * 	233.65	ACR|4VULN|2DUR|2CDMG|1DMG	1BEXP|2368VULN|46DUR|5RCR|6BPWR|7DMG|9aCDMG
796	22563 21412	8	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2TLV|38VULN|4DUR|5LIT|6ERES|7CDMG|9RCR|aDMG
797	26242 31532	9	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4DMG|5ERES|68VULN|7ASPD|9DUR|aRCR
798	26243 21532	9	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1BEXP|2CDMG|3TLV|4DMG|58VULN|6ERES|7ASPD|9DUR|aRCR
799	32525 32632	5	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2TLV|36VULN|4ASPD|5CGEN|7DMG|8CDMG|9DUR|aRCR
800	36221 11612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3TLV|45VULN|5BPWR|6LIT|7RMIN|8DUR|9RCR|aDMG
801	36221 12434	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3TLV|45VULN|5BPWR|6LIT|7LHND|8RCR|9DUR|aDMG
802	36221 13612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3TLV|45VULN|5BPWR|6LIT|7MLV|8DUR|9RCR|aDMG
803	36221 15612	7	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3TLV|45VULN|5BPWR|6LIT|7RMIN|8DUR|9RCR|aDMG
804	36221 16612	7	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3TLV|45VULN|5BPWR|6LIT|7CGEN|8DUR|9RCR|aDMG
805	36261 11612	5	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4LIT|56VULN|7RMIN|8DUR|9RCR|aDMG
806	36261 13612	5	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4LIT|56VULN|7MLV|8DUR|9RCR|aDMG
807	36261 31612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4LIT|56VULN|7RMIN|8DUR|9RCR|aDMG
808	36261 33612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4LIT|56VULN|7MLV|8DUR|9RCR|aDMG
809	36632 11612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3LIT|45VULN|5BPWR|6TLV|7RMIN|8DUR|9RCR|aDMG
810	36632 13612	6	   	233.62	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	15DUST|2CDMG|3LIT|45VULN|5BPWR|6TLV|7MLV|8DUR|9RCR|aDMG
811	16221 16142	5	   	233.59	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	15LHND|2CDMG|3CGEN|45VULN|5BPWR|6aTLV|7DMG|8DUR|9RCR
812	36221 13165	7	   	233.58	DCR|2VULN|1TLV|1DMG|2LIT|1CDMG|1AART	15DUST|2CDMG|3TLV|45VULN|5BPWR|6aLIT|7AART|8DMG|9RCR
813	41325 33352	6	   	233.56	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2RCVC|3DMG|45aVULN|6RMIN|7RCR|8DUR|9CDMG
814	62352 32212	1	   	233.55	ACR|4VULN|2DUR|1DMG|2CDMG	1LEGI|2368VULN|46DUR|5RCR|6BPWR|7DMG|9aCDMG
815	36242 31532	9	   	233.52	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4DMG|5ERES|68VULN|7ASPD|9DUR|aRCR
816	36243 21532	9	   	233.52	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2CDMG|3TLV|4DMG|58VULN|6ERES|7ASPD|9DUR|aRCR
817	22553 32513	3	   	233.49	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1BEXP|24TLV|35VULN|6DUR|7DMG|8CGEN|9CDMG|aRCR
818	35225 31512	9	   	233.49	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1aDUST|2DMG|3BELT|4RMIN|5aTLV|6CDMG|7DUR|8aVULN|9RCR|aBPWR
819	15553 31213	3	   	233.49	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1LHND|2DMG|38VULN|45TLV|6DUR|7MLV|9CDMG|aRCR
820	15553 33213	3	   	233.49	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1LHND|2DMG|38VULN|45TLV|6DUR|7RMIN|9CDMG|aRCR
821	15153 52222	2	   	233.48	DCR|2VULN|3DMG|2DUR	19LHND|237DMG|4LEGI|59VULN|69DUR|8RCR|9BPWR|aBELT
822	15323 52222	3	   	233.48	DCR|2VULN|3DMG|2DUR	19LHND|247DMG|3LEGI|59VULN|69DUR|8RCR|9BPWR|aBELT
823	15323 52224	3	   	233.48	DCR|2VULN|3DMG|2DUR	19LHND|247DMG|3LEGI|59VULN|69DUR|8RCR|9BPWR|aDMSP
824	15323 52225	3	   	233.48	DCR|2VULN|3DMG|2DUR	19aLHND|247DMG|3LEGI|59VULN|69DUR|8RCR|9BPWR
825	15363 52222	4	   	233.48	DCR|2VULN|3DMG|2DUR	19LHND|247DMG|3LEGI|59VULN|69DUR|8RCR|9BPWR|aBELT
826	23252 31212	3	   	233.48	ACR|4VULN|2DUR|1TLV|1CDMG	1BEXP|2368VULN|46DUR|5RCR|6BPWR|7MLV|9CDMG|aTLV
