0	Index      	 *	Score 	Summary	Detail	
1	21236 44323	 * 	210.60	DCR|3ASPD|2VULN|1AART|1DMG|1SELL	1BEXP|23aASPD|45VULN|6SELL|7AART|8RCR|9DMG
628	16231 26422	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2MLV|3ERES|4ASPD|5DUST|6BEXP|7RCR|8CDMG|9DMG|aVULN
629	35242 31124	   	181.34	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9SELL|aVULN
630	35243 31121	   	181.34	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9SELL|aAART
631	35243 31124	   	181.34	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR|1SELL	1DUST|24DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9SELL|aVULN
632	14621 15321	   	181.26	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2RCVC|3RCR|4DMG|5DUST|6ASPD|7RPLT|8aVULN|9CDMG
633	51336 42111	   	181.23	DCR|3VULN|1AART|1ASPD|1SELL	1FEWX|2ASPD|3AELBLL|45aVULN|6SELL|7BEXP|8RCR|9AART
634	32322 21314	   	181.18	DCR|3VULN|2DMG	1aDUST|2aTLV|38DMG|4BASFIG|59aVULN|6RCR|7RCVC|aBPWR
635	25336 31114	   	181.16	DCR|3DMG|2VULN|1DUR|1SELL	1BEXP|23aDMG|45VULN|6LHND|7SELL|8RCR|9DUR
636	14621 13172	   	181.16	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2RCVC|3RCR|4DMG|5DUST|6ASPD|7MBVNT|8CDMG|9aVULN
637	14625 13121	   	181.16	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AART|2RCVC|3RCR|4DMG|5LEGI|6ASPD|7aVULN|8CDMG|9TLV
638	31336 42111	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1DUST|2ASPD|3AELBLL|45aVULN|6SELL|7BEXP|8RCR|9AART
639	21336 21111	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1BEXP|2ASPD|3AELBLL|45aVULN|6DUST|7SELL|8RCR|9AART
640	51336 21111	   	181.13	DCR|3VULN|1AART|1ASPD|1SELL	1FEWX|2ASPD|3AELBLL|45aVULN|6DUST|7SELL|8RCR|9AART
641	13633 15213	   	181.09	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2BEXP|34aDMG|5DUR|6ASPD|7RPLT|8RCR|9LIT
642	13341 13355	   	181.09	DCR|2VULN|1AART|1ASPD|2DUR	1AART|2BEXP|3LIT|4ASPD|5DUST|6RCR|79DUR|8aVULN
643	15633 13338	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2aFEWX|34aDMG|5DUR|6ASPD|7MBVNT|8RCR|9aDUST|aBPWR
644	15633 13341	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2aFEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR
645	15633 13343	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aLWND
646	15633 13345	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aMLV
647	15633 13346	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aCGEN
648	15633 13347	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aLIT
649	15633 13348	   	180.99	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aBEXP
650	14363 33351	   	180.97	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1AART|2RCVC|3aCDMG|4RMIN|5VULN|6DMG|7LIT|8RCR|9ZMB
651	21122 35221	   	180.91	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|6VULN|79DMG|8RCR|aDMSP
652	21122 35222	   	180.91	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|6VULN|79DMG|8RCR|aFEWX
653	21122 35224	   	180.91	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|6VULN|79DMG|8RCR|aLWND
654	15633 13344	   	180.89	DCR|3DMG|1AART|1ASPD|1DUR	1AART|2FEWX|349DMG|5DUR|6ASPD|7MBVNT|8RCR|aDUST
655	25336 21114	   	180.88	DCR|2VULN|2DMG|1AART|1SELL	1BEXP|23DMG|45VULN|6DUST|7SELL|8RCR|9AART|aFEWX
656	55326 21111	   	180.88	DCR|2VULN|2DMG|1AART|1SELL	16FEWX|23DMG|4DUST|5aVULN|7SELL|8RCR|9AART
657	35336 31124	   	180.82	DCR|3DMG|2VULN|1DUR|2SELL	1DUST|23aDMG|45VULN|6DUR|79SELL|8RCR
658	13631 15232	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1AART|29BEXP|34DMG|5DUST|6ASPD|7RPLT|8RCR|aVULN
659	13631 15242	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1AART|2BEXP|34DMG|5DUST|6ASPD|7RPLT|8RCR|9MLV|aVULN
660	13635 15232	   	180.81	DCR|2DMG|1AART|1VULN|1ASPD	1AART|29BEXP|34DMG|5LEGI|6ASPD|7RPLT|8RCR|aVULN
661	21122 35223	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|6VULN|79DMG|8RCR|aTLV
662	21122 35225	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2ASPD|3LHND|4RPLT|5AART|6VULN|79DMG|8RCR|aERES
663	25326 31111	   	180.78	DCR|2VULN|2DMG|1AART|1SELL	1BEXP|23DMG|46DUST|5aVULN|7SELL|8RCR|9AART
664	25336 21115	   	180.78	DCR|2VULN|2DMG|1AART|1SELL	1BEXP|23DMG|45VULN|6aDUST|7SELL|8RCR|9AART
665	25336 21116	   	180.78	DCR|2VULN|2DMG|1AART|1SELL	1BEXP|23DMG|45VULN|6DUST|7SELL|8RCR|9AART|aTLV
666	35323 42111	   	180.78	DCR|2VULN|2DMG|1AART|1SELL	14DUST|23DMG|5aVULN|6SELL|7BEXP|8RCR|9AART
667	25336 21163	 * 	180.78	DCR|2VULN|2DMG|2CDMG|1SELL	1BEXP|23DMG|45VULN|6DUST|7SELL|8RCR|9aCDMG
668	14326 33512	   	180.77	DCR|2DMG|1VULN|1AART|1CDMG	1AART|27RCVC|3CDMG|4MSLFST|58DMG|6CGEN|9RCR|aVULN
669	13341 13321	   	180.77	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	1AART|2BEXP|3LIT|4ASPD|5DUST|6RCR|7aDUR|8VULN|9DMG
670	13345 22363	 * 	180.71	DCR|3ASPD|1VULN|1AART|1DUR	1AART|2BEXP|3LIT|48aASPD|5LWND|6VULN|7RCR|9DUR
671	13631 13717	   	180.71	DCR|2DMG|1VULN|1AART|1ASPD	1AART|2BEXP|34DMG|5DUST|6ASPD|7MBVNT|8RCR|9RPLT|aVULN
672	13631 22414	   	180.70	DCR|3DMG|1AART|1VULN|1DUR	1AART|2BEXP|347DMG|5DUST|6DUR|8LHND|9VULN|aRCR
673	15631 22314	   	180.70	DCR|3DMG|1VULN|1AART|1DUR	1AART|2FEWX|347DMG|5DUST|6DUR|8BEXP|9VULN|aRCR
674	35266 31113	   	180.67	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	16DUST|2DMG|3ASPD|4RMIN|5VULN|7CDMG|8RCR|9AART|aRCVC
675	25242 42111	   	180.66	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1BEXP|24DMG|3ASPD|5CGEN|6SELL|7FEWX|8RCR|9AART|aVULN
676	25243 42111	   	180.66	DCR|2DMG|1VULN|1AART|1ASPD|1SELL	1BEXP|24DMG|3ASPD|5RMIN|6SELL|7FEWX|8RCR|9AART|aVULN
677	13631 13781	   	180.61	DCR|2DMG|1VULN|1AART|1ASPD	1AART|2BEXP|34DMG|5DUST|6ASPD|7MBVNT|8RCR|9ERES|aVULN
