0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
619	54144 43471	   	173.52	ACR|2DMG|1VULN|1CDMG|1BEXP	1ZMB|2MBVNT|3RCR|4CDMG|5VULN|6LWND|79DMG|8DUR|aBEXP
620	23461 13221	   	173.51	ACR|2DMG|1VULN|2BEXP	1VULN|2RMIN|3RCR|4ERES|5aDMG|6AEMAG|7SNIFST|89BEXP
621	13324 23243	   	173.50	ACR|3VULN|2ASPD|1BEXP	18DUST|2RMIN|3BEXP|4RCR|58aVULN|68ASPD|7DMSP|8BPWR|9AEMAG
622	13324 23265	   	173.50	ACR|3VULN|2ASPD|1BEXP	18DUST|2RMIN|3BEXP|4RCR|58aVULN|68ASPD|7DMSP|8BPWR|9LEGI
623	13324 51212	   	173.49	ACR|2VULN|2BEXP|2AAC|1AART	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9AIRARM|aAART
624	13324 51263	   	173.49	ACR|2VULN|2BEXP|2AAC|1AART	18DUST|2RMIN|38BEXP|4RCR|58VULN|67AAC|8BPWR|9LEGI|aAART
625	54144 23733	   	173.47	ACR|2VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|59VULN|6LHND|7DMG|8RCVC|aAART
626	23441 21161	   	173.46	ACR|3VULN|2DMG|1AAC	189VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78FEWX|8BPWR|aAAC
627	11224 23144	   	173.42	ACR|2ASPD|1VULN|1AART|1BEXP	1DUST|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AART|8RMIN|9BEXP
628	23461 23136	   	173.42	ACR|2DMG|1VULN|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4ERES|57DMG|6RPLT|8AEMAG|9CDMG|aBEXP
629	23432 28225	   	173.40	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9AME|aBEXP
630	23432 28262	   	173.40	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9BEXP|aERES
631	23432 28264	   	173.40	ACR|2VULN|2DMG|1BEXP	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9BEXP|aAEMAG
632	13432 28722	   	173.38	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7VULN|8AART|9ASPD|aCDMG
633	23461 21161	   	173.36	ACR|3VULN|2DMG|1AAC	189VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78FEWX|8BPWR|aAAC
634	13324 13423	   	173.32	ACR|2ASPD|1VULN|1AART|1BEXP	1DUST|2RMIN|3BEXP|4RCR|5VULN|6AME|7AART|8ERES|9aASPD
635	23461 13235	   	173.32	ACR|2DMG|1VULN|1BEXP|1CDMG	1VULN|2RMIN|3RCR|4ERES|59DMG|6AEMAG|7SNIFST|8BEXP|aCDMG
636	23426 23224	   	173.30	ACR|2VULN|2ASPD|1BEXP	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9AME|aBEXP
637	55133 21442	   	173.30	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG|1AAC	1ZMB|2BEXP|3AAC|4MLV|5RCR|6MBVNT|7CDMG|8VULN|9ASPD|aBASICY
638	55113 21442	   	173.20	ACR|1VULN|1ASPD|1BASICY|1BEXP|1CDMG|1AAC	1ZMB|2BEXP|3AAC|4TLV|5RCR|6MBVNT|7CDMG|8VULN|9ASPD|aBASICY
639	13432 28148	 * 	173.18	ACR|2AART|1VULN|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|7VULN|8DMG|9aAART
640	54131 38224	   	173.17	ACR|2VULN|1ASPD|1DMG|1BEXP	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68LWND|78VULN|9ASPD|aBEXP
641	51431 13212	   	173.16	ACR|1BASARM|1DMG|1CDMG	14ZMB|24LWND|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aCDMG
642	51431 13213	   	173.16	ACR|1BASARM|1DMG|1BEXP	14ZMB|24LWND|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aBEXP
643	13324 21641	   	173.07	ACR|2BEXP|1VULN|1ASPD|1CDMG|1AAC	1DUST|2RMIN|38BEXP|4RCR|5VULN|6ASPD|7AAC|9CGEN|aCDMG
644	23446 23213	   	173.07	ACR|2VULN|1ASPD|1DMG|1BEXP	18VULN|2RMIN|3RCR|4CGEN|5ASPD|6RPLT|7DMG|9BEXP|aLHND
645	23456 23213	   	173.07	ACR|2VULN|1ASPD|1DMG|1BEXP	18VULN|2RMIN|3RCR|4MLV|5ASPD|6RPLT|7DMG|9BEXP|aLHND
646	54131 41351	   	173.07	ACR|2BEXP|1ASPD|1DMG|1CDMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68BEXP|78ERES|9CDMG|aASPD
647	54131 43218	   	173.07	ACR|2BEXP|1ASPD|1DMG|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|69BEXP|7DUR|8CDMG|aASPD
648	51431 53212	   	173.06	ACR|1BASARM|1DMG|1CDMG	14ZMB|24LWND|3RCR|4BPWR|5DMG|6TLV|7DUR|8RPLT|9BASARM|aCDMG
649	51431 53213	   	173.06	ACR|1BASARM|1DMG|1BEXP	14ZMB|24LWND|3RCR|4BPWR|5DMG|6TLV|7DUR|8RPLT|9BASARM|aBEXP
650	51431 61212	   	173.06	ACR|1BASARM|1DMG|1CDMG	14ZMB|24LWND|3RCR|4BPWR|5DMG|6LHND|7ERES|8RPLT|9BASARM|aCDMG
651	51431 61213	   	173.06	ACR|1BASARM|1DMG|1BEXP	14ZMB|24LWND|3RCR|4BPWR|5DMG|6LHND|7ERES|8RPLT|9BASARM|aBEXP
652	51441 21312	   	173.06	ACR|1BASARM|1DMG|1CDMG	1ZMB|2LWND|3RCR|4CGEN|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
653	51441 21313	   	173.06	ACR|1BASARM|1DMG|1BEXP	1ZMB|2LWND|3RCR|4CGEN|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
654	51441 33212	   	173.06	ACR|1BASARM|1DMG|1CDMG	1ZMB|26LWND|3RCR|4CGEN|5DMG|7DUR|8RPLT|9BASARM|aCDMG
655	51441 33213	   	173.06	ACR|1BASARM|1DMG|1BEXP	1ZMB|26LWND|3RCR|4CGEN|5DMG|7DUR|8RPLT|9BASARM|aBEXP
656	63431 13212	   	173.06	ACR|1BASARM|1DMG|1CDMG	14LWND|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aCDMG
657	63431 13213	   	173.06	ACR|1BASARM|1DMG|1BEXP	14LWND|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aBEXP
658	63441 21312	   	173.06	ACR|1BASARM|1DMG|1CDMG	1LWND|2RMIN|3RCR|4CGEN|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
659	63441 21313	   	173.06	ACR|1BASARM|1DMG|1BEXP	1LWND|2RMIN|3RCR|4CGEN|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
660	63441 33212	   	173.06	ACR|1BASARM|1DMG|1CDMG	16LWND|2RMIN|3RCR|4CGEN|5DMG|7DUR|8RPLT|9BASARM|aCDMG
661	63441 33213	   	173.06	ACR|1BASARM|1DMG|1BEXP	16LWND|2RMIN|3RCR|4CGEN|5DMG|7DUR|8RPLT|9BASARM|aBEXP
662	21166 43333	 * 	172.99	ACR|2AART|1VULN|1ASPD|1BEXP	1VULN|2FEWX|3VENICY|47AART|5RCR|6LHND|8ASPD|9RCVC|aBEXP
663	23426 21243	   	172.98	ACR|2ASPD|1VULN|1AART|1AAC	1VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7AAC|9CGEN|aAART
664	13324 11161	   	172.97	ACR|2BEXP|1VULN|1DMG|1CDMG|1AAC	1DUST|2RMIN|39BEXP|4RCR|5VULN|6AME|7AAC|8DMG|aCDMG
665	13324 11461	   	172.97	ACR|2BEXP|1VULN|1ASPD|1CDMG|1AAC	1DUST|2RMIN|39BEXP|4RCR|5VULN|6AME|7AAC|8ASPD|aCDMG
666	23466 23213	   	172.97	ACR|2VULN|1ASPD|1DMG|1BEXP	18VULN|2RMIN|3RCR|4ERES|5ASPD|6RPLT|7DMG|9BEXP|aLHND
667	54141 21131	 * 	172.97	ACR|2BEXP|1DMG|1BASICY|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6aBEXP|7MDPS|8BASICY|9DMG
668	52431 12411	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aLWND
669	52431 12413	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aFEWX
670	54131 12511	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aLWND
671	54131 12512	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aRMIN
672	54131 12513	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aFEWX
673	54131 12514	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aLIT
674	13441 32212	   	172.96	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|67LWND|8RPLT|9BASARM|aCDMG
675	51432 22623	   	172.96	ACR|1BASARM|1ASPD|1BEXP	14ZMB|247LWND|3RCR|4BPWR|5BEXP|6MBVNT|8BASARM|9DUST|aASPD
676	51441 13212	   	172.96	ACR|1BASARM|1DMG|1CDMG	1ZMB|2LWND|3RCR|4CGEN|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aCDMG
677	51441 13213	   	172.96	ACR|1BASARM|1DMG|1BEXP	1ZMB|2LWND|3RCR|4CGEN|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aBEXP
678	51451 21312	   	172.96	ACR|1BASARM|1DMG|1CDMG	1ZMB|2LWND|3RCR|4AME|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
679	51451 21313	   	172.96	ACR|1BASARM|1DMG|1BEXP	1ZMB|2LWND|3RCR|4AME|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
680	51451 33212	   	172.96	ACR|1BASARM|1DMG|1CDMG	1ZMB|26LWND|3RCR|4AME|5DMG|7DUR|8RPLT|9BASARM|aCDMG
681	51451 33213	   	172.96	ACR|1BASARM|1DMG|1BEXP	1ZMB|26LWND|3RCR|4AME|5DMG|7DUR|8RPLT|9BASARM|aBEXP
682	51461 21312	   	172.96	ACR|1BASARM|1DMG|1CDMG	1ZMB|2LWND|3RCR|4ERES|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
683	51461 21313	   	172.96	ACR|1BASARM|1DMG|1BEXP	1ZMB|2LWND|3RCR|4ERES|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
684	52431 12512	   	172.96	ACR|1BASARM|1DMG|1CDMG	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LWND|9BASARM|aCDMG
685	52441 32212	   	172.96	ACR|1BASARM|1DMG|1CDMG	1ZMB|2DUST|3RCR|4CGEN|5DMG|67LWND|8RPLT|9BASARM|aCDMG
686	54131 12612	   	172.96	ACR|1BASARM|1DMG|1CDMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LWND|9BASARM|aCDMG
687	54131 12614	   	172.96	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LWND|9BASARM|aBEXP
688	63431 53212	   	172.96	ACR|1BASARM|1DMG|1CDMG	14LWND|2RMIN|3RCR|4BPWR|5DMG|6TLV|7DUR|8RPLT|9BASARM|aCDMG
689	63431 53213	   	172.96	ACR|1BASARM|1DMG|1BEXP	14LWND|2RMIN|3RCR|4BPWR|5DMG|6TLV|7DUR|8RPLT|9BASARM|aBEXP
690	63431 61212	   	172.96	ACR|1BASARM|1DMG|1CDMG	14LWND|2RMIN|3RCR|4BPWR|5DMG|6LHND|7ERES|8RPLT|9BASARM|aCDMG
691	63431 61213	   	172.96	ACR|1BASARM|1DMG|1BEXP	14LWND|2RMIN|3RCR|4BPWR|5DMG|6LHND|7ERES|8RPLT|9BASARM|aBEXP
692	63441 13212	   	172.96	ACR|1BASARM|1DMG|1CDMG	1LWND|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aCDMG
693	63441 13213	   	172.96	ACR|1BASARM|1DMG|1BEXP	1LWND|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aBEXP
694	63451 21312	   	172.96	ACR|1BASARM|1DMG|1CDMG	1LWND|2RMIN|3RCR|4AME|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
695	63451 21313	   	172.96	ACR|1BASARM|1DMG|1BEXP	1LWND|2RMIN|3RCR|4AME|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
696	63451 33212	   	172.96	ACR|1BASARM|1DMG|1CDMG	16LWND|2RMIN|3RCR|4AME|5DMG|7DUR|8RPLT|9BASARM|aCDMG
697	63451 33213	   	172.96	ACR|1BASARM|1DMG|1BEXP	16LWND|2RMIN|3RCR|4AME|5DMG|7DUR|8RPLT|9BASARM|aBEXP
698	63461 21312	   	172.96	ACR|1BASARM|1DMG|1CDMG	1LWND|2RMIN|3RCR|4ERES|5DMG|6RPLT|78FEWX|9BASARM|aCDMG
699	63461 21313	   	172.96	ACR|1BASARM|1DMG|1BEXP	1LWND|2RMIN|3RCR|4ERES|5DMG|6RPLT|78FEWX|9BASARM|aBEXP
700	23433 25262	   	172.95	ACR|3VULN|2BEXP|1ASPD	189VULN|2RMIN|3RCR|48LWND|5FEWX|6ASPD|78BEXP|8BPWR|aERES
701	13563 12261	   	172.89	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1DUST|2RMIN|3CDMG|4MDPS|5RCR|6AART|7DMG|8FEWX|9VULN|aASPD
702	13321 43234	   	172.89	ACR|2BEXP|1VULN|1ASPD|1BASICY	1DUST|2RMIN|3aBEXP|4RCR|5RCVC|6FLTARM|7VULN|8BASICY|9ASPD
703	13432 51125	   	172.87	ACR|2BEXP|1ASPD|1DMG|1CDMG	14DUST|2RMIN|3RCR|4BPWR|58BEXP|6ASPD|7ERES|9DMG|aCDMG
704	13431 12411	   	172.86	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aLWND
705	13431 12413	   	172.86	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aFEWX
706	13431 12416	   	172.86	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6aCGEN|7RPLT|8BEXP|9BASARM
707	13431 12512	   	172.86	ACR|1BASARM|1DMG|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LWND|9BASARM|aCDMG
708	13441 12411	   	172.86	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aLWND
709	13441 12413	   	172.86	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aFEWX
710	13441 12512	   	172.86	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7RPLT|8LWND|9BASARM|aCDMG
711	13441 22411	   	172.86	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aLWND
712	13441 22413	   	172.86	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aFEWX
713	13441 22512	   	172.86	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7AEMAG|8LWND|9BASARM|aCDMG
714	13441 23511	   	172.86	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7BEXP|9BASARM|aLWND
715	13441 23513	   	172.86	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7BEXP|9BASARM|aFEWX
716	13451 32212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4AME|5DMG|67LWND|8RPLT|9BASARM|aCDMG
717	13461 32212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4ERES|5DMG|67LWND|8RPLT|9BASARM|aCDMG
718	51451 13212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1ZMB|2LWND|3RCR|4AME|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aCDMG
719	51451 13213	   	172.86	ACR|1BASARM|1DMG|1BEXP	1ZMB|2LWND|3RCR|4AME|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aBEXP
720	52431 12412	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aMDPS
721	52431 31212	   	172.86	ACR|1BASARM|1DMG|1CDMG	14ZMB|24DUST|3RCR|4BPWR|5DMG|6LWND|7ERES|8RPLT|9BASARM|aCDMG
722	52451 32212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1ZMB|2DUST|3RCR|4AME|5DMG|67LWND|8RPLT|9BASARM|aCDMG
723	52461 32212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1ZMB|2DUST|3RCR|4ERES|5DMG|67LWND|8RPLT|9BASARM|aCDMG
724	54131 41411	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aLWND
725	54131 41412	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aRMIN
726	54131 41413	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aFEWX
727	54131 41414	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aLIT
728	54131 41417	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aCGEN
729	54131 41418	   	172.86	ACR|1BASARM|1DMG|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6BEXP|7ERES|8RPLT|9BASARM|aLHND
730	54132 61411	   	172.86	ACR|1BASARM|1ASPD|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6ASPD|7ERES|8RPLT|9BASARM|aLWND
731	54132 61412	   	172.86	ACR|1BASARM|1ASPD|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6ASPD|7ERES|8RPLT|9BASARM|aRMIN
732	54132 61413	   	172.86	ACR|1BASARM|1ASPD|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6ASPD|7ERES|8RPLT|9BASARM|aFEWX
733	54132 61414	   	172.86	ACR|1BASARM|1ASPD|1BEXP	14ZMB|2MBVNT|3RCR|4BPWR|5BEXP|6ASPD|7ERES|8RPLT|9BASARM|aLIT
734	54143 25311	   	172.86	ACR|1BASARM|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6aLWND|7DUR|8ASPD|9BASARM
735	54143 25314	   	172.86	ACR|1BASARM|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6LWND|7DUR|8ASPD|9BASARM|aBELT
736	54143 84211	   	172.86	ACR|1BASARM|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6DMG|7FEWX|8DUR|9BASARM|aLWND
737	54143 84213	   	172.86	ACR|1BASARM|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6DMG|7aFEWX|8DUR|9BASARM
738	63451 13212	   	172.86	ACR|1BASARM|1DMG|1CDMG	1LWND|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aCDMG
739	63451 13213	   	172.86	ACR|1BASARM|1DMG|1BEXP	1LWND|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aBEXP
740	63432 22623	   	172.86	ACR|1BASARM|1ASPD|1BEXP	147LWND|2RMIN|3RCR|4BPWR|5BEXP|6MBVNT|8BASARM|9DUST|aASPD
741	23434 43221	   	172.85	ACR|3VULN|2BEXP|1DMG	156VULN|2RMIN|3RCR|46LWND|6BPWR|7FLTFST|89BEXP|aDMG
742	35332 34335	 * 	172.81	ACR|3ASPD|1AART|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|67aASPD|8AART|9AAC
743	35332 24125	   	172.81	ACR|3ASPD|1AART|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|6AAC|79aASPD|8AART
744	23441 24112	   	172.80	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aCDMG
745	23451 24112	   	172.80	ACR|2VULN|2DMG|1CDMG	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78LWND|8BPWR|9VENTOX|aCDMG
746	26631 23336	 * 	172.77	DCR|3VULN|1BASARM|1ASPD|1BASICY	129VULN|3CGEN|4AME|5ASPD|6BASICY|7BASARM|8LWND|aRCR
747	13324 11153	   	172.77	ACR|2VULN|1DMG|1AART|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|6AME|7AAC|8DMG|aAART
748	13324 11453	   	172.77	ACR|2VULN|1ASPD|1AART|1BEXP|1AAC	1DUST|2RMIN|3BEXP|4RCR|59VULN|6AME|7AAC|8ASPD|aAART
749	54144 47243	 * 	172.76	ACR|2VULN|1ASPD|1AART|1CDMG	18ZMB|2MBVNT|3RCR|4CDMG|58VULN|68LWND|7RPLT|8BPWR|9AART|aASPD
750	13431 52411	   	172.76	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7RPLT|8BEXP|9BASARM|aLWND
751	13431 52413	   	172.76	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7RPLT|8BEXP|9BASARM|aFEWX
752	13451 12411	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aLWND
753	13451 12413	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aFEWX
754	13451 22411	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aLWND
755	13451 22413	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aFEWX
756	13451 23511	   	172.76	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7BEXP|9BASARM|aLWND
757	13451 23513	   	172.76	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7BEXP|9BASARM|aFEWX
758	13461 22411	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aLWND
759	13461 22413	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aFEWX
760	13461 23511	   	172.76	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7BEXP|9BASARM|aLWND
761	13461 23513	   	172.76	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7BEXP|9BASARM|aFEWX
762	13431 12412	   	172.76	ACR|1BASARM|1DMG|1BEXP	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8BEXP|9BASARM|aMDPS
763	13431 31212	   	172.76	ACR|1BASARM|1DMG|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6LWND|7ERES|8RPLT|9BASARM|aCDMG
764	13431 52512	   	172.76	ACR|1BASARM|1DMG|1CDMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7RPLT|8LWND|9BASARM|aCDMG
765	13441 12412	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7RPLT|8BEXP|9BASARM|aMDPS
766	13441 22412	   	172.76	ACR|1BASARM|1DMG|1BEXP	1DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7AEMAG|8BEXP|9BASARM|aMDPS
767	13441 23512	   	172.76	ACR|1BASARM|1DMG|1BEXP	18DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7BEXP|9BASARM|aMDPS
768	13451 12512	   	172.76	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7RPLT|8LWND|9BASARM|aCDMG
769	13451 22512	   	172.76	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7AEMAG|8LWND|9BASARM|aCDMG
770	13461 22512	   	172.76	ACR|1BASARM|1DMG|1CDMG	1DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7AEMAG|8LWND|9BASARM|aCDMG
771	54124 22445	   	172.76	ACR|1BASARM|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4MDPS|5FEWX|6DUST|7LHND|8ASPD|9CDMG|aBASARM
772	54141 11284	   	172.76	ACR|1BASARM|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6LWND|7MDPS|8SPLARM|9BASARM|aDMG
