0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
643	23262 62621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2TLV|3ASPD|4BEXP|5aDMG|6CGEN|7RCR|8AART|9VULN
644	32122 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	12BEXP|3LWND|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
645	32122 52621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	12BEXP|3LWND|4ASPD|5aDMG|6ERES|7RCR|8AART|9VULN
646	34522 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2CGEN|3RMIN|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
647	36612 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2ASPD|34LHND|5aDMG|6TLV|7RCR|8AART|9VULN
648	56122 12621	   	150.86	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2LHND|3LWND|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
649	62151 21236	   	150.84	DCR|3DMG|2VULN	1ERES|29RCVC|357DMG|45VULN|5BPWR|6FEWX|8CGEN|aRCR
650	53615 12131	   	150.83	ACR|2VULN|1AART|1CDMG|1ZMB	14DMSP|2MLV|3RCR|5ZMB|6RPLT|7CDMG|8aVULN|9AART
651	51522 22213	   	150.83	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD	1DMSP|2LWND|3VULN|4ASPD|5DMG|6RPLT|7FLTHEA|8AART|9ZMB|aRCR
652	23313 32551	   	150.80	DCR|2VULN|1AART|2DUR|1ZMB	1RMIN|2TLV|3AART|4RCVC|56DUR|7aVULN|8RCR|9ZMB
653	15223 22621	   	150.79	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|2DUST|36ASPD|4ERES|5ZMB|7RCR|8AART|9VULN|aDMG
654	53235 32126	   	150.78	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|2MLV|3ASPD|4DMG|5RCR|6BELT|7CDMG|8VULN|9DUR|aAART
655	11256 12161	   	150.78	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2LIT|3MLV|4RCR|5VULN|6BEXP|7aDMG|8DUR|9AART
656	11256 12163	   	150.78	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2LIT|3MLV|4RCR|5aVULN|6BEXP|7DMG|8DUR|9AART
657	11256 22161	   	150.78	ACR|2DMG|1AART|1VULN|1DUR	1LHND|2LIT|3MLV|4RCR|5VULN|6FEWX|7aDMG|8DUR|9AART
658	11256 22163	   	150.78	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2LIT|3MLV|4RCR|5aVULN|6FEWX|7DMG|8DUR|9AART
659	31251 25423	   	150.78	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3MLV|4RCR|5RMIN|6aVULN|7DUR|8DMG|9AART
660	31256 32323	   	150.78	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3MLV|4RCR|5aVULN|6DUR|7DMG|8CGEN|9AART
661	31256 33423	   	150.78	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3MLV|4RCR|5aVULN|6DUR|7RMIN|8DMG|9AART
662	12314 53115	 * 	150.77	DCR|2VULN|2AART|2CDMG	17LHND|2BEXP|37VULN|4LIT|5CGEN|67CDMG|7BPWR|8aAART|9RCR
663	15212 12621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2DUST|3ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
664	15212 52621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	14LHND|2DUST|3ASPD|5aDMG|6ERES|7RCR|8AART|9VULN
665	22242 12621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2FEWX|3ERES|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
666	23232 62621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2TLV|3ASPD|4DUST|5aDMG|6CGEN|7RCR|8AART|9VULN
667	23262 52621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2TLV|3ASPD|4BEXP|5aDMG|6ERES|7RCR|8AART|9VULN
668	43522 12621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|2CGEN|3RMIN|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
669	63522 12621	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BEXP|3RMIN|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
670	13526 12532	   	150.76	DCR|2VULN|1AART|2ASPD|1CDMG	1aLHND|2CGEN|3RMIN|4aASPD|5AART|6FEWX|7CDMG|8RCR|9aVULN|aBPWR
671	12236 31153	   	150.76	DCR|2VULN|2DMG|2ASPD	19LHND|2BEXP|39ASPD|4NUKE|5aVULN|6DUST|7RCR|89DMG|9BPWR
672	25312 81124	   	150.76	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|38DMG|4FEWX|59VULN|6BEXP|7RCR|aCDMG
673	25317 51124	   	150.76	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|38DMG|4FEWX|5LHND|69VULN|7RCR|aCDMG
674	25722 81124	   	150.76	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|3FEWX|48DMG|59VULN|6BEXP|7RCR|aCDMG
675	25427 23328	   	150.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2MBVNT|3AART|4LHND|5DMG|6ZMB|79VULN|8CGEN|aRCR
676	32346 11324	   	150.73	DCR|2VULN|1AART|2CDMG|1ZMB	12BEXP|3AART|4ZMB|56CDMG|78VULN|9DMSP|aRCR
677	12241 61123	   	150.72	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2BEXP|3ASPD|4VULN|5DUR|6ZMB|7RCR|8DMG|9AART|aCGEN
678	12241 61125	   	150.72	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LHND|2BEXP|3ASPD|4VULN|5DUR|6ZMB|7RCR|8DMG|9AART|aRMIN
679	16241 61123	   	150.72	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2ASPD|3BEXP|4VULN|5DUR|6ZMB|7RCR|8DMG|9AART|aCGEN
680	36114 61123	   	150.72	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4LHND|5VULN|6ZMB|7RCR|8DMG|9AART|aCGEN
681	36123 41521	   	150.72	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4DMG|5LWND|6VULN|7RCR|8RMIN|9AART|aZMB
682	31256 32523	   	150.68	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LIT|3MLV|4RCR|5aVULN|6DUR|7DMG|8ERES|9AART
683	23232 52621	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	1RMIN|2TLV|3ASPD|4DUST|5aDMG|6ERES|7RCR|8AART|9VULN
684	45122 12621	   	150.66	DCR|2DMG|1AART|1VULN|1ASPD	12DUST|3LWND|4ASPD|5aDMG|6TLV|7RCR|8AART|9VULN
685	21326 12532	   	150.66	DCR|2VULN|1AART|2ASPD|1CDMG	1RMIN|2aLWND|3ERES|4aASPD|5AART|6FEWX|7CDMG|8RCR|9aVULN|aBPWR
686	11521 53131	   	150.66	ACR|3CDMG|1AART|1DMG|1VULN	17LHND|27LIT|3CGEN|4VULN|5RCR|679CDMG|7BPWR|8AART|aDMG
687	31521 53131	   	150.66	ACR|3CDMG|1AART|1DMG|1VULN	17BEXP|27LIT|3CGEN|4VULN|5RCR|679CDMG|7BPWR|8AART|aDMG
688	25312 31124	   	150.66	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|38DMG|4FEWX|59VULN|6DUST|7RCR|aCDMG
689	25722 31124	   	150.66	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|3FEWX|48DMG|59VULN|6DUST|7RCR|aCDMG
690	25744 51124	   	150.66	DCR|2VULN|2DMG|1CDMG	1RMIN|2MBVNT|3FEWX|4DUST|58DMG|69VULN|7RCR|aCDMG
691	25251 32321	   	150.65	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|49aVULN|5AART|6RCR|7BELT|8MLV
692	25251 38333	   	150.65	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6RCR|7LHND|9LIT
693	62415 12113	   	150.65	ACR|2VULN|1AART|1CDMG|1ASPD|2RCVC	1ERES|27RCVC|3aVULN|4AART|5RCR|6FEWX|8ASPD|9CDMG
694	12314 53421	 * 	150.64	DCR|3VULN|1DMG|2CDMG	17LHND|2BEXP|37aVULN|4LIT|5CGEN|67CDMG|7BPWR|8DMG|9RCR
695	15241 61123	   	150.62	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|2DUST|3ASPD|4VULN|5DUR|6ZMB|7RCR|8DMG|9AART|aCGEN
696	35233 41123	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2DUST|3ASPD|4DUR|5ZMB|6VULN|7RCR|8DMG|9AART|aCGEN
697	35233 41125	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2DUST|3ASPD|4DUR|5ZMB|6VULN|7RCR|8DMG|9AART|aRMIN
698	35234 61123	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2DUST|3ASPD|4DUR|5VULN|6ZMB|7RCR|8DMG|9AART|aCGEN
699	36142 61123	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2ASPD|3DUR|4VULN|5DUST|6ZMB|7RCR|8DMG|9AART|aCGEN
700	42233 41123	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUST|2BEXP|3ASPD|4DUR|5ZMB|6VULN|7RCR|8DMG|9AART|aCGEN
701	42233 41125	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4DUR|5ZMB|6VULN|7RCR|8DMG|9AART|aRMIN
702	42234 61123	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUST|2BEXP|3ASPD|4DUR|5VULN|6ZMB|7RCR|8DMG|9AART|aCGEN
703	34124 25332	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2CGEN|3DUR|4DMG|5ZMB|6ASPD|7RCR|8BASICY|9AART|aVULN
704	35213 41126	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2DUST|3ASPD|4LHND|5ZMB|6VULN|7RCR|8DMG|9AART|aDUR
705	42213 41126	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2BEXP|3ASPD|4LHND|5ZMB|6VULN|7RCR|8DMG|9AART|aDUR
706	12232 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2BEXP|3ASPD|4NUKE|5DUR|6VULN|7RCR|8DMG|9AART|aZMB
707	16232 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2ASPD|3BEXP|4NUKE|5DUR|6VULN|7RCR|8DMG|9AART|aZMB
708	33114 11121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4LHND|5VULN|6ASPD|7RCR|8DMG|9AART|aZMB
709	33362 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3ASPD|4LHND|5DUR|6VULN|7RCR|8DMG|9AART|aZMB
710	33534 11121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3LWND|4DUR|5VULN|6ASPD|7RCR|8DMG|9AART|aZMB
711	33541 11121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3LWND|4VULN|5DUR|6ASPD|7RCR|8DMG|9AART|aZMB
712	33641 11121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3LHND|4VULN|5DUR|6ASPD|7RCR|8DMG|9AART|aZMB
713	36123 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5LWND|6VULN|7RCR|8NUKE|9AART|aZMB
714	36124 35332	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5ZMB|6CGEN|7RCR|8BASICY|9AART|aVULN
715	36126 31521	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5VULN|6DUST|7RCR|8RMIN|9AART|aZMB
716	36522 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3LWND|4DMG|5DUR|6VULN|7RCR|8NUKE|9AART|aZMB
717	36632 41121	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3LHND|4NUKE|5DUR|6VULN|7RCR|8DMG|9AART|aZMB
718	62415 11321	   	150.58	ACR|3VULN|1AART|1ASPD	1ERES|2RCVC|38aVULN|4AART|5RCR|6FEWX|7ASPD|9MLV
719	62415 11331	   	150.58	ACR|3VULN|1AART|1ASPD	1ERES|2RCVC|38aVULN|4AART|5RCR|6FEWX|7ASPD|9CGEN
720	62415 13121	   	150.58	ACR|3VULN|1AART|1ASPD	1ERES|2RCVC|37aVULN|4AART|5RCR|6FEWX|8ASPD|9MLV
721	62415 13131	   	150.58	ACR|3VULN|1AART|1ASPD	1ERES|2RCVC|37aVULN|4AART|5RCR|6FEWX|8ASPD|9CGEN
722	21326 42532	   	150.56	DCR|2VULN|1AART|2ASPD|1CDMG	1RMIN|2aLWND|3ERES|4aASPD|5AART|6DUST|7CDMG|8RCR|9aVULN|aBPWR
723	25251 32121	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|49aVULN|5AART|6RCR|7BELT|8ERES
724	25251 33333	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6RCR|7LEGI|9LIT
725	25251 33372	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6RCR|7LEGI|aCGEN
726	25251 33373	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6RCR|7LEGI|aFEWX
727	25251 33383	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6RCR|7LEGI|9BEXP
728	25251 34333	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|48aVULN|5AART|6RCR|7DUST|9LIT
729	25251 34372	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6RCR|7DUST|aCGEN
730	25251 34373	   	150.55	DCR|3VULN|1AART|1DUR	1RMIN|2MBVNT|3DUR|489VULN|5AART|6RCR|7DUST|aFEWX
731	15232 41121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2DUST|3ASPD|4NUKE|5DUR|6VULN|7RCR|8DMG|9AART|aZMB
732	16632 31121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LHND|2ASPD|3VULN|4NUKE|5DUR|6DUST|7RCR|8DMG|9AART|aZMB
733	33142 11121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4VULN|5DUST|6ASPD|7RCR|8DMG|9AART|aZMB
734	33145 31121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3DUR|4VULN|5ASPD|6DUST|7RCR|8DMG|9AART|aZMB
735	33332 31121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2NUKE|3ASPD|4VULN|5DUR|6DUST|7RCR|8DMG|9AART|aZMB
736	36126 31121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4DMG|5VULN|6DUST|7RCR|8NUKE|9AART|aZMB
737	36145 31121	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4VULN|5DMG|6DUST|7RCR|8NUKE|9AART|aZMB
738	41521 53131	   	150.46	ACR|3CDMG|1AART|1DMG|1VULN	17DUST|27LIT|3CGEN|4VULN|5RCR|679CDMG|7BPWR|8AART|aDMG
739	53151 61131	   	150.45	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|2MLV|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR|aLHND
740	16113 12526	   	150.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|5VULN|6FEWX|7CDMG|8RCR|9DMSP|aDMG
741	41253 52311	 * 	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|6aAART|7DMG|8CGEN|9VULN
742	13115 11523	   	150.38	ACR|3VULN|1AART|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6FEWX|7ASPD|89aVULN
743	13115 13123	   	150.38	ACR|3VULN|1AART|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6FEWX|79aVULN|8ASPD
744	21113 64113	   	150.36	DCR|2VULN|1AART|1CDMG|1ASPD	1RMIN|26LWND|3RCVC|4AART|5aVULN|7RCR|8ASPD|9CDMG
745	53151 61133	   	150.35	DCR|2VULN|2DMG|1ZMB|1ASPD	1DMSP|2MLV|35DMG|45VULN|5BPWR|6RMIN|7ZMB|8ASPD|9RCR|aLSRHEA
746	16113 11561	   	150.33	DCR|1AART|1VULN|1DMG|2ASPD|1DUR	1LHND|27ASPD|3RCVC|4AART|5VULN|6FEWX|8RCR|9DUR|aDMG
747	16642 31231	   	150.32	DCR|3VULN|1DMG|1ZMB|1ASPD	1aLHND|2ASPD|347VULN|5DMG|6ZMB|8RCVC|9RCR
748	41253 52211	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1DUST|2LIT|3MLV|4RCR|5ZMB|6aAART|7DMG|8ERES|9VULN
749	25743 51124	   	150.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2MBVNT|3FEWX|4DUST|5ZMB|6VULN|7RCR|8DMG|9AART|aCDMG
750	13115 41523	   	150.28	ACR|3VULN|1AART|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6DUST|7ASPD|89aVULN
751	13115 43123	   	150.28	ACR|3VULN|1AART|1ASPD	1LHND|2CGEN|3RCVC|4AART|5RCR|6DUST|79aVULN|8ASPD
752	51522 31533	 * 	150.27	DCR|2VULN|1DMG|2ZMB|1CDMG|1ASPD	1DMSP|2LWND|37VULN|4ASPD|5DMG|68ZMB|9RCR|aCDMG
753	25223 51471	   	150.26	DCR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|4aDMG|5LWND|6VULN|7RCR|8LIT|9AART
754	25223 51473	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5LWND|6aVULN|7RCR|8LIT|9AART
755	33123 41523	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2NUKE|3DUR|4DMG|5LWND|6aVULN|7RCR|8RMIN|9AART
756	33343 35335	   	150.26	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2NUKE|3ASPD|4aDMG|5VULN|6CGEN|7RCR|8MGNSTR|9AART
757	33522 41523	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2NUKE|3LWND|4DMG|5DUR|6aVULN|7RCR|8RMIN|9AART
758	33632 41523	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1BEXP|2NUKE|3LHND|4DMG|5DUR|6aVULN|7RCR|8RMIN|9AART
759	25751 32442	   	150.23	DCR|2DMG|1AART|1VULN	1RMIN|2MBVNT|3FEWX|4VULN|5AART|6RCR|7RCVC|8DUST|9aDMG
760	16642 31232	   	150.22	DCR|3VULN|1DMG|1ZMB|1ASPD	1LHND|2ASPD|347VULN|5DMG|6ZMB|8RCVC|9RCR|aERES
761	62351 21152	   	150.21	DCR|3VULN|1DMG|2ZMB	1ERES|2aRCVC|35ZMB|458VULN|5BPWR|6FEWX|7DMG|9RCR
762	36123 31441	   	150.19	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|49DMG|5LWND|6DUST|7RCR|8CDMG|aAART
763	25253 51123	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4aVULN|5BEXP|6ERES|7RCR|8DMG|9AART
764	25277 31123	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4BEXP|5ERES|6aVULN|7RCR|8DMG|9AART
765	25737 31123	   	150.16	DCR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3FEWX|4DUR|5ERES|6aVULN|7RCR|8DMG|9AART
766	45312 31513	   	150.13	DCR|2VULN|1AART|1CDMG|1DUR	12DUST|3AART|47RCVC|5aVULN|6DUR|8RCR|9CDMG
767	25425 46141	   	150.12	DCR|2AART|1VULN|1DMG|1ASPD	1RMIN|2MBVNT|37AART|4LHND|5VULN|6RCR|8ASPD|9CGEN|aDMG
768	62131 21133	   	150.12	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2RCVC|35DMG|45MLV|5BPWR|6VULN|7ZMB|8ASPD|9RCR|aCDMG
769	24162 61123	   	150.03	DCR|3VULN|1DMG|1CDMG	1RMIN|2CANSTR|3ERES|4CDMG|569VULN|7RCR|8DMG|aRCVC
770	62411 53211	   	150.03	DCR|2VULN|1AART|1DMG	1ERES|2RCVC|3aVULN|4AART|5BEXP|6BELT|7RCR|8LWND|9DMG
771	16113 31313	   	150.03	DCR|2VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|37RCVC|4AART|5aVULN|6RMIN|8RCR|9CDMG
772	23364 68143	   	150.02	DCR|2AART|1VULN|1DMG|1ASPD	15RMIN|2TLV|39AART|4MBVNT|6RCR|7DMG|8ASPD|aVULN
773	25425 44372	   	150.02	DCR|2AART|1VULN|1DMG|1ASPD	1RMIN|2MBVNT|39AART|4LHND|5VULN|6RCR|7ASPD|8DUST|aDMG
774	25425 46131	   	150.02	DCR|2AART|1VULN|1DMG|1ASPD	1RMIN|2MBVNT|37AART|4LHND|5VULN|6RCR|8ASPD|9ERES|aDMG
775	62355 11133	   	150.02	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2RCVC|3ZMB|4VULN|57DMG|6MLV|8ASPD|9RCR|aCDMG
776	12241 61151	   	150.00	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1LHND|29BEXP|3ASPD|4VULN|59DUR|6ZMB|7RCR|89DMG|9BPWR|aRPLT
777	12241 61152	   	150.00	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1LHND|29BEXP|3ASPD|4VULN|59DUR|6ZMB|7RCR|89DMG|9BPWR|aLWND
778	16113 13323	   	149.96	DCR|3VULN|1AART|1ASPD	1LHND|2ASPD|3RCVC|4AART|59aVULN|6FEWX|7CGEN|8RCR
779	33331 12566	 * 	149.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2NUKE|39ASPD|4VULN|5BELT|6DMG|7CDMG|8RCR|aAART
780	25425 74224	   	149.93	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|5VULN|6DUR|7RCR|8CGEN|9CDMG|aDMG
781	25245 12374	   	149.91	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4ASPD|5RCR|6ERES|7AART|89VULN|aCDMG
782	25215 11161	   	149.90	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1RMIN|2MBVNT|39DUR|49LHND|5VULN|6ASPD|7RCR|89DMG|9BPWR|aZMB
783	25323 64611	   	149.89	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2MBVNT|39DMG|4ASPD|56VULN|7DUR|8RCR|aRCVC
784	53235 11121	   	149.89	ACR|3DMG|1AART|2ASPD	1DMSP|2MLV|38ASPD|479DMG|5RCR|6TLV|aAART
785	53133 32134	   	149.88	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|25MLV|34DMG|6VULN|7CDMG|8CGEN|9AART|aRCR
786	53251 11114	   	149.88	DCR|2VULN|1AART|1DMG|2ASPD	1DMSP|2MLV|35ASPD|45VULN|5BPWR|6RPLT|7FEWX|8DMG|9AART|aRCR
787	16113 43323	   	149.86	DCR|3VULN|1AART|1ASPD	1LHND|2ASPD|3RCVC|4AART|59aVULN|6DUST|7CGEN|8RCR
788	25425 48134	   	149.85	DCR|2VULN|1AART|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|47LHND|57VULN|6RCR|7BPWR|8ASPD|9ERES|aCDMG
789	25425 43128	   	149.85	DCR|2VULN|1AART|1CDMG|1ASPD	1RMIN|2MBVNT|3AART|4LHND|59VULN|6RCR|7DMSP|8ASPD|aCDMG
790	24342 23432	   	149.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2CANSTR|3LWND|4ZMB|5RCR|6DMG|7AART|8ASPD|9DUR|aVULN
791	22332 52425	   	149.80	DCR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1RMIN|2FEWX|3ASPD|45DMG|68DUR|7RCR|9VULN|aZMB
792	25322 63613	   	149.79	DCR|3DMG|1AART|1ASPD|1DUR	1RMIN|2MBVNT|359DMG|4ASPD|6DUR|7FEWX|8RCR|aAART
793	53133 32434	   	149.78	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|25MLV|34DMG|6VULN|7CDMG|8TLV|9AART|aRCR
794	33124 25321	   	149.77	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR|1SELL	1BEXP|2NUKE|3DUR|4DMG|5ZMB|6ASPD|7RCR|8VULN|9SELL|aAART
795	63124 25321	   	149.77	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1ERES|2BEXP|3DUR|4DMG|5ZMB|6ASPD|7RCR|8VULN|9SELL|aAART
796	62151 23423	   	149.76	DCR|2VULN|2DMG|1CDMG	1ERES|2RCVC|35DMG|45VULN|5BPWR|6aFEWX|7CDMG|8LIT|9RCR
797	62151 33423	   	149.76	DCR|2VULN|2DMG|1CDMG	1ERES|2RCVC|35DMG|45VULN|5BPWR|6LWND|7CDMG|8LIT|9RCR|aFEWX
798	32632 42622	   	149.76	DCR|2VULN|1AART|1DMG|1DUR	12BEXP|3DUR|4RPLT|5aVULN|6AART|7LHND|8RCR|9DMG
