0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
674	24223 14212	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9BEXP|aVULN
675	24223 14223	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8aCGEN|9VULN
676	24223 14225	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9VULN|aLIT
677	24223 14232	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8CGEN|9FEWX|aVULN
678	24223 14412	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8BEXP|9FEWX|aVULN
679	24223 14432	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8BEXP|9LWND|aVULN
680	24323 14316	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9BEXP|aVULN
681	24323 14323	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9VULN|aBEXP
682	24323 14325	   	159.57	DCR|2DMG|2AART|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9VULN|aLIT
683	24323 14336	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9FEWX|aVULN
684	24323 14422	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8BEXP|9DUST|aVULN
685	24323 14612	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8MBVNT|9FEWX|aVULN
686	24323 14632	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8MBVNT|9LWND|aVULN
687	24223 16132	   	159.57	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|59AART|6RCR|7BEXP|8LWND|aVULN
688	53111 16214	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	13MLV|23DMG|3BPWR|49BEXP|5ZMB|6aVULN|7CDMG|8RCR
689	24223 14323	 * 	159.54	DCR|3DMG|3AART	18LHND|248DMG|38TLV|57aAART|6RCR|8BPWR|9LWND
690	21131 41163	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	12LHND|3LSRREG|4DUR|5CDMG|68aVULN|7RCR|9AART
691	22131 41163	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2RCVC|3LSRREG|4DUR|5CDMG|68aVULN|7RCR|9AART
692	24223 11134	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|59AART|6RCR|7VULN|8LWND|aDUST
693	24223 11153	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8LWND|9DUST
694	24223 11353	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|5aAART|6RCR|7VULN|8BEXP|9DUST
695	24223 14222	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3aTLV|57AART|6RCR|8CGEN|9VULN
696	24223 14422	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8BEXP|9DUST|aVULN
697	24223 14612	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8MBVNT|9FEWX|aVULN
698	24223 14632	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8MBVNT|9LWND|aVULN
699	24323 14322	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8ERES|9VULN|aTLV
700	24323 14622	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3CGEN|57AART|6RCR|8MBVNT|9DUST|aVULN
701	24223 12132	   	159.47	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|59AART|6RCR|7LEGI|8LWND|aVULN
702	14331 16224	   	159.46	DCR|2VULN|2DMG|1CDMG|1ZMB	14LWND|29DMG|3CGEN|5ZMB|6aVULN|7CDMG|8RCR
703	52312 63213	   	159.42	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MGNLIT|4DUR|5RCR|6AART|79aVULN|8CGEN
704	52312 63633	   	159.42	ACR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MGNLIT|4DUR|5RCR|6AART|78aVULN|9CGEN
705	43325 13222	   	159.41	DCR|3VULN|2DMG|2ASPD	17BEXP|27ASPD|39CGEN|45DMG|678VULN|7BPWR|aRCR
706	43325 13262	   	159.41	DCR|3VULN|2DMG|2ASPD	17BEXP|27ASPD|3CGEN|45DMG|678VULN|7BPWR|9RCVC|aRCR
707	43325 13342	   	159.41	DCR|3VULN|2DMG|2ASPD	17BEXP|27ASPD|3CGEN|45DMG|679VULN|7BPWR|8RCVC|aRCR
708	32325 56313	 * 	159.40	DCR|2DMG|1AART|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3CGEN|45DMG|6RCR|7CDMG|8FLTHEA|9MGNSTR|aAART
709	31366 31242	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RMIN|2CGEN|36AART|4DUST|5RCR|7VULN|8DMG|9CDMG|aASPD
710	23343 25361	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LIT|3DMG|4FEWX|5ERES|6RCR|7aVULN|8CDMG|9AART
711	23363 26361	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LIT|3DMG|4aVULN|5ERES|6RCR|7FEWX|8CDMG|9AART
712	24223 14622	   	159.37	DCR|2AART|2DMG|1VULN	1LHND|24DMG|3TLV|57AART|6RCR|8MBVNT|9DUST|aVULN
713	12153 11152	 * 	159.37	DCR|3VULN|1AART|2ZMB	189LWND|2ERES|3RCVC|4AART|59ZMB|6RCR|79aVULN|9BPWR
714	12153 11146	   	159.37	DCR|3VULN|1AART|2ZMB	18aLWND|2ERES|3RCVC|4AART|5aZMB|6RCR|79aVULN|aBPWR
715	14231 16224	   	159.36	DCR|2VULN|2DMG|1CDMG|1ZMB	14LWND|29DMG|3TLV|5ZMB|6aVULN|7CDMG|8RCR
716	21625 31224	   	159.36	DCR|2VULN|2DMG|1CDMG|1ZMB	12LHND|3aVULN|49DMG|5ZMB|6CDMG|7ERES|8RCR
717	22625 31224	   	159.36	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|2RCVC|3aVULN|49DMG|5ZMB|6CDMG|7ERES|8RCR
718	24223 11133	   	159.33	DCR|2AART|2DMG|1VULN|1SELL	1LHND|24DMG|3TLV|59AART|6RCR|7VULN|8LWND|aSELL
719	31342 45121	   	159.32	DCR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5LHND|6RCR|7MSE|9aDMG|aBPWR
720	31343 44121	   	159.32	DCR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|47aVULN|5MSE|6RCR|8LWND|9aDMG|aBPWR
721	31343 46121	   	159.32	DCR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5MSE|6RCR|7LHND|9aDMG|aBPWR
722	53111 16242	   	159.32	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6aVULN|7CDMG|8RCR|9SELL
723	11411 44323	   	159.32	DCR|4VULN|1AART	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9RMIN|aBEXP
724	15411 43312	   	159.32	DCR|4VULN|1AART	18LWND|28BEXP|3AART|458aVULN|6RCR|7RCVC|8BPWR|9FEWX
725	43225 13262	   	159.31	DCR|3VULN|2DMG|2ASPD	17BEXP|27ASPD|3TLV|45DMG|678VULN|7BPWR|9RCVC|aRCR
726	43225 13342	   	159.31	DCR|3VULN|2DMG|2ASPD	17BEXP|27ASPD|3TLV|45DMG|679VULN|7BPWR|8RCVC|aRCR
727	32225 56313	   	159.30	DCR|2DMG|1AART|1CDMG|1FLTHEA|1DUR	1RMIN|2DUR|3TLV|45DMG|6RCR|7CDMG|8FLTHEA|9MGNSTR|aAART
728	23333 25361	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2LIT|3DMG|4DUST|5ERES|6RCR|7aVULN|8CDMG|9AART
729	31341 45121	   	159.22	DCR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5DUST|6RCR|7MSE|9aDMG|aBPWR
730	31341 45221	   	159.22	DCR|3DMG|2VULN|1AART|1MSE	1RMIN|2aCGEN|3AART|4aVULN|5DUST|6RCR|7MSE|89aDMG|aBPWR
731	31343 44321	   	159.22	DCR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|47aVULN|5MSE|6RCR|8DUST|9aDMG|aBPWR
732	14321 16242	   	159.22	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1LWND|24DMG|3CGEN|5ZMB|6aVULN|7CDMG|8RCR|9SELL
733	24321 16242	   	159.22	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1LHND|24DMG|3CGEN|5ZMB|6aVULN|7CDMG|8RCR|9SELL
734	11411 44322	   	159.22	DCR|4VULN|1AART	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9RMIN|aTLV
735	35165 33222	   	159.21	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1RMIN|28DMG|3LSRREG|4ZMB|5RCR|6ASPD|7DUR|9CDMG|aAART
736	24223 11142	   	159.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8LWND|9FEWX|aZMB
737	24223 11322	   	159.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9LWND|aZMB
738	24223 11342	   	159.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9FEWX|aZMB
739	24323 13552	   	159.13	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8VULN|9DUST|aZMB
740	14221 16242	   	159.12	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1LWND|24DMG|3TLV|5ZMB|6aVULN|7CDMG|8RCR|9SELL
741	24221 16242	   	159.12	DCR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1LHND|24DMG|3TLV|5ZMB|6aVULN|7CDMG|8RCR|9SELL
742	11411 44112	   	159.12	DCR|4VULN|1AART	18LWND|2LHND|3AART|457aVULN|6RCR|9BEXP
743	11411 46122	   	159.12	DCR|4VULN|1AART	19LWND|2LHND|3AART|458aVULN|6RCR|7BEXP
744	11411 44313	   	159.07	DCR|4VULN|1AART|1SELL	18LWND|28LHND|3AART|4578VULN|6RCR|8BPWR|9BEXP|aSELL
745	35223 21135	 * 	159.05	DCR|2AART|1VULN|2CDMG|1DMG	1RMIN|2DMG|3aCDMG|4LIT|5MLV|68AART|7RCR|9VULN
746	24223 11152	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8LWND|9DUST|aZMB
747	24223 11352	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9DUST|aZMB
748	24223 13352	   	159.03	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9DUST|aZMB
749	53314 13311	   	158.97	DCR|3DMG|1AART|1CDMG	148MLV|248DMG|3AART|48BPWR|578FEWX|6RCR|9LHND|aCDMG
750	53314 13321	   	158.97	DCR|3DMG|1AART|1CDMG	148MLV|248DMG|3AART|48BPWR|578FEWX|6RCR|9RMIN|aCDMG
751	53322 14314	   	158.95	DCR|2AART|2DMG|1ZMB|1DUR	18MLV|28DMG|37AART|458LHND|6RCR|8BPWR|9DUR|aZMB
752	35225 21135	   	158.95	DCR|2AART|1VULN|2CDMG|1DMG	1RMIN|2DMG|3aCDMG|4LIT|5TLV|68AART|7RCR|9VULN
753	53242 62322	   	158.90	ACR|3DMG|1AART|1VULN	1MLV|258DMG|3LIT|4RCR|6LWND|7VULN|9RPLT|aAART
754	35223 21233	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DMG|3CDMG|4LIT|58MLV|6AART|7RCR|9aVULN
755	32115 25221	   	158.86	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3RCVC|4AART|5aVULN|6CGEN|7RCR|8DMG|9aLWND|aBPWR
756	32115 25231	   	158.86	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3RCVC|4AART|5aVULN|6CGEN|7RCR|8DMG|9aFEWX|aBPWR
757	53352 35132	   	158.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1MLV|2DMG|39AART|4DUR|5LHND|6LWND|7RCR|8VULN|aZMB
758	35225 21323	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DMG|3CDMG|4LIT|5TLV|6AART|7RCR|8aVULN|9BELT
759	35225 21351	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DMG|3CDMG|4LIT|5TLV|6AART|7RCR|89VULN|aFEWX
760	14115 16222	   	158.76	DCR|3DMG|1VULN|1CDMG|2DUR	1LWND|259DMG|3RCVC|4aDUR|6VULN|7CDMG|8RCR
761	24115 16222	   	158.76	DCR|3DMG|1VULN|1CDMG|2DUR	1LHND|259DMG|3RCVC|4aDUR|6VULN|7CDMG|8RCR
762	32325 16222	   	158.76	DCR|3DMG|1VULN|1CDMG|2DUR	1RMIN|2aDUR|3CGEN|459DMG|6VULN|7CDMG|8RCR
763	32115 25251	   	158.76	DCR|2DMG|1AART|1VULN|2DUR	1RMIN|2aDUR|3RCVC|4AART|5VULN|6aCGEN|7RCR|8aDMG|9MBVNT|aBPWR
764	31352 44231	   	158.74	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1RMIN|2CGEN|3AART|4DUR|5LHND|6RCR|7VULN|8DMG|9aCDMG
765	52326 12252	 * 	158.70	ACR|2VULN|3CDMG|1DMG|2ZMB	1MLV|29aCDMG|3MGNLIT|4DMG|5RCR|69ZMB|7LWND|89VULN|9BPWR
766	23112 12634	 * 	158.69	ACR|2VULN|1AART|1DMG|3DUR	1LHND|2LIT|36aDUR|4DMG|5RCR|7AART|89VULN
767	35225 21313	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2DMG|3CDMG|4LIT|59TLV|6AART|7RCR|8aVULN
768	32225 16222	   	158.66	DCR|3DMG|1VULN|1CDMG|2DUR	1RMIN|2aDUR|3TLV|459DMG|6VULN|7CDMG|8RCR
769	32115 25214	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3RCVC|4AART|5aVULN|6CGEN|7RCR|8DMG|9aLSRHEA|aBPWR
770	32115 25261	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1RMIN|2aDUR|3RCVC|4AART|5aVULN|6CGEN|7RCR|8DMG|9aDUST|aBPWR
771	35223 21534	   	158.60	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1RMIN|2DMG|38CDMG|4LIT|5MLV|6AART|7RCR|9VULN|aZMB
772	13225 23551	   	158.58	DCR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3TLV|45DMG|6RCR|7AIRHEL|8VULN|aAART
773	31341 35221	   	158.57	DCR|2AART|2VULN|1DMG	1RMIN|2aCGEN|36AART|4aVULN|5DUST|7RCR|8DMG|9aLWND|aBPWR
774	11411 42336	   	158.57	DCR|3VULN|1AART|1CDMG	1LWND|2LHND|3AART|45aVULN|6RCR|7ERES|8FEWX|9CDMG
775	11411 43136	   	158.57	DCR|3VULN|1AART|1CDMG	1LWND|2LHND|3AART|45aVULN|6RCR|7BELT|8ERES|9CDMG
776	11412 41153	   	158.50	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	16LWND|2LHND|3AART|49VULN|5DUR|7ASPD|8RCR|aDMG
777	31341 35236	   	158.47	DCR|2AART|2DMG|1VULN	1RMIN|2aCGEN|36AART|4VULN|5aDUST|7RCR|8aDMG|9BELT|aBPWR
778	15415 21121	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1LWND|2BEXP|3AART|46aVULN|5LIT|7CDMG|8DUR|9RCR
779	25415 21121	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2BEXP|3AART|46aVULN|5LIT|7CDMG|8DUR|9RCR
780	41415 21121	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2LHND|3AART|46aVULN|5LIT|7CDMG|8DUR|9RCR
781	31341 35214	   	158.37	DCR|2AART|2VULN|1DMG	1RMIN|2aCGEN|36AART|4aVULN|5DUST|7RCR|8DMG|9aLSRHEA|aBPWR
782	31341 35251	   	158.37	DCR|2AART|2DMG|1VULN	1RMIN|2aCGEN|36AART|4VULN|5aDUST|7RCR|8aDMG|9MBVNT|aBPWR
783	53321 15113	   	158.37	DCR|2AART|2VULN|1DMG	1MLV|2DMG|3aAART|4LHND|5DUST|6BEXP|7RCR|89VULN
784	53362 15113	   	158.37	DCR|2AART|2VULN|1DMG	1MLV|2DMG|3aAART|4DUST|5LHND|6BEXP|7RCR|89VULN
785	13325 26421	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3CGEN|459DMG|6RCR|7CDMG|8VULN|aFEWX
786	13325 26423	   	158.27	DCR|3DMG|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3CGEN|459DMG|6RCR|7CDMG|8VULN|aLIT
787	43133 15163	   	158.22	ACR|2VULN|2AART|1CDMG|1ASPD	1BEXP|2ASPD|3RCVC|4RCR|57AART|6LIT|8aVULN|9CDMG
788	53242 32162	   	158.22	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|25DMG|3LIT|4RCR|6FEWX|79VULN|8DUR|aCDMG
789	43112 11352	 * 	158.17	DCR|3VULN|1AART|2ASPD	189BEXP|29ASPD|3RCVC|4AART|5RMIN|6RCR|79aVULN|9BPWR
790	13225 26413	   	158.17	DCR|3DMG|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3TLV|45aDMG|6RCR|7CDMG|8VULN|9BEXP
791	13225 26421	   	158.17	DCR|3DMG|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3TLV|459DMG|6RCR|7CDMG|8VULN|aFEWX
792	13225 26423	   	158.17	DCR|3DMG|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3TLV|459DMG|6RCR|7CDMG|8VULN|aLIT
793	11412 15152	   	158.16	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2LHND|3AART|479VULN|5DUR|6ZMB|8RCR|aDMSP
794	11411 21125	 * 	158.08	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2LHND|3AART|45VULN|6DUST|7aASPD|8RCR|9DMG
795	15411 21125	   	158.08	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2BEXP|3AART|45VULN|6DUST|7aASPD|8RCR|9DMG
796	25411 21125	   	158.08	DCR|2VULN|1AART|1DMG|2ASPD	1LHND|2BEXP|3AART|45VULN|6DUST|7aASPD|8RCR|9DMG
797	41411 21125	   	158.08	DCR|2VULN|1AART|1DMG|2ASPD	1BEXP|2LHND|3AART|45VULN|6DUST|7aASPD|8RCR|9DMG
798	11412 15112	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2LHND|3AART|47aVULN|5DUR|6ZMB|8RCR|9DUST
799	11412 15151	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2LHND|3AART|479VULN|5DUR|6ZMB|8RCR|aLSRHEA
800	15412 15112	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2BEXP|3AART|47aVULN|5DUR|6ZMB|8RCR|9DUST
801	53111 23242	   	158.05	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
802	53111 26242	   	158.05	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	13MLV|23DMG|3BPWR|4BEXP|5ZMB|6RCR|7FEWX|8AART|9CDMG|aASPD
803	53151 23242	   	158.05	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	13MLV|23DMG|3BPWR|4FEWX|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
804	35621 23243	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1RMIN|24DMG|3DUR|5ZMB|6RCR|7LWND|8AART|9CDMG|aLHND
805	14321 24242	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LWND|24DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|9CDMG|aASPD
806	24321 24242	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LHND|24DMG|3CGEN|5ZMB|6RCR|7FEWX|8AART|9CDMG|aASPD
807	35321 23242	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RMIN|24DMG|3FEWX|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
808	44321 23242	   	157.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1BEXP|24DMG|3CGEN|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
809	53321 15112	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3AART|4LHND|5DUST|6BEXP|7RCR|89VULN|aZMB
810	53362 15112	   	157.93	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2DMG|3AART|4DUST|5LHND|6BEXP|7RCR|89VULN|aZMB
811	24323 11526	   	157.92	DCR|3DMG|2VULN|1AART|1MSE	1LHND|249DMG|3CGEN|5AART|6RCR|7aVULN|8MSE
812	13356 22222	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|4FEWX|5DMG|6DUR|7RCR|8AART|9aVULN
813	13356 22225	   	157.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LWND|2ASPD|3CGEN|4FEWX|5aDMG|6DUR|7RCR|8AART|9VULN
814	35631 32222	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RMIN|2DMG|3DUR|4LWND|5LHND|6ASPD|7RCR|8AART|9aVULN
815	35631 32225	   	157.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|2aDMG|3DUR|4LWND|5LHND|6ASPD|7RCR|8AART|9VULN
816	43322 22225	   	157.90	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2ASPD|3CGEN|4aDMG|5LHND|6DUR|7RCR|8AART|9VULN
817	43322 22226	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2ASPD|3CGEN|4DMG|5LHND|6DUR|7RCR|8AART|9aVULN
818	43346 22222	   	157.90	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2ASPD|3CGEN|4LWND|5DMG|6DUR|7RCR|8AART|9aVULN
819	53252 22261	   	157.87	DCR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4FEWX|6RCR|7VULN|89AART|aRCVC
820	53252 22262	   	157.87	DCR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4FEWX|6RCR|7VULN|89AART|aBEXP
821	53252 22263	   	157.87	DCR|2DMG|2AART|1VULN	1MLV|25DMG|3LIT|4FEWX|6RCR|7VULN|89AART|aRMIN
822	14221 24242	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LWND|24DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|9CDMG|aASPD
823	24221 24242	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LHND|24DMG|3TLV|5ZMB|6RCR|7FEWX|8AART|9CDMG|aASPD
824	35521 23242	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1RMIN|24DMG|3LEGI|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
825	44221 23242	   	157.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1BEXP|24DMG|3TLV|5ZMB|6RCR|7LWND|8AART|9CDMG|aASPD
826	33226 43512	   	157.85	ACR|3VULN|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|679VULN|8MGNSTR|aZMB
827	23362 12415	   	157.82	ACR|3VULN|2DMG|1DUR	1LHND|2LIT|37DMG|48aVULN|5RCR|6DUR|9MLV
828	23362 12435	   	157.82	ACR|3VULN|2DMG|1DUR	1LHND|2LIT|37DMG|48aVULN|5RCR|6DUR|9CGEN
829	13256 22222	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|4FEWX|5DMG|6DUR|7RCR|8AART|9aVULN
830	13256 22225	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1LWND|2ASPD|3TLV|4FEWX|5aDMG|6DUR|7RCR|8AART|9VULN
831	13316 22252	   	157.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|4DUST|5DMG|6DUR|7RCR|8AART|9aVULN
832	13336 42252	   	157.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2ASPD|3CGEN|4DUR|5DMG|6DUST|7RCR|8AART|9aVULN
833	43222 22225	   	157.80	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2ASPD|3TLV|4aDMG|5LHND|6DUR|7RCR|8AART|9VULN
834	43222 22226	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3TLV|4DMG|5LHND|6DUR|7RCR|8AART|9aVULN
835	43246 22222	   	157.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2ASPD|3TLV|4LWND|5DMG|6DUR|7RCR|8AART|9aVULN
836	43325 24213	   	157.80	DCR|2DMG|2AART|1CDMG|1ASPD	1BEXP|2ASPD|3CGEN|45DMG|6RCR|7BELT|8CDMG|9aAART
837	53313 34325	   	157.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	14MLV|24DMG|3AART|4BPWR|5ZMB|6RCVC|7ASPD|8VULN|9MBVNT|aRCR
838	14321 23511	   	157.75	DCR|2VULN|2DMG|1ZMB|1ASPD	17aLWND|24DMG|3aCGEN|5ZMB|6RCR|8ASPD|9aVULN|aBPWR
839	13216 22252	   	157.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|4DUST|5DMG|6DUR|7RCR|8AART|9aVULN
840	13236 42252	   	157.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LWND|2ASPD|3TLV|4DUR|5DMG|6DUST|7RCR|8AART|9aVULN
841	43225 24213	   	157.70	DCR|2DMG|2AART|1CDMG|1ASPD	1BEXP|2ASPD|3TLV|45DMG|6RCR|7BELT|8CDMG|9aAART
842	44133 15123	   	157.69	ACR|2AART|2DMG|1VULN	1BEXP|2aDMG|3RCVC|4RCR|57AART|6LIT|8VULN|9CGEN
